2645	U780	news_7952 news_2596 news_606 news_11100 news_2735 news_4273 news_4860	news_2315-1 news_2419-0 news_2490-0 news_2433-0
14380	U4829	news_2453 news_11971 news_11271 news_9246 news_9111 news_3429 news_9612 news_7746 news_12196 news_2813	news_9946-0 news_9996-0 news_3246-0 news_9694-1 news_10132-0 news_9688-0
40	U14		news_2579-1 news_6532-0 news_9604-0 news_4400-0 news_12120-0 news_9602-0
11476	U3804	news_265 news_457 news_3454 news_4891	news_44-1 news_7099-0 news_10148-0 news_9941-0 news_12084-0
6119	U1851		news_464-1 news_9545-0 news_11691-0 news_5849-0
8243	U2650	news_4470 news_4786 news_9554 news_2700 news_1310 news_19 news_10946 news_9642 news_737	news_113-1 news_372-0 news_9411-0 news_4364-0 news_5474-0 news_5615-0
6708	U2042	news_9671 news_10141 news_4662 news_3588 news_2511	news_4849-1 news_4408-0 news_4143-0 news_4888-0 news_322-0 news_5177-0
10309	U3389	news_4533 news_8844 news_2608 news_7966 news_195 news_4700 news_7483 news_522	news_2945-1 news_2572-0 news_2583-0 news_2584-0 news_2405-0 news_2483-0
747	U215	news_9581 news_8923 news_4136 news_4668 news_780 news_8943 news_3120 news_10211	news_5509-0 news_4743-0 news_4715-0 news_802-1 news_5290-0 news_4521-0
1474	U433	news_661 news_4998	news_2627-0 news_230-0 news_248-0 news_9531-0
8901	U2886	news_4987 news_2816 news_676 news_76 news_11109 news_5254 news_4231 news_3609 news_9104 news_9209	news_7949-0 news_474-0 news_3285-0 news_11240-0 news_7816-0
6921	U2115	news_5429 news_9569 news_9631 news_10240	news_2583-1 news_2532-0 news_2593-0 news_2646-0 news_7697-0 news_4075-0
9301	U3048	news_9535 news_242 news_3446 news_659 news_3714 news_7730	news_47-0 news_9003-0 news_11073-0 news_2838-0 news_3204-1
10864	U3582	news_2551 news_713 news_9463 news_3654	news_11985-1 news_5221-0 news_4605-0 news_5523-0 news_3530-0 news_340-0
4187	U1281	news_4067	news_4324-1 news_4462-0 news_5140-0 news_4229-0 news_4650-0 news_5337-0
10220	U3365	news_4095 news_9066 news_4982	news_2392-1 news_68-0 news_3558-0 news_5214-0 news_4334-0 news_1245-0
14523	U4924		news_9128-0 news_12083-0 news_9531-1 news_6569-0
975	U293	news_4379 news_335 news_5081 news_285 news_3204 news_3099 news_11940 news_9486	news_540-1 news_5502-0 news_4855-0 news_2608-0 news_4120-0 news_3225-0
3575	U1076	news_12067 news_2571 news_7595 news_5031 news_4584 news_2919	news_4173-0 news_7834-1 news_2315-0 news_2392-0 news_10983-0
6763	U2058	news_3764 news_7731 news_4564 news_394 news_10051 news_10113 news_9952 news_9546 news_102 news_5036	news_9998-1 news_10936-0 news_9881-0 news_7187-0 news_8868-0 news_2659-0
9697	U3183	news_5118 news_4478 news_9514 news_6867 news_3680 news_5351	news_5021-0 news_4758-0 news_4919-1 news_4890-0 news_4820-0 news_5177-0
11840	U3924	news_7534 news_4715 news_2718 news_9006 news_2186 news_10171 news_2838 news_5532	news_10971-0 news_738-0 news_4641-0 news_137-0 news_4876-0 news_12085-1
2967	U885	news_3680 news_9066 news_4485 news_3917 news_9230 news_9612 news_93	news_9996-0 news_11998-1 news_2445-0 news_10965-0 news_2513-0 news_10084-0
1468	U432	news_7936 news_9655 news_10990 news_9913 news_4445 news_4201	news_9597-0 news_11954-0 news_9355-0 news_12183-0 news_3473-0
8712	U2815	news_4771	news_47-1 news_9607-0 news_6532-0 news_9822-0 news_4651-0 news_9933-0
6520	U1971		news_9987-0 news_9489-1 news_5036-0 news_2503-0 news_2515-0 news_6569-0
8373	U2700		news_3064-0 news_5533-0 news_4472-0 news_12032-0 news_2343-0 news_8784-1
1336	U400	news_4613	news_5291-0 news_583-0 news_10956-1 news_3247-0 news_9618-0 news_662-0
7055	U2156	news_4959 news_9600 news_10954 news_5181 news_10154	news_4919-0 news_802-0 news_2503-0 news_5217-1 news_6532-0 news_9997-0
6483	U1963	news_9661 news_3231 news_7936 news_12164 news_7936 news_3703	news_3237-1 news_9304-0 news_5494-0 news_5533-0 news_7623-0 news_5450-0
9079	U2959	news_9371 news_9387 news_4678 news_5062 news_3061 news_2734 news_10991 news_2451	news_2949-1 news_2649-0 news_10047-0 news_5849-0 news_6532-0 news_9606-0
7556	U2374		news_302-0 news_9749-0 news_2491-1 news_2321-0 news_606-0 news_4611-0
12673	U4196	news_4933 news_8987 news_3333 news_10241 news_329 news_10082 news_9465 news_4799 news_11961 news_9924	news_12111-1 news_268-0 news_2445-0 news_9774-0 news_12015-0 news_6569-0
5860	U1779	news_4849 news_11938 news_5232	news_9173-0 news_4771-0 news_9744-0 news_11005-0 news_10010-0 news_10956-1
8774	U2835	news_4093 news_9335 news_3746 news_588	news_11312-1 news_9649-0 news_12120-0 news_7722-0 news_561-0 news_11509-0
14703	U5056	news_9379 news_2419 news_4572 news_4980	news_4385-0 news_4905-0 news_5175-0 news_4066-0 news_4916-0 news_4064-1
10748	U3533	news_4212 news_9408 news_2587 news_2458 news_9537 news_4873 news_4110 news_4718 news_11518	news_9987-0 news_69-0 news_75-0 news_110-0 news_429-1
2914	U872	news_11995 news_9765	news_9172-1 news_9268-0 news_5491-0 news_9456-0 news_10016-0
5652	U1722	news_5332 news_3241 news_11083 news_3559 news_4350 news_3427	news_540-1 news_5502-0 news_2608-0 news_4855-0 news_3225-0 news_11639-0
5777	U1759	news_5142 news_9695 news_4935 news_362 news_7936 news_6048 news_329 news_9584 news_5066	news_540-0 news_5502-0 news_4855-0 news_2608-0 news_4120-0 news_11639-1
5502	U1679	news_638 news_7760 news_120 news_201 news_791 news_4637 news_9663 news_11257 news_12036	news_2402-1 news_2649-0 news_2339-0 news_9987-0 news_12024-0 news_2513-0
8565	U2774	news_1298 news_4770 news_609 news_12176 news_5187 news_11012 news_879	news_2847-1 news_11195-0 news_5227-0 news_7744-0
4792	U1465	news_12043 news_4746 news_3527 news_4656 news_2652 news_11997 news_7733 news_11962 news_10198	news_2583-0 news_2558-1 news_2646-0 news_2423-0 news_2514-0 news_2378-0
7565	U2388		news_11715-1 news_9064-0 news_12064-0 news_815-0 news_477-0
14104	U4717	news_188	news_4602-0 news_5071-1 news_4912-0 news_4675-0 news_4454-0 news_4917-0
10957	U3612	news_7724 news_4587 news_932 news_4659 news_4168 news_9820 news_192 news_9862 news_9853 news_9771	news_4904-1 news_3551-0 news_357-0 news_11330-0 news_12203-0 news_655-0
11123	U3671	news_9000 news_2760 news_786 news_2452 news_9947 news_10245 news_9789 news_3651	news_2945-1 news_2382-0 news_2423-0 news_2657-0 news_2588-0
8180	U2631	news_4496 news_10237 news_9885 news_11012 news_3729	news_9997-0 news_9489-0 news_2627-0 news_2646-0 news_12209-0 news_2503-1
4329	U1328	news_25 news_3340 news_11318 news_9680 news_9848 news_2696 news_9614 news_2834 news_9881	news_2513-0 news_2550-0 news_9752-0 news_5474-0 news_12198-1 news_5585-0
181	U51	news_0 news_9915 news_4565 news_4822 news_9087 news_12152 news_5102 news_9710	news_2649-1 news_2503-0 news_2499-0 news_2339-0 news_2645-0 news_2556-0
7442	U2326	news_11299	news_4532-1 news_4541-0 news_5306-0 news_5543-0 news_4978-0 news_5057-0
5886	U1786	news_5130 news_9333 news_5468 news_328	news_11955-1 news_2635-0 news_2506-0 news_2627-0 news_2432-0 news_11995-0
5894	U1787		news_4869-0 news_2343-0 news_12032-0 news_3551-1 news_12055-0 news_4741-0
6689	U2030	news_2455 news_3346 news_10243	news_4449-0 news_5115-0 news_4421-0 news_5202-1 news_5057-0 news_2627-0
8687	U2806	news_3890 news_2394 news_4066 news_5159 news_362 news_7773	news_5291-0 news_583-0 news_10956-0 news_3247-1 news_9618-0 news_662-0
12369	U4102		news_7867-0 news_9543-1 news_2886-0 news_12024-0 news_11160-0
11062	U3654	news_5293 news_3306 news_877 news_4377 news_5341	news_9047-0 news_12011-0 news_607-0 news_10130-0 news_4897-0
5258	U1591	news_5187 news_656 news_7420 news_5152 news_4674 news_7951	news_2392-0 news_3684-0 news_9969-1 news_6117-0 news_9486-0 news_9752-0
13813	U4590	news_3017 news_9927 news_7815	news_9776-0 news_6569-1 news_12098-0 news_474-0 news_2558-0 news_89-0
12617	U4182	news_5444 news_3543 news_11309 news_593 news_4207 news_2913 news_4397 news_6532 news_113 news_5191	news_4924-1 news_876-0 news_114-0 news_341-0 news_7733-0 news_228-0
12385	U4108	news_7775 news_470 news_5146 news_7744	news_2596-1 news_2315-0 news_2419-0 news_2566-0 news_2490-0
12935	U4287		news_5387-0 news_7754-0 news_5585-0 news_4619-0 news_4518-1 news_3427-0
10334	U3397		news_2553-0 news_2588-0 news_2659-0 news_47-0 news_2452-0 news_474-1
13695	U4552	news_11004 news_3350	news_11971-0 news_4765-0 news_9037-1 news_9902-0 news_4435-0 news_11991-0
7638	U2430	news_4538 news_2685 news_2704	news_2583-0 news_2572-1 news_2405-0 news_2584-0 news_2445-0 news_2592-0
14889	U5112	news_7953 news_2826	news_11924-0 news_7232-0 news_9752-0 news_9691-0 news_2445-0
9090	U2966	news_9634 news_3755 news_9686 news_11009	news_9812-0 news_4976-0 news_768-1 news_5242-0 news_6628-0
6436	U1950	news_407 news_4851 news_10030 news_4392 news_926	news_2499-0 news_2429-0 news_2556-0 news_2555-1 news_2649-0 news_2526-0
11736	U3887		news_4703-0 news_5079-0 news_5299-1 news_5093-0 news_4455-0 news_5174-0
14936	U5133	news_9581 news_11462	news_5447-0 news_4968-0 news_5506-1 news_4064-0 news_5047-0 news_5094-0
5912	U1792	news_829 news_3897 news_2623 news_131 news_7640 news_4466 news_4180 news_9589 news_5363 news_11958	news_5078-1 news_5421-0 news_4719-0 news_10205-0 news_472-0 news_2616-0
2897	U866		news_2646-0 news_2586-0 news_2622-0 news_2574-0 news_2378-0 news_11931-1
