id,news_keywords,end,entity_group,score,start,word
1,Regierungskoalition,,,,,
1,Repressionsapparat,,,,,
1,Sachsen,7.0,LOC,0.9815360903739929,0.0,Sachsen
1,Sachsen-Koalition,7.0,MISC,0.5181407332420349,0.0,Sachsen
1,Sachsen-Koalition,17.0,ORG,0.9423325061798096,7.0,-Koalition
1,Sächsisches Polizeigesetz,,,,,
1,Schönfärberei,,,,,
1,Schwarz-Rot-Grün,,,,,
1,Schwarz-rot-grüne Koalition,7.0,MISC,0.5941612720489502,0.0,Schwarz
1,Schwarz-rot-grüne Koalition,16.0,MISC,0.9463851451873779,8.0,rot-grün
1,Sondierungsgespräche,,,,,
1,soziale Konterrevolution,,,,,
1,sozialverträglicher Wandel,,,,,
1,SPD,3.0,ORG,0.9999579191207886,0.0,SPD
1,Stellenabbau,,,,,
1,Verlogenheit,,,,,
1,Volksverarschung,,,,,
1,Wählerbetrug,,,,,
1,Wiederansiedlungszuschüsse,,,,,
2,#aufschrei,,,,,
2,#denkeselbst,,,,,
2,Bedürfnisse,,,,,
2,Betroffenheitsheuchelei,,,,,
2,Bewusstseinsentwicklung,,,,,
2,Bewusstwerdung,,,,,
2,Bullshittisierung,,,,,
2,Cerebellum,,,,,
2,close up,,,,,
2,Closeup,,,,,
2,Club der Klaren Worte,21.0,ORG,0.9994581341743469,0.0,Club der Klaren Worte
2,Dieterbohlisierung,,,,,
2,digitale Dumpfbacken,,,,,
2,dumbe Masse,,,,,
2,Durchkonditionierung,,,,,
2,Dutt,4.0,PER,0.9996844530105591,0.0,Dutt
2,Einnorden,,,,,
2,Eloquenz,,,,,
2,Erregung & Erschöpfung,,,,,
2,Fremdbestimmung,,,,,
2,geistige Insolvenz,,,,,
2,Gemeinschaft,,,,,
2,Gutmenschen,,,,,
2,Hirnmasse,,,,,
2,Entmündigung,,,,,
2,Entsolidarisierung,,,,,
2,Freizeitgesellschaft,,,,,
2,Gemeinschaft der Mitmacher,,,,,
2,Gesellschaftsspaltung,,,,,
2,Gruppendruck,,,,,
2,Hape Kerkeling,14.0,PER,0.9997082948684692,0.0,Hape Kerkeling
2,Hashtag-Happening,,,,,
2,Herz & Verstand,,,,,
2,Hightech-Carbon-Räder,,,,,
2,intellektuelle Insolvenz,,,,,
2,intelligente Grundausstattung,,,,,
2,Klimasaugesang,,,,,
2,Konformismus,,,,,
2,Konformität,,,,,
2,Konditionierung,,,,,
2,Krethi und Plethi,,,,,
2,Kritikfähigkeit,,,,,
2,Lebenssinn,,,,,
2,Lesegenuss,,,,,
2,Markus Langemann,16.0,PER,0.9999818801879883,0.0,Markus Langemann
2,Maskenpflicht,,,,,
2,Massenverblödung,,,,,
2,Massenverdummung,,,,,
2,Mediengesellschaft,,,,,
2,Meinungsvielfalt,,,,,
2,Nachdenken,,,,,
2,nützliche Idioten,,,,,
2,Orientierungslosigkeit,,,,,
2,Presswurst-Outfit,,,,,
2,professionelle Mißversteher,,,,,
2,Querdenken,,,,,
2,Reizüberflutung,,,,,
2,Robert Enke,11.0,PER,0.9999696612358093,0.0,Robert Enke
2,Schablonendenken,,,,,
2,Sehnsucht nach Geborgenheit,,,,,
2,Sehnsucht nach Sinn,,,,,
2,Selbstdenken,,,,,
2,Selbstoptimierung,,,,,
2,Selbstoptimierungsgesellschaft,,,,,
2,Selbstreflektion,,,,,
2,Selbstüberhebung,,,,,
2,Selbstwerdung,,,,,
2,Sinnfrage,,,,,
2,Sinnsuche,,,,,
2,Social Distancing,,,,,
2,Sozialkontakte,,,,,
2,Spaltung der Gesellschaft,,,,,
2,Spaßgesellschaft,,,,,
2,Sprachfertigkeit,,,,,
2,Sprachkompetenz,,,,,
2,Stimmungsmache,,,,,
2,Stumpfsinn,,,,,
2,Stumpfsinnigkeit,,,,,
2,Teilhabe,,,,,
2,Trivialscheiss,,,,,
2,Trivialscheiße,,,,,
2,virtuelle Kontakte,,,,,
2,Widerspruch,,,,,
2,Wortwitz,,,,,
3,André S.,7.0,PER,0.9999838471412659,0.0,André S
3,Armin P.,7.0,PER,0.9999672770500183,0.0,Armin P
3,Ätzkalk,,,,,
3,Dirk Laabs,10.0,PER,0.9999754428863525,0.0,Dirk Laabs
3,Elitekämpfer,,,,,
3,Elitepolizisten,,,,,
3,faschistischer Umsturz,,,,,
3,Frank T.,7.0,PER,0.9999812245368958,0.0,Frank T
3,Geheimdienste,,,,,
3,Hannibal,8.0,PER,0.9865154027938843,0.0,Hannibal
3,Jörg S.,6.0,PER,0.9999825358390808,0.0,Jörg S
3,Kommando Spezialkräfte,,,,,
3,Kriegswaffenkontrollgesetz,26.0,MISC,0.7215495705604553,12.0,kontrollgesetz
3,Kriminalstatistik,,,,,
3,KrWaffKontrG,,,,,
3,KSK,3.0,ORG,0.9999744296073914,0.0,KSK
3,Lorenz Caffier,14.0,PER,0.9999644160270691,0.0,Lorenz Caffier
3,MAD,3.0,ORG,0.9994217157363892,0.0,MAD
3,Marco G.,7.0,PER,0.9999828338623047,0.0,Marco G
3,Militärischer Abschirmdienst,,,,,
3,Mordserie des NSU,17.0,ORG,0.9999657869338989,14.0,NSU
3,Nationalsozialismus,19.0,ORG,0.9997121691703796,0.0,Nationalsozialismus
3,Nationalsozialistischer Untergrund,14.0,MISC,0.717223048210144,0.0,Nationalsozial
3,Neonazis,5.0,MISC,0.873357892036438,0.0,Neona
3,Neonaziszene,,,,,
3,Nordkreuz,9.0,LOC,0.9992766380310059,0.0,Nordkreuz
3,Nordkreuz-Gruppe,16.0,ORG,0.9999638795852661,0.0,Nordkreuz-Gruppe
3,Rechte Terrornetzwerke,,,,,
3,rechtsextreme Netzwerke,,,,,
3,Rechtsextremismus,,,,,
3,Rechtsextremisten,,,,,
3,rechtsextremistisch-motivierte Straftaten,,,,,
3,Rechtsradikalismus,,,,,
3,Safehouses,,,,,
3,Schattenarmee,13.0,ORG,0.9994885325431824,0.0,Schattenarmee
3,Staatsapparat,,,,,
3,staatsgefährdende Straftat,,,,,
3,Tötungsdelikte,,,,,
3,Umsturzpläne,,,,,
3,Uniter e.V.,11.0,ORG,0.9669803977012634,0.0,Uniter e.V.
3,unterdurchschnittliche Aufklärungsquote,,,,,
3,Untergetauchte,,,,,
3,Untergrundaktivitäten,,,,,
3,Unterstützungskommando,,,,,
3,USK,3.0,ORG,0.999972403049469,0.0,USK
3,V-Leute,,,,,
3,V-Männer,,,,,
3,Verfassungsschutz,,,,,
4,1968,,,,,
4,68er,,,,,
4,68er-Bewegung,5.0,MISC,0.7719799876213074,0.0,68er-
4,Abgehängte,,,,,
4,Abstiegsbedrohte,,,,,
4,Achtundsechziger,,,,,
4,Akkumulationsregime,,,,,
4,Arbeiterklasse,,,,,
4,Ausgeblutete,,,,,
4,Benno Ohnesorg,14.0,PER,0.921646237373352,0.0,Benno Ohnesorg
4,con ricerca,,,,,
4,Deregulierung,,,,,
4,Deutscher Herbst,9.0,MISC,0.8744854927062988,0.0,Deutscher
4,Dezentralisierung,,,,,
4,Enteignete,,,,,
4,Erniedrigte,,,,,
4,Fabrikdespotie,,,,,
4,Fabrikgesellschaft,,,,,
4,Flexibilisierung,,,,,
4,Frederick Winslow Taylor,24.0,PER,0.9999752044677734,0.0,Frederick Winslow Taylor
4,Große Verweigerung,,,,,
4,Herbert Marcuse,15.0,PER,0.9998976588249207,0.0,Herbert Marcuse
4,Kapitalakkumulation,,,,,
4,Kapitaldynamik,,,,,
4,Karl Heinz Roth,15.0,PER,0.9999901056289673,0.0,Karl Heinz Roth
4,Keynesianismus,9.0,MISC,0.9825642108917236,0.0,Keynesian
4,Klassengesellschaften,,,,,
4,Konterrevolution,,,,,
4,Mammutfabriken,,,,,
4,Marktradikalismus,,,,,
4,Massenarmut,,,,,
4,Metabolisierung,,,,,
4,neoliberale Agenda,,,,,
4,Neoliberalismus,,,,,
4,Niedriglohnpolitik,,,,,
4,ökonomische Depression,,,,,
4,Operaisten,,,,,
4,Pauperisierung,,,,,
4,Pauperismus,,,,,
4,Reproduktionsarbeit,,,,,
4,Schattenökonomien,,,,,
4,Selbstbefreiung,,,,,
4,Sozialbewegungen,,,,,
4,soziale Umverteilung,,,,,
4,sozial-regressive Destabilisierung,,,,,
4,Sozialrevolte,,,,,
4,Subsumtion,,,,,
4,Taylorismus,6.0,MISC,0.9976352453231812,0.0,Taylor
4,tayloristische Arbeitsdespotie,,,,,
4,tayloristische Arbeitsdisziplin,,,,,
4,Unterbeschäftigung,,,,,
4,Unterklassen,,,,,
4,Weathermen,,,,,
4,Zeitsouveränität,,,,,
5,Armut,,,,,
5,Armutsgefährdung,,,,,
5,Armutsgefährdungsquote,,,,,
5,Armutsquote,,,,,
5,Auseinanderentwicklung,,,,,
5,BIP,3.0,ORG,0.9998978972434998,0.0,BIP
5,Familienarmut,,,,,
5,Franz Garnreiter,16.0,PER,0.9999454617500305,0.0,Franz Garnreiter
5,Gesellschaftsspaltung,,,,,
5,isw München,11.0,LOC,0.9999169111251831,4.0,München
5,Kinderarmut,,,,,
5,Kinderarmutsquote,,,,,
5,Lebensstandard,,,,,
5,Medianeinkommen,,,,,
5,Migrationshintergrund,,,,,
5,Mikrozensus,,,,,
5,Neoliberale,,,,,
5,Neoliberalismus,,,,,
5,Pferdeäpfel-Theorie,,,,,
5,Sozialabbau,,,,,
5,soziale Spaltung,,,,,
5,Trickle-down,,,,,
5,Trickle-down economics,,,,,
5,trickle-down effect,,,,,
5,Trickle-Down-Effekt,,,,,
5,Trickle-Down-Theorie,,,,,
5,Wohlstand,,,,,
5,WSI,3.0,ORG,0.9999276995658875,0.0,WSI
6,Abwärtsspirale,,,,,
6,Aetas,,,,,
6,Arbeitskräfte,,,,,
6,Arbeits-Migration,,,,,
6,Arbeitsmigranten,,,,,
6,Arbeitsmigration,,,,,
6,Armut,,,,,
6,Aufstiegsmigration,,,,,
6,Ausbeutung,,,,,
6,Auswanderungsländer,,,,,
6,Carmen Dapilos,14.0,PER,0.9995458722114563,0.0,Carmen Dapilos
6,Chang’e-4,,,,,
6,Einkommenshierarchie,,,,,
6,Einwanderung,,,,,
6,Einwanderungsland,,,,,
6,Fachkräfteeinwanderungsgesetz,,,,,
6,Fachkräftemangel,,,,,
6,Gier,4.0,PER,0.9998114109039307,0.0,Gier
6,Hinterwäldler,9.0,PER,0.33587029576301575,7.0,äl
6,Hochlohnregionen,,,,,
6,Hochpreisregionen,,,,,
6,Ketten-Migration,,,,,
6,Kettenmigration,,,,,
6,Konkurrenzkampf,,,,,
6,Kooperativen,,,,,
6,kooperatives Wirtschaften,,,,,
6,Lohnkosten,,,,,
6,Lohnniveau,,,,,
6,Migranten,,,,,
6,Migration,,,,,
6,Migrationskette,,,,,
6,Nahrungskette,,,,,
6,Nestlé,6.0,ORG,0.9998569488525391,0.0,Nestlé
6,Nichterwerbseinkommen,,,,,
6,Nutzmenschhaltung,,,,,
6,Philippinen,10.0,LOC,0.38564664125442505,0.0,Philippine
6,Polen,5.0,LOC,0.9979093670845032,0.0,Polen
6,Sockeleinkommen,,,,,
6,Sozialtransfers,,,,,
6,Stefan Sell,11.0,PER,0.9999861717224121,0.0,Stefan Sell
6,Ukraine,7.0,LOC,0.9973539113998413,0.0,Ukraine
6,Ursprungsbevölkerung,,,,,
6,Verdienstmöglichkeiten,,,,,
6,Verteilungsproblem,,,,,
6,Wandermigranten,,,,,
6,Wandermigration,,,,,
6,Wanderungsbewegung,,,,,
6,Wanderungsströme,,,,,
6,Wohlstand,,,,,
6,Zuwanderung,,,,,
6,Zuwanderungsländer,,,,,
6,Zuwanderungsstaaten,,,,,
7,Abgehängte,,,,,
7,aktivierende Arbeitsmarktpolitik,,,,,
7,Aktivierungsregime,,,,,
7,Arbeitsmarktflexibilisierung,,,,,
7,Arbeitszeitverkürzung,,,,,
7,Arbeitszwang,,,,,
7,Arbeitszwangregime,,,,,
7,Ausbeutung,,,,,
7,Austeritätspolitik,,,,,
7,Case-Management,,,,,
7,Decent Work,,,,,
7,Defizitorientierung,,,,,
7,EAPN,4.0,ORG,0.9999509453773499,0.0,EAPN
7,Entmenschlichung,,,,,
7,Entwürdigung,,,,,
7,Erwerbsarbeit,,,,,
7,Erwerbslosenzahlen,,,,,
7,Erwerbsquoten,,,,,
7,EU-Kommission,13.0,ORG,0.9997668266296387,0.0,EU-Kommission
7,Europäische Grundrechteagentur,30.0,ORG,0.99997878074646,0.0,Europäische Grundrechteagentur
7,Europäische Union,17.0,ORG,0.9999802112579346,0.0,Europäische Union
7,Europäisches Armutsnetzwerk,27.0,ORG,0.9999566078186035,0.0,Europäisches Armutsnetzwerk
7,Europäische Parlament,21.0,ORG,0.9999541640281677,0.0,Europäische Parlament
7,European Anti-Poverty Network,29.0,ORG,0.9990946054458618,0.0,European Anti-Poverty Network
7,fit 2 work,,,,,
7,Hartz IV,,,,,
7,human capital,,,,,
7,Humankapital,,,,,
7,Human Resources,,,,,
7,Humanressourcen,,,,,
7,Institutionengeflecht,,,,,
7,Invaliditätspension,,,,,
7,kein Recht auf Faulheit,,,,,
7,Kursindustrie,,,,,
7,Langzeitarbeitslose,,,,,
7,Leiharbeit,,,,,
7,Leistungskürzung,,,,,
7,Marktglaube,,,,,
7,Marktradikalismus,,,,,
7,Martin Mair,11.0,PER,0.9999525547027588,0.0,Martin Mair
7,Massennutzmenschhaltung,,,,,
7,Neoliberalismus,,,,,
7,Nutzmenschhaltung,,,,,
7,OECD Jobs Strategy,4.0,ORG,0.9993063807487488,0.0,OECD
7,prekäre Arbeit,,,,,
7,Prekariat,,,,,
7,Privatisierung,,,,,
7,Sanktionenregime,,,,,
7,Schuldvermutung,,,,,
7,Schuldzuschreibung,,,,,
7,Sozialabbau,,,,,
7,Stakeholder,,,,,
7,Teilzeitarbeit,,,,,
7,Überflüssige,,,,,
7,Vermittlungshindernisse,,,,,
7,Wachstumsfetischismus,,,,,
7,Wachstumszwang,,,,,
7,Workfare,,,,,
7,Zwangsrehabilitation,,,,,
8,Anti-Europäer,11.0,MISC,0.9931228160858154,5.0,Europä
8,anti-europäisch,11.0,MISC,0.999648928642273,5.0,europä
8,Anti-Putin-Rhetorik,10.0,MISC,0.9991375207901001,5.0,Putin
8,Beate Baumann,13.0,PER,0.9998787641525269,0.0,Beate Baumann
8,Brandmarkung,,,,,
8,Demokratiedefizit,,,,,
8,Deutsch-Französischer Krieg,27.0,MISC,0.9998099207878113,0.0,Deutsch-Französischer Krieg
8,Deutschtum,7.0,MISC,0.9987454414367676,0.0,Deutsch
8,Deutungshoheit,,,,,
8,Einheitsfront,13.0,ORG,0.9935922026634216,0.0,Einheitsfront
8,Europa,6.0,LOC,0.9997844099998474,0.0,Europa
8,Europäer,6.0,MISC,0.9996193051338196,0.0,Europä
8,Europäertum,11.0,LOC,0.9883463978767395,0.0,Europäertum
8,Europafeinde,6.0,MISC,0.9998317956924438,0.0,Europa
8,europafeindlich,6.0,MISC,0.998781144618988,0.0,europa
8,Europafeindlichkeit,6.0,MISC,0.9995187520980835,0.0,Europa
8,europäische Integration,11.0,MISC,0.9994813799858093,0.0,europäische
8,Europäische Union,17.0,ORG,0.9999802112579346,0.0,Europäische Union
8,Europaskeptizismus,6.0,MISC,0.9997487664222717,0.0,Europa
8,Eurozentrismus,,,,,
8,EU-Skepsis,3.0,MISC,0.9240609407424927,0.0,EU-
8,Feindbilder,,,,,
8,Gleichmachung,,,,,
8,Großnationalismus,,,,,
8,Großreich,,,,,
8,Identifikation,,,,,
8,Identität,,,,,
8,Identitätsbildung,,,,,
8,Imperativ,,,,,
8,Instrumentalisierung,,,,,
8,Johann Gottfried Herder,23.0,PER,0.9999844431877136,0.0,Johann Gottfried Herder
8,Kampfbegriff,,,,,
8,Karl Popper,11.0,PER,0.999977171421051,0.0,Karl Popper
8,Konditionierung,,,,,
8,Krieg der Worte,,,,,
8,Kulturraum,,,,,
8,Menschenrechte,,,,,
8,Nation,,,,,
8,Nationalismus,,,,,
8,Nationsbildung,,,,,
8,Neoliberalismus,,,,,
8,Patriotismus,,,,,
8,Pro-Europäer,10.0,MISC,0.8883371353149414,0.0,Pro-Europä
8,pro-europäisch,10.0,MISC,0.9995181560516357,4.0,europä
8,Propaganda,,,,,
8,Putin-Bashing,6.0,MISC,0.8787272572517395,0.0,Putin-
8,Russophobie,4.0,MISC,0.9985660910606384,0.0,Russ
8,struktureller Rassismus,,,,,
8,Schwafelrhetorik,,,,,
8,Staatenverbund,14.0,ORG,0.9994642734527588,0.0,Staatenverbund
8,Supernation,,,,,
8,Supranationalität,,,,,
8,Tian’anmen-Massaker,11.0,MISC,0.9878162145614624,0.0,Tian’anmen-
8,Timothy Snyder,14.0,PER,0.9999839067459106,0.0,Timothy Snyder
8,Totalitarismus,,,,,
8,Vaterland,,,,,
8,Vaterlandsverräter,,,,,
8,Vereinnahmung,,,,,
8,Verunglimpfung,,,,,
8,Visegrád-Gruppe,15.0,MISC,0.9876071214675903,0.0,Visegrád-Gruppe
8,Visegrád-Staaten,13.0,LOC,0.9695432782173157,0.0,Visegrád-Staa
8,Vorherrschaft,,,,,
8,Wilhelm Reich,13.0,PER,0.9999867677688599,0.0,Wilhelm Reich
8,Wladimir Putin,14.0,PER,0.9999550580978394,0.0,Wladimir Putin
9,Agitprop,,,,,
9,Agitprop-Journaille,,,,,
9,Autokrat,,,,,
9,Autokratie,,,,,
9,Baschar Hafiz al-Assad,22.0,PER,0.9896512031555176,8.0,Hafiz al-Assad
9,Chlorgas,,,,,
9,Denunziation,,,,,
9,Despot,,,,,
9,Despotie,,,,,
9,Despotismus,,,,,
9,Erdowahn,7.0,PER,0.6420531272888184,0.0,Erdowah
9,Erpressung,,,,,
9,Hetzpresse,,,,,
9,Hetzjournalismus,,,,,
9,Faktennegierung,,,,,
9,Faktenunterschlagung,,,,,
9,Faktenverdreher,,,,,
9,Funktionszusammenhänge,,,,,
9,Flüchtlinge,,,,,
9,Flüchtlingsabwehr,,,,,
9,Flüchtlingsbekämpfung,,,,,
9,Flüchtlingsdeal,,,,,
9,Flüchtlingswaffe,,,,,
9,Fluchtursachen,,,,,
9,Gesinnungsjournalismus,,,,,
9,Heuchelei,,,,,
9,Idlib,5.0,LOC,0.9976012110710144,0.0,Idlib
9,mediale Schützenhilfe,,,,,
9,Medienhuren,,,,,
9,Migrationsbekämpfung,,,,,
9,Pressehuren,,,,,
9,prestitutes,,,,,
9,Ralph Dommermuth,16.0,PER,0.9999502301216125,0.0,Ralph Dommermuth
9,Recep Tayyip Erdogan,20.0,PER,0.9997904300689697,0.0,Recep Tayyip Erdogan
9,Russophobie,4.0,MISC,0.9985660910606384,0.0,Russ
9,Selbstherrschaft,,,,,
9,Souveränitätsverletzung,,,,,
9,Sprachpfuscherei,,,,,
9,Sprachverhunzung,,,,,
9,Sprachverwahrlosung,,,,,
9,Staatsräson,,,,,
9,Syrien,6.0,LOC,0.9993966817855835,0.0,Syrien
9,Syrienkrieg,6.0,MISC,0.9997166991233826,0.0,Syrien
9,Systemkonformismus,,,,,
9,Systempresse,,,,,
9,Türkei,6.0,LOC,0.9991886019706726,0.0,Türkei
9,Tyrann,,,,,
9,Verlautbarungsjournalismus,,,,,
9,Verleumdung,,,,,
9,Völkerrecht,,,,,
9,Völkerrechtsbruch,,,,,
9,Völkerrechtsverletzung,,,,,
9,Volksverblödung,,,,,
9,Volksverhetzung,,,,,
9,Wertewesten,,,,,
9,Willkürherrscher,,,,,
11,Altersarmut,,,,,
11,Altersrente,,,,,
11,Alterssicherung,,,,,
11,Altersversorgung,,,,,
11,Altersvorsorge,,,,,
11,Armutsgefährdung,,,,,
11,Armutsrente,,,,,
11,Beitragsjahre,,,,,
11,Beitragszahler,,,,,
11,betriebliche Rente,,,,,
11,Betriebsrenten,,,,,
11,Bevölkerungsprognosen,,,,,
11,Bevölkerungsvorausberechnungen,,,,,
11,Dagmar Hühne,12.0,PER,0.9998462796211243,0.0,Dagmar Hühne
11,Demografie,,,,,
11,demografische Entwicklung,,,,,
11,demografischer Wandel,,,,,
11,dynamische Rente,,,,,
11,Erwerbstätigenversicherung,,,,,
11,Erwerbsquote,,,,,
11,Etikettenschwindel,,,,,
11,Gebärstreik,,,,,
11,Geburtenrate,,,,,
11,Geburtenrückgang,,,,,
11,Generationengerechtigkeit,,,,,
11,Gerd Bosbach,12.0,PER,0.9999895691871643,0.0,Gerd Bosbach
11,gesetzliche Rente,,,,,
11,Greisenrepublik,15.0,LOC,0.9675154685974121,0.0,Greisenrepublik
11,Grundrente,,,,,
11,Gustav A. Horn,8.0,PER,0.9999870657920837,0.0,Gustav A
11,Gustav A. Horn,14.0,PER,0.9999845027923584,10.0,Horn
11,Hans-Werner Sinn,16.0,PER,0.9999811053276062,0.0,Hans-Werner Sinn
11,Holger Balodis,14.0,PER,0.9999831914901733,0.0,Holger Balodis
11,Lebenserwartung,,,,,
11,Martin Werding,14.0,PER,0.9999693036079407,0.0,Martin Werding
11,Mindestrente,,,,,
11,neoliberale Agenda,,,,,
11,Neoliberalismus,,,,,
11,Nutzmenschhaltung,,,,,
11,Rente,,,,,
11,Rente rauf so kann es klappen,,,,,
11,Rentenalter,,,,,
11,Rentenbetrug,,,,,
11,Rentendebatte,,,,,
11,Rentenbezieher,,,,,
11,Rentendesaster,,,,,
11,Renteneintrittsalter,,,,,
11,Rentenempfänger,,,,,
11,Rentenentwertung,,,,,
11,Renten-Fake,,,,,
11,Rentengehirnwäsche,,,,,
11,Rentengeschenke,,,,,
11,Rentenkahlschlag,,,,,
11,Rentenkasse,,,,,
11,Rentenkollaps,,,,,
11,Rentenlüge,,,,,
11,Rentenpolitik,,,,,
11,Rentenreform,,,,,
11,Rentenrettung,,,,,
11,Rentensystem,,,,,
11,Rentenversicherte,,,,,
11,Rentenversicherung,,,,,
11,Rentner,,,,,
