id,author_person,end,entity_group,score,start,word
193,Paul Linke,10.0,PER,0.999955952167511,0.0,Paul Linke
195,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
196,Ekaterina Shanina,17.0,PER,0.9994089007377625,0.0,Ekaterina Shanina
197,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
199,Lisa Meyer,10.0,PER,0.998694658279419,0.0,Lisa Meyer
200,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
202,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
203,Andrej Iwanowski,16.0,PER,0.9999654293060303,0.0,Andrej Iwanowski
205,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
206,Marcel  Joppa,13.0,PER,0.9999887347221375,0.0,Marcel Joppa
208,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
209,Ilona  Pfeffer,14.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
210,Sofia Orlova,12.0,PER,0.999859631061554,0.0,Sofia Orlova
211,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
212,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
213,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
214,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
215,Andreas  Peter,14.0,PER,0.9999885559082031,0.0,Andreas Peter
217,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
218,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
220,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
221,Jelena Neuhausen,16.0,PER,0.9996415376663208,0.0,Jelena Neuhausen
222,Bolle  Selke,,,,,
223,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
224,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
225,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
227,Nikolaj Jolkin,14.0,PER,0.9999658465385437,0.0,Nikolaj Jolkin
229,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
230,Ilona Pfeffer,13.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
231,Tilo Gräser,11.0,PER,0.99994295835495,0.0,Tilo Gräser
232,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
233,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
234,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
235,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
236,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
237,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
238,Ilona Pfeffer,13.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
239,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
240,Pati Sagal,,,,,
241,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
242,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
243,Pati Sagal,,,,,
244,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
246,Ilona Pfeffer,13.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
247,Marcel  Joppa,13.0,PER,0.9999887347221375,0.0,Marcel Joppa
248,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
249,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
250,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
251,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
252,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
253,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
254,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
255,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
257,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
259,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
260,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
261,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
262,Madeleine Schmich,17.0,PER,0.9999440908432007,0.0,Madeleine Schmich
263,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
264,Pati Sagal,,,,,
265,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
266,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
267,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
268,Sofia Orlova,12.0,PER,0.999859631061554,0.0,Sofia Orlova
269,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
271,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
272,Tilo Gräser,11.0,PER,0.99994295835495,0.0,Tilo Gräser
273,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
274,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
276,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
277,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
278,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
280,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
282,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
283,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
284,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
286,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
287,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
288,Marcel  Joppa,13.0,PER,0.9999887347221375,0.0,Marcel Joppa
289,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
292,Nikolaj Jolkin,14.0,PER,0.9999658465385437,0.0,Nikolaj Jolkin
293,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
295,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
296,Madeleine Schmich,17.0,PER,0.9999440908432007,0.0,Madeleine Schmich
297,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
298,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
300,Ekaterina Shanina,17.0,PER,0.9994089007377625,0.0,Ekaterina Shanina
302,Willy Wimmer,12.0,PER,0.9998642206192017,0.0,Willy Wimmer
303,Karin Leukefeld,15.0,PER,0.9975464344024658,0.0,Karin Leukefeld
304,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
305,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
306,Tilo Gräser,11.0,PER,0.99994295835495,0.0,Tilo Gräser
307,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
310,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
311,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
312,Alexander  Boos,15.0,PER,0.9999809265136719,0.0,Alexander Boos
313,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
316,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
317,Valentin Raskatov,17.0,PER,0.9999808669090271,0.0,Valentin Raskatov
318,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
319,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
320,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
321,Anna Simonenko,14.0,PER,0.9998480677604675,0.0,Anna Simonenko
322,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
323,Natalia  Pawlowa,16.0,PER,0.9882908463478088,0.0,Natalia Pawlowa
324,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
326,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
329,Natalia Shelgunova,18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova
330,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
331,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
333,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
334,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
336,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
337,Maksim Kanakow,14.0,PER,0.9999793171882629,0.0,Maksim Kanakow
338,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
339,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
340,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
341,Giulio Virgi,12.0,PER,0.9999234676361084,0.0,Giulio Virgi
342,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
343,Bernhard Schwarz,16.0,PER,0.9999898076057434,0.0,Bernhard Schwarz
344,Natalia Shelgunova,18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova
345,Lisa Meyer,10.0,PER,0.998694658279419,0.0,Lisa Meyer
346,Alexander  Boos,15.0,PER,0.9999809265136719,0.0,Alexander Boos
348,Pati Sagal,,,,,
349,Pati Sagal,,,,,
350,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
351,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
352,Anna Simonenko,14.0,PER,0.9998480677604675,0.0,Anna Simonenko
353,Sascha Konkina,14.0,PER,0.9999549984931946,0.0,Sascha Konkina
354,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
356,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
357,Tilo Gräser,11.0,PER,0.99994295835495,0.0,Tilo Gräser
358,Ilona Pfeffer,13.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
359,Brankica  Ristic,16.0,PER,0.9998053312301636,0.0,Brankica Ristic
359,Nikolaj Jolkin,14.0,PER,0.9999658465385437,0.0,Nikolaj Jolkin
360,Aleksey Imajew,14.0,PER,0.9999438524246216,0.0,Aleksey Imajew
361,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
362,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
364,Armin  Siebert,14.0,PER,0.9999840259552002,0.0,Armin Siebert
367,Madeleine Schmich,17.0,PER,0.9999440908432007,0.0,Madeleine Schmich
368,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
369,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
370,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
371,Willy Wimmer,12.0,PER,0.9998642206192017,0.0,Willy Wimmer
372,Armin  Siebert,14.0,PER,0.9999840259552002,0.0,Armin Siebert
373,Lisa Meyer,10.0,PER,0.998694658279419,0.0,Lisa Meyer
374,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
375,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
376,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
378,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
379,Natalia Shelgunova,18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova
380,Aljona Fedina,13.0,PER,0.9556502103805542,0.0,Aljona Fedina
381,Pati Sagal,,,,,
382,Marija Ossepian,15.0,PER,0.9967089891433716,0.0,Marija Ossepian
383,Sofia Orlova,12.0,PER,0.999859631061554,0.0,Sofia Orlova
384,Bolle Selke,,,,,
385,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
386,Beata Arnold,12.0,PER,0.9997002482414246,0.0,Beata Arnold
387,Sascha Konkina,14.0,PER,0.9999549984931946,0.0,Sascha Konkina
388,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
389,Alexander Marjin,16.0,PER,0.999930202960968,0.0,Alexander Marjin
390,Natalia  Pawlowa,16.0,PER,0.9882908463478088,0.0,Natalia Pawlowa
391,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
393,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
394,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
395,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
396,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
397,Pati Sagal,,,,,
398,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
399,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
400,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
401,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
402,Beata Arnold,12.0,PER,0.9997002482414246,0.0,Beata Arnold
403,Olga Alexandrowa,16.0,PER,0.9995336532592773,0.0,Olga Alexandrowa
404,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
405,Sofia Martyanowa,16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa
406,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
407,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
408,Aleksey Imajew,14.0,PER,0.9999438524246216,0.0,Aleksey Imajew
411,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
415,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
416,Elif Sudagezer,14.0,PER,0.9999619722366333,0.0,Elif Sudagezer
417,Amina Abduragimova,18.0,PER,0.9957008957862854,0.0,Amina Abduragimova
418,Valentin Raskatov,17.0,PER,0.9999808669090271,0.0,Valentin Raskatov
419,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
420,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
421,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
423,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
425,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
426,Andreas Peter,13.0,PER,0.9999885559082031,0.0,Andreas Peter
427,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
428,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
429,Anna Simonenko,14.0,PER,0.9998480677604675,0.0,Anna Simonenko
430,Alexander Boos,14.0,PER,0.9999809265136719,0.0,Alexander Boos
432,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
433,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
434,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
435,Dr. Karin Kneissl,17.0,PER,0.9999682307243347,4.0,Karin Kneissl
436,SNA,3.0,ORG,0.9999074935913086,0.0,SNA
437,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
438,Deutsche Presse-Agentur,23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur
439,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
441,Viktorija Nedaschkowskaja,25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja
444,Rüdiger Rauls,13.0,PER,0.9999842643737793,0.0,Rüdiger Rauls
445,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
446,Armin  Siebert,14.0,PER,0.9999840259552002,0.0,Armin Siebert
447,Paul Linke,10.0,PER,0.9999561309814453,0.0,Paul Linke
448,Sofia Orlova,12.0,PER,0.999859631061554,0.0,Sofia Orlova
450,Ekaterina Nikolaeva,19.0,PER,0.9998409152030945,0.0,Ekaterina Nikolaeva
453,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
454,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
455,Leo Stroganoff,14.0,PER,0.999921977519989,0.0,Leo Stroganoff
456,Sofia Orlova,12.0,PER,0.999859631061554,0.0,Sofia Orlova
457,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
460,Alexander  Boos,15.0,PER,0.9999809265136719,0.0,Alexander Boos
461,Liudmila Kotlyarova,19.0,PER,0.9998916983604431,0.0,Liudmila Kotlyarova
462,Lidia Sharapenko,16.0,PER,0.9993931651115417,0.0,Lidia Sharapenko
463,Anna Schadrina,14.0,PER,0.9994508028030396,0.0,Anna Schadrina
464,Ilona Pfeffer,13.0,PER,0.9999192953109741,0.0,Ilona Pfeffer
