id,news_keywords,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
1,[START] Die Grünen [END],10.0,ORG,0.9999641180038452,4.0,Grünen,Die Grünen – Die Grüne Alternative,de,-0.1891446560621261,Q193178
1,[START] Dirk Müller [END],11.0,PER,0.999989092350006,0.0,Dirk Müller,Dirk Müller (Radsportler),de,-0.4499542117118835,Q545498
1,[START] Drei-Parteien-Koalition [END],,,,,,Schwarz-rot-grüne Koalition,de,-0.4651045501232147,Q2253399
1,[START] Gordian Meyer-Plath [END],19.0,PER,0.9998666644096376,0.0,Gordian Meyer-Plath,Gordian Meyer-Plath,de,-0.352428525686264,Q1537913
1,[START] IG Metall [END],9.0,ORG,0.9999746680259703,0.0,IG Metall,IG Metall,en,-0.4566615223884582,Q694821
1,[START] Industriegewerkschaft Metall [END],28.0,ORG,0.9999250173568726,0.0,Industriegewerkschaft Metall,IG Metall,de,-0.191692054271698,Q694821
1,[START] Initiative Neue Soziale Marktwirtschaft [END],39.0,ORG,0.9999647736549376,0.0,Initiative Neue Soziale Marktwirtschaft,Initiative Neue Soziale Marktwirtschaft,de,-0.0722632631659507,Q1663580
1,[START] Kenia-Koalition [END],8.0,MISC,0.9118264317512512,0.0,Kenia-Ko,Schwarz-rot-grüne Koalition,de,-0.3449008762836456,Q2253399
1,[START] Koalitionsvertrag [END],,,,,,Koalitionsvertrag,de,-0.1428271234035492,Q763681
1,[START] Lehrermangel [END],,,,,,Lehrermangel,de,-0.0930157527327537,Q25382367
1,[START] Michael Kretschmer [END],18.0,PER,0.9999786615371704,0.0,Michael Kretschmer,Michael Kretschmer,de,-0.2337808161973953,Q1928299
1,[START] Rechtsextremismus [END],,,,,,Rechtsextremismus,de,-0.0787671729922294,Q204481
1,[START] Regierungskoalition [END],,,,,,Koalition (Politik),de,-0.1586410999298095,Q6138528
1,[START] Sachsen [END],7.0,LOC,0.9815360903739928,0.0,Sachsen,Sachsen,de,-0.2805850207805633,Q1202
1,[START] Sächsisches Polizeigesetz [END],,,,,,Polizei- und Ordnungsrecht,de,-0.4694137573242187,Q2101818
1,[START] Schönfärberei [END],,,,,,Schönfärberei,de,-0.0940119624137878,Q6504639
1,[START] Schwarz-rot-grüne Koalition [END],7.0,MISC,0.5941612720489502,0.0,Schwarz,Schwarz-rot-grüne Koalition,de,-0.070665031671524,Q2253399
1,[START] Schwarz-rot-grüne Koalition [END],16.0,MISC,0.946385145187378,8.0,rot-grün,Schwarz-rot-grüne Koalition,de,-0.070665031671524,Q2253399
1,[START] soziale Konterrevolution [END],,,,,,Konterrevolution,de,-0.1805778443813324,Q755138
1,[START] sozialverträglicher Wandel [END],,,,,,Sozialverträglichkeit,de,-0.2017941027879715,Q2306019
1,[START] SPD [END],3.0,ORG,0.9999579191207886,0.0,SPD,Sozialdemokratische Partei Deutschlands,de,-0.1856419295072555,Q49768
1,[START] Stellenabbau [END],,,,,,Stellenabbau,de,-0.0866325721144676,Q2342244
2,[START] Bewusstseinsentwicklung [END],,,,,,Bewusstseinszustand,de,-0.2984407246112823,Q246710
2,[START] Bewusstwerdung [END],,,,,,Bewusstseinsstörung,de,-0.0928907096385955,Q4313500
2,[START] Durchkonditionierung [END],,,,,,Konditionierung,de,-0.1845109015703201,Q1781244
2,[START] Eloquenz [END],,,,,,Sprachfertigkeit,de,-0.0791720151901245,Q1489271
2,[START] Erregung & Erschöpfung [END],,,,,,Erregung (Physiologie),de,-0.3242622911930084,Q1361510
2,[START] Fremdbestimmung [END],,,,,,Fremdbestimmung,de,-0.1600475013256073,Q1571420
2,[START] geistige Insolvenz [END],,,,,,Insolvenzrecht (Deutschland),de,-0.2753430008888244,Q11387033
2,[START] Gemeinschaft [END],,,,,,Gemeinschaft und Gesellschaft,de,-0.2058472037315368,Q1210843
2,[START] Gutmenschen [END],,,,,,Gutmenschen,de,-0.1362050324678421,Q1557242
2,[START] Entmündigung [END],,,,,,Entmündigung,de,-0.0863910093903541,Q314463
2,[START] Freizeitgesellschaft [END],,,,,,Freizeitgesellschaft,de,-0.0745794624090194,Q1454989
2,[START] Gesellschaftsspaltung [END],,,,,,Spaltung (Psychologie),de,-0.4004262089729309,Q1325774
2,[START] Gruppendruck [END],,,,,,Gruppendruck,de,-0.1708669066429138,Q784843
2,[START] Hashtag-Happening [END],,,,,,Hashtag,de,-0.1566159129142761,Q278485
2,[START] Hightech-Carbon-Räder [END],,,,,,Kohlenstofffaserverstärkter Kunststoff,de,-0.2670100927352905,Q910977
2,[START] Konformismus [END],,,,,,Konformität,de,-0.2419156283140182,Q221284
2,[START] Konformität [END],,,,,,Konformität,de,-0.0904253050684928,Q221284
2,[START] Konditionierung [END],,,,,,Konditionierung,de,-0.0960666462779045,Q1781244
2,[START] Krethi und Plethi [END],,,,,,Krethi und Plethi,de,-0.1088894233107566,Q1483918
2,[START] Kritikfähigkeit [END],,,,,,Kritikfähigkeit,de,-0.2005237787961959,Q1789480
2,[START] Lebenssinn [END],,,,,,Lebenssinn,de,-0.2049957513809204,Q223675
2,[START] Mediengesellschaft [END],,,,,,Informationsgesellschaft,de,-0.3544476330280304,Q184708
2,[START] Meinungsvielfalt [END],,,,,,Meinungsvielfalt,de,-0.0882968753576278,Q1918181
2,[START] Nachdenken [END],,,,,,Nachdenken,de,-0.1502033025026321,Q9420
2,[START] nützliche Idioten [END],,,,,,Liste geflügelter Worte/N,de,-0.3740218877792358,Q969680
2,[START] Presswurst-Outfit [END],,,,,,Presswurst,de,-0.4150721132755279,Q4675762
2,[START] professionelle Mißversteher [END],,,,,,Liste der Karambolage-Begriffe,de,-0.4840744137763977,Q1837914
2,[START] Querdenken [END],,,,,,Querdenken,de,-0.0960232242941856,Q944461
2,[START] Reizüberflutung [END],,,,,,Reizüberflutung,de,-0.0669406130909919,Q2142286
2,[START] Robert Enke [END],11.0,PER,0.9999696612358092,0.0,Robert Enke,Robert Enke,de,-0.3769606053829193,Q107089
2,[START] Selbstüberhebung [END],,,,,,Selbstdisziplin,de,-0.3981756269931793,Q1511382
2,[START] Sinnfrage [END],,,,,,Sinnfrage,de,-0.1310754418373108,Q223675
2,[START] Spaltung der Gesellschaft [END],,,,,,Spaltung (Psychologie),de,-0.3532039523124695,Q1325774
2,[START] Spaßgesellschaft [END],,,,,,Spaßgesellschaft,de,-0.0835330113768577,Q2308108
2,[START] Sprachfertigkeit [END],,,,,,Sprachfertigkeit,de,-0.0991991162300109,Q1489271
2,[START] Sprachkompetenz [END],,,,,,Kompetenz (Linguistik),de,-0.0937084108591079,Q1346205
2,[START] Teilhabe [END],,,,,,Teilhabe (Behinderte Menschen),de,-0.1519404053688049,Q2400755
2,[START] Widerspruch [END],,,,,,Widerspruch (Dialektik),de,-0.1365127265453338,Q1309272
2,[START] Wortwitz [END],,,,,,Wortwitz,de,-0.2419767826795578,Q998840
3,[START] Ätzkalk [END],,,,,,Ätzen,de,-0.451835423707962,Q221425
3,[START] Dirk Laabs [END],10.0,PER,0.9999754428863524,0.0,Dirk Laabs,Dirk Laabs,de,-0.3282378017902374,Q18620488
3,[START] Elitekämpfer [END],,,,,,Liste der Olympiasieger im Segeln/Medaillengewinner Offene Klassen,de,-0.3720970749855041,Q1849401
3,[START] faschistischer Umsturz [END],,,,,,Italienischer Faschismus,de,-0.2853212654590606,Q747081
3,[START] Geheimdienste [END],,,,,,Nachrichtendienst,de,-0.0739634335041046,Q47913
3,[START] Kommando Spezialkräfte [END],,,,,,Kommando Spezialkräfte,de,-0.1706418544054031,Q706524
3,[START] Kriegswaffenkontrollgesetz [END],26.0,MISC,0.7215495705604553,12.0,kontrollgesetz,Gesetz über die Kontrolle von Kriegswaffen,de,-0.0724632814526557,Q1788882
3,[START] Kriminalstatistik [END],,,,,,Kriminalstatistik,de,-0.1794980764389038,Q330344
3,[START] KrWaffKontrG [END],,,,,,KrWaffKontrG,de,-0.2163504064083099,Q1788882
3,[START] Militärischer Abschirmdienst [END],,,,,,Bundesamt für den Militärischen Abschirmdienst,de,-0.1194344311952591,Q480220
3,[START] Nationalsozialistischer Untergrund [END],14.0,MISC,0.717223048210144,0.0,Nationalsozial,Nationalsozialistischer Untergrund,de,-0.0932548120617866,Q29325
3,[START] Neonazis [END],5.0,MISC,0.873357892036438,0.0,Neona,Neonazisme,nl,-0.4214534163475036,Q151250
3,[START] Rechte Terrornetzwerke [END],,,,,,Terrorismusbekämpfung,de,-0.3388828635215759,Q909459
3,[START] rechtsextreme Netzwerke [END],,,,,,Rechtsextreme Netzwerke,de,-0.0870888084173202,Q2135505
3,[START] Rechtsextremismus [END],,,,,,Rechtsextremismus,de,-0.0787671133875846,Q204481
3,[START] Rechtsextremisten [END],,,,,,Rechtsextremismus,de,-0.1135528311133384,Q204481
3,[START] rechtsextremistisch-motivierte Straftaten [END],,,,,,Rechtsextremismus in der Bundesrepublik Deutschland,de,-0.4169644117355346,Q327656
3,[START] Rechtsradikalismus [END],,,,,,Rechtsextremismus,de,-0.2249939143657684,Q204481
3,[START] Staatsapparat [END],,,,,,Exekutive,de,-0.3506727516651153,Q35798
3,[START] Tötungsdelikte [END],,,,,,Tötungsdelikt,de,-0.0842097550630569,Q149086
3,[START] unterdurchschnittliche Aufklärungsquote [END],,,,,,Aufklärungsquote,de,-0.1805953234434127,Q378749
3,[START] Untergetauchte [END],,,,,,Untertauchen (Religion),de,-0.4813096225261688,Q60982054
3,[START] Untergrundaktivitäten [END],,,,,,Untergrundbewegung,de,-0.2140438258647918,Q56296601
3,[START] Unterstützungskommando [END],,,,,,Unterstützungskommando (WHNS),de,-0.2827446758747101,Q1478597
3,[START] V-Leute [END],,,,,,Olympische Sommerspiele 1952/Leichtathletik – Diskuswurf (Männer),de,-0.3768905103206634,Q3628589
3,[START] V-Männer [END],,,,,,Liste der Olympiasieger im Segeln/Medaillengewinner Offene Klassen,de,-0.1946371346712112,Q1849401
3,[START] Verfassungsschutz [END],,,,,,Verfassungsschutz,de,-0.1437897980213165,Q1759318
4,[START] 68er [END],,,,,,68er,de,-0.2566632628440857,Q257758
4,[START] 68er-Bewegung [END],5.0,MISC,0.7719799876213074,0.0,68er-,68er-Bewegung,de,-0.0817997381091117,Q257758
4,[START] Abgehängte [END],,,,,,Abhängigkeit von psychoaktiven Substanzen,de,-0.4448754489421844,Q3378593
4,[START] Achtundsechziger [END],,,,,,Achtundsechziger,de,-0.2171453982591629,Q257758
4,[START] Akkumulationsregime [END],,,,,,Akkumulationsregime,de,-0.1915964484214782,Q943120
4,[START] Arbeiterklasse [END],,,,,,Arbeiterklasse,de,-0.1020102277398109,Q191159
4,[START] Ausgeblutete [END],,,,,,Glut (Lichtausstrahlung),de,-0.2160093188285827,Q877096
4,[START] Benno Ohnesorg [END],14.0,PER,0.921646237373352,0.0,Benno Ohnesorg,Benno Ohnesorg,de,-0.3140006363391876,Q57489
4,[START] con ricerca [END],,,,,,Ricerca scientifica,it,-0.1615493446588516,Q42240
4,[START] Deregulierung [END],,,,,,Deregulierung,de,-0.0724313482642173,Q902410
4,[START] Deutscher Herbst [END],9.0,MISC,0.8744854927062988,0.0,Deutscher,Deutscher Herbst,de,-0.1055317223072052,Q703378
4,[START] Dezentralisierung [END],,,,,,Dezentralisierung (Politik),de,-0.1174806579947471,Q188961
4,[START] Fabrikdespotie [END],,,,,,Despotie,nl,-0.4027106463909149,Q179352
4,[START] Flexibilisierung [END],,,,,,Flexibilisierung,de,-0.0909072533249855,Q1428257
4,[START] Große Verweigerung [END],,,,,,Ungesetzlicher Grenzübertritt im DDR-Recht,de,-0.1693165451288223,Q54709360
4,[START] Kapitalakkumulation [END],,,,,,Akkumulation (Wirtschaft),de,-0.1861464530229568,Q420062
4,[START] Karl Heinz Roth [END],15.0,PER,0.9999901056289672,0.0,Karl Heinz Roth,Karl Heinz Roth,de,-0.2370664328336715,Q102086
4,[START] Keynesianismus [END],9.0,MISC,0.9825642108917236,0.0,Keynesian,Keynesianismus,de,-0.1272594630718231,Q83937
4,[START] Klassengesellschaften [END],,,,,,Soziale Klasse,de,-0.0846865847706794,Q187588
4,[START] Konterrevolution [END],,,,,,Konterrevolution,de,-0.0910056009888649,Q755138
4,[START] Marktradikalismus [END],,,,,,Marktradikalismus,de,-0.1227947324514389,Q707735
4,[START] Metabolisierung [END],,,,,,Stoffwechsel,de,-0.1118107810616493,Q1057
4,[START] neoliberale Agenda [END],,,,,,Neoliberalismus,de,-0.1210495457053184,Q162719
4,[START] Neoliberalismus [END],,,,,,Neoliberalismus,de,-0.1094959750771522,Q162719
4,[START] ökonomische Depression [END],,,,,,Konjunktur,de,-0.1386188864707946,Q192311
4,[START] Pauperisierung [END],,,,,,Pauperismus,de,-0.0992873609066009,Q836994
4,[START] Pauperismus [END],,,,,,Pauperismus,de,-0.1788963824510574,Q836994
4,[START] Reproduktionsarbeit [END],,,,,,Haus- und Familienarbeit,de,-0.1829262673854828,Q8050277
4,[START] Schattenökonomien [END],,,,,,Schattenökonomie,de,-0.2671985328197479,Q2306877
4,[START] Sozialbewegungen [END],,,,,,Soziale Bewegung,de,-0.3349766731262207,Q49773
4,[START] soziale Umverteilung [END],,,,,,Umverteilung,de,-0.2703933417797088,Q1155757
4,[START] Taylorismus [END],6.0,MISC,0.9976352453231812,0.0,Taylor,Taylorismus,de,-0.1680881381034851,Q203549
4,[START] tayloristische Arbeitsdisziplin [END],,,,,,Taylorismus,de,-0.1221199035644531,Q203549
4,[START] Unterbeschäftigung [END],,,,,,Unterbeschäftigung,de,-0.0724804177880287,Q1931244
4,[START] Unterklassen [END],,,,,,Unterklasse (Soziologie),de,-0.293177455663681,Q2006336
4,[START] Zeitsouveränität [END],,,,,,Zeitsouveränität,de,-0.0840310826897621,Q186854
5,[START] Armutsgefährdung [END],,,,,,Armutsgefährdung,de,-0.087462417781353,Q689637
5,[START] Armutsgefährdungsquote [END],,,,,,Armutsgefährdungsquote,de,-0.0615557953715324,Q689637
5,[START] Armutsquote [END],,,,,,Armutsquote,de,-0.0714103057980537,Q689651
5,[START] Familienarmut [END],,,,,,Armut,de,-0.2646319270133972,Q10294
5,[START] Gesellschaftsspaltung [END],,,,,,Spaltung (Psychologie),de,-0.4004259705543518,Q1325774
5,[START] Kinderarmut [END],,,,,,Kinderarmut in den Industrieländern,de,-0.0817454308271408,Q1561657
5,[START] Lebensstandard [END],,,,,,Lebensstandard,de,-0.0942765027284622,Q175850
5,[START] Medianeinkommen [END],,,,,,Mittleres Einkommen,de,-0.3424969017505646,Q1940707
5,[START] Migrationshintergrund [END],,,,,,Migrationshintergrund,de,-0.0774500742554664,Q18629204
5,[START] Mikrozensus [END],,,,,,Mikrozensus,de,-0.1916881650686264,Q1664509
5,[START] Neoliberale [END],,,,,,Neoliberalismus,de,-0.193291574716568,Q162719
5,[START] Neoliberalismus [END],,,,,,Neoliberalismus,de,-0.1094954684376716,Q162719
5,[START] Pferdeäpfel-Theorie [END],,,,,,Pferdeäpfel-Theorie,de,-0.0979960337281227,Q6502313
5,[START] Sozialabbau [END],,,,,,Sozialabbau,de,-0.078456774353981,Q2305223
5,[START] soziale Spaltung [END],,,,,,Spaltung (Psychologie),de,-0.3934133946895599,Q1325774
5,[START] Trickle-down economics [END],,,,,,Trickle-down economics,en,-0.0840397030115127,Q6502313
5,[START] Trickle-Down-Effekt [END],,,,,,Trickle-Down-Effekt,de,-0.0849365964531898,Q6502313
5,[START] Trickle-Down-Theorie [END],,,,,,Trickle-Down-Theorie,de,-0.1071259081363678,Q6502313
5,[START] Wohlstand [END],,,,,,Wohlstand,de,-0.153531476855278,Q9208267
6,[START] Abwärtsspirale [END],,,,,,Abwärtsspirale,de,-0.1298538148403167,Q1165103
6,[START] Arbeitskräfte [END],,,,,,Arbeitskraft,de,-0.1042492389678955,Q3748888
6,[START] Arbeits-Migration [END],,,,,,Arbeitsmigration,de,-0.1701424121856689,Q6013750
6,[START] Arbeitsmigranten [END],,,,,,Arbeitsmigration,de,-0.0869907513260841,Q6013750
6,[START] Arbeitsmigration [END],,,,,,Arbeitsmigration,de,-0.0893057659268379,Q6013750
6,[START] Aufstiegsmigration [END],,,,,,Migration,de,-0.3003165125846863,Q177626
6,[START] Ausbeutung [END],,,,,,Ausbeutung,de,-0.0802854299545288,Q859884
6,[START] Chang’e-4 [END],,,,,,Chang’e-4,de,-0.287916898727417,Q723045
6,[START] Einkommenshierarchie [END],,,,,,Hierarchie,de,-0.3996094167232513,Q188619
6,[START] Einwanderung [END],,,,,,Einwanderung,de,-0.0898065194487571,Q131288
6,[START] Einwanderungsland [END],,,,,,Einwanderungsland,de,-0.0766996070742607,Q2691475
6,[START] Fachkräftemangel [END],,,,,,Fachkräftemangel,de,-0.0628826096653938,Q1391399
6,[START] Ketten-Migration [END],,,,,,Migrationshintergrund,de,-0.2772991359233856,Q18629204
6,[START] Kettenmigration [END],,,,,,Migration (Informationstechnik),de,-0.3678467571735382,Q1932543
6,[START] Konkurrenzkampf [END],,,,,,Liste der Olympiasieger im Segeln/Medaillengewinner Offene Klassen,de,-0.2000189274549484,Q1849401
6,[START] Lohnkosten [END],,,,,,Lohnkosten,de,-0.0872832164168357,Q1378387
6,[START] Lohnniveau [END],,,,,,Lohnniveau,de,-0.3746256828308105,Q194489
6,[START] Migranten [END],,,,,,Migrant,de,-0.3836729228496551,Q1932461
6,[START] Migration [END],,,,,,Human migration,en,-0.3304477334022522,Q177626
6,[START] Nahrungskette [END],,,,,,Nahrungskette,de,-0.0741378217935562,Q159462
6,[START] Philippinen [END],10.0,LOC,0.385646641254425,0.0,Philippine,Philippinen,de,-0.0937175154685974,Q928
6,[START] Polen [END],5.0,LOC,0.9979093670845032,0.0,Polen,Polen,de,-0.3506609499454498,Q36
6,[START] Sozialtransfers [END],,,,,,Transferleistung,de,-0.3759963810443878,Q1411457
6,[START] Verdienstmöglichkeiten [END],,,,,,Verdienstorden der Bundesrepublik Deutschland,de,-0.3353441953659057,Q21164
6,[START] Verteilungsproblem [END],,,,,,Grenzwert (Funktion),de,-0.4053691923618316,Q33540
6,[START] Wohlstand [END],,,,,,Wohlstand,de,-0.1535580456256866,Q9208267
6,[START] Zuwanderung [END],,,,,,Einwanderung,de,-0.1143359169363975,Q131288
6,[START] Zuwanderungsländer [END],,,,,,Einwanderung,de,-0.1728153228759765,Q131288
6,[START] Zuwanderungsstaaten [END],,,,,,Einwanderung,de,-0.2323625832796096,Q131288
7,[START] Abgehängte [END],,,,,,Abhängigkeit von psychoaktiven Substanzen,de,-0.4448753893375397,Q3378593
7,[START] Aktivierungsregime [END],,,,,,Aktivierung (Psychologie),de,-0.244255393743515,Q423060
7,[START] Arbeitszeitverkürzung [END],,,,,,Arbeitszeitverkürzung,de,-0.1611154824495315,Q260732
7,[START] Arbeitszwang [END],,,,,,Arbeitszwang,de,-0.1473905891180038,Q1789468
7,[START] Arbeitszwangregime [END],,,,,,NS-Zwangsarbeit,de,-0.4678596258163452,Q513760
7,[START] Ausbeutung [END],,,,,,Ausbeutung,de,-0.0802857801318168,Q859884
7,[START] Austeritätspolitik [END],,,,,,Austerität,de,-0.1065215244889259,Q2814650
7,[START] Entmenschlichung [END],,,,,,Menschenbild,de,-0.0690889358520507,Q1920763
7,[START] Erwerbsarbeit [END],,,,,,Erwerbsarbeit,de,-0.1901863515377044,Q656365
7,[START] Erwerbslosenzahlen [END],,,,,,Erwerbslosigkeit,de,-0.3201539814472198,Q1362733
7,[START] Erwerbsquoten [END],,,,,,Erwerbsquote,de,-0.3283230662345886,Q1052254
7,[START] EU-Kommission [END],13.0,ORG,0.9997668266296388,0.0,EU-Kommission,Europäische Kommission,de,-0.0738563314080238,Q8880
7,[START] Europäische Union [END],17.0,ORG,0.9999802112579346,0.0,Europäische Union,Europäische Union,de,-0.0884549543261528,Q458
7,[START] Europäische Parlament [END],21.0,ORG,0.9999541640281676,0.0,Europäische Parlament,Europäisches Parlament,de,-0.0826026871800422,Q8889
7,[START] human capital [END],,,,,,Human capital,en,-0.1032968014478683,Q165687
7,[START] Humankapital [END],,,,,,Humankapital,de,-0.0920257568359375,Q165687
