id,topic_label,end,entity_group,score,start,word
150,lesbos,,,,,
150,griechischen,6.0,MISC,0.996018648147583,0.0,griech
150,lager,,,,,
151,mehr,,,,,
151,menschen,,,,,
151,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
151,wurde,,,,,
152,mexiko,6.0,LOC,0.999770998954773,0.0,mexiko
152,trump,5.0,PER,0.9987180233001709,0.0,trump
152,us,,,,,
152,usa,3.0,LOC,0.9001071453094482,0.0,usa
153,mehr,,,,,
153,menschen,,,,,
153,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
153,wurde,,,,,
154,trump,5.0,PER,0.9987305998802185,0.0,trump
154,biden,,,,,
154,demokraten,8.0,ORG,0.9995044469833374,0.0,demokrat
154,us,,,,,
155,mehr,,,,,
155,menschen,,,,,
155,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
155,wurde,,,,,
156,mehr,,,,,
156,menschen,,,,,
156,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
156,wurde,,,,,
157,mehr,,,,,
157,menschen,,,,,
157,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
157,wurde,,,,,
158,grenze,,,,,
158,belarus,7.0,LOC,0.9997779130935669,0.0,belarus
158,polen,,,,,
158,eu,,,,,
159,salvini,7.0,PER,0.9919052124023438,0.0,salvini
159,italien,7.0,LOC,0.9285050630569458,0.0,italien
159,lega,,,,,
159,matteo,6.0,PER,0.99651700258255,0.0,matteo
160,mehr,,,,,
160,menschen,,,,,
160,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
160,wurde,,,,,
161,mehr,,,,,
161,menschen,,,,,
161,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
161,wurde,,,,,
162,mehr,,,,,
162,menschen,,,,,
162,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
162,wurde,,,,,
163,mehr,,,,,
163,menschen,,,,,
163,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
163,wurde,,,,,
164,eu,,,,,
164,brexit,6.0,MISC,0.976020336151123,0.0,brexit
164,europäischen,12.0,MISC,0.677300214767456,0.0,europäischen
164,europa,6.0,LOC,0.9995255470275879,0.0,europa
165,eu,,,,,
165,brexit,6.0,MISC,0.976020336151123,0.0,brexit
165,europäischen,12.0,MISC,0.677300214767456,0.0,europäischen
165,europa,6.0,LOC,0.9995255470275879,0.0,europa
166,eu,,,,,
166,brexit,6.0,MISC,0.976020336151123,0.0,brexit
166,europäischen,12.0,MISC,0.677300214767456,0.0,europäischen
166,europa,6.0,LOC,0.9995255470275879,0.0,europa
167,mehr,,,,,
167,menschen,,,,,
167,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
167,wurde,,,,,
168,trump,5.0,PER,0.9987305998802185,0.0,trump
168,biden,,,,,
168,demokraten,8.0,ORG,0.9995044469833374,0.0,demokrat
168,us,,,,,
169,mexiko,6.0,LOC,0.9997718930244446,0.0,mexiko
169,trump,5.0,PER,0.9987305998802185,0.0,trump
169,us,,,,,
169,usa,3.0,LOC,0.9006127715110779,0.0,usa
170,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
170,anträge,,,,,
170,000,,,,,
170,prozent,,,,,
171,libyen,6.0,LOC,0.9989386200904846,0.0,libyen
171,sea,,,,,
171,bord,,,,,
171,schiff,,,,,
172,salvini,7.0,PER,0.9919052124023438,0.0,salvini
172,italien,7.0,LOC,0.9285050630569458,0.0,italien
172,lega,,,,,
172,matteo,6.0,PER,0.99651700258255,0.0,matteo
173,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
173,menschen,,,,,
173,deutschen,9.0,MISC,0.998323380947113,0.0,deutschen
173,mehr,,,,,
174,mehr,,,,,
174,menschen,,,,,
174,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
174,wurde,,,,,
175,mehr,,,,,
175,menschen,,,,,
175,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
175,wurde,,,,,
176,mehr,,,,,
176,menschen,,,,,
176,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
176,wurde,,,,,
177,grenze,,,,,
177,belarus,7.0,LOC,0.9997779130935669,0.0,belarus
177,polen,,,,,
177,eu,,,,,
178,moria,4.0,LOC,0.5566675662994385,0.0,mori
178,lesbos,,,,,
178,griechischen,6.0,MISC,0.9960249066352844,0.0,griech
178,lager,,,,,
179,grenze,,,,,
179,belarus,7.0,LOC,0.9997779130935669,0.0,belarus
179,polen,,,,,
179,eu,,,,,
180,mehr,,,,,
180,menschen,,,,,
180,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
180,wurde,,,,,
181,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
181,wurde,,,,,
181,sagt,,,,,
181,familie,,,,,
182,mehr,,,,,
182,menschen,,,,,
182,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
182,wurde,,,,,
183,grenze,,,,,
183,belarus,7.0,LOC,0.9997779130935669,0.0,belarus
183,polen,,,,,
183,eu,,,,,
184,mehr,,,,,
184,menschen,,,,,
184,deutschland,11.0,LOC,0.9299898147583008,0.0,deutschland
184,wurde,,,,,
185,mehr,,,,,
185,menschen,,,,,
185,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
185,wurde,,,,,
186,libyen,6.0,LOC,0.9989389181137085,0.0,libyen
186,sea,,,,,
186,bord,,,,,
186,schiff,,,,,
187,moria,4.0,LOC,0.556119978427887,0.0,mori
187,lesbos,,,,,
187,griechischen,6.0,MISC,0.996018648147583,0.0,griech
187,lager,,,,,
188,türkei,4.0,LOC,0.9534242749214172,0.0,türk
188,eu,,,,,
188,erdogan,2.0,LOC,0.4170123040676117,0.0,er
188,erdogan,4.0,MISC,0.29846635460853577,2.0,do
188,erdogan,7.0,PER,0.43373605608940125,4.0,gan
188,türkische,4.0,MISC,0.9964038133621216,0.0,türk
189,mehr,,,,,
189,menschen,,,,,
189,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
189,wurde,,,,,
191,mexiko,6.0,LOC,0.999770998954773,0.0,mexiko
191,trump,5.0,PER,0.9987180233001709,0.0,trump
191,us,,,,,
191,usa,3.0,LOC,0.9001071453094482,0.0,usa
192,mehr,,,,,
192,menschen,,,,,
192,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
192,wurde,,,,,
193,türkei,4.0,LOC,0.9534242749214172,0.0,türk
193,griechenland,12.0,LOC,0.999279260635376,0.0,griechenland
193,griechischen,6.0,MISC,0.996018648147583,0.0,griech
193,migranten,,,,,
194,türkei,4.0,LOC,0.9534242749214172,0.0,türk
194,eu,,,,,
194,erdogan,2.0,LOC,0.4170123040676117,0.0,er
194,erdogan,4.0,MISC,0.29846635460853577,2.0,do
194,erdogan,7.0,PER,0.43373605608940125,4.0,gan
194,türkische,4.0,MISC,0.9964038133621216,0.0,türk
195,mehr,,,,,
195,menschen,,,,,
195,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
195,wurde,,,,,
196,grenze,,,,,
196,belarus,7.0,LOC,0.9997774958610535,0.0,belarus
196,polen,,,,,
196,eu,,,,,
197,afghanistan,11.0,LOC,0.9997699856758118,0.0,afghanistan
197,taliban,,,,,
197,afghanen,8.0,LOC,0.9997501969337463,0.0,afghanen
197,kabul,,,,,
198,salvini,7.0,PER,0.9919068813323975,0.0,salvini
198,italien,7.0,LOC,0.9271342754364014,0.0,italien
198,lega,,,,,
198,matteo,6.0,PER,0.9965301156044006,0.0,matteo
199,mehr,,,,,
199,menschen,,,,,
199,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
199,wurde,,,,,
200,afghanistan,11.0,LOC,0.9997699856758118,0.0,afghanistan
200,taliban,,,,,
200,afghanen,8.0,LOC,0.9997501969337463,0.0,afghanen
200,kabul,,,,,
201,russland,8.0,LOC,0.999420166015625,0.0,russland
201,putin,,,,,
201,ukraine,7.0,LOC,0.9658104181289673,0.0,ukraine
201,russischen,9.0,MISC,0.999636173248291,0.0,russische
202,russland,8.0,LOC,0.999420166015625,0.0,russland
202,putin,,,,,
202,ukraine,7.0,LOC,0.9658104181289673,0.0,ukraine
202,russischen,9.0,MISC,0.999636173248291,0.0,russische
203,mehr,,,,,
203,menschen,,,,,
203,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
203,wurde,,,,,
205,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
205,anträge,,,,,
205,000,,,,,
205,prozent,,,,,
206,mehr,,,,,
206,menschen,,,,,
206,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
206,wurde,,,,,
207,mehr,,,,,
207,menschen,,,,,
207,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
207,wurde,,,,,
208,mehr,,,,,
208,menschen,,,,,
208,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
208,wurde,,,,,
209,mehr,,,,,
209,menschen,,,,,
209,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
209,wurde,,,,,
210,corona,,,,,
210,pandemie,,,,,
210,menschen,,,,,
210,covid,,,,,
211,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
211,anträge,,,,,
211,000,,,,,
211,prozent,,,,,
212,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
212,anträge,,,,,
212,000,,,,,
212,prozent,,,,,
213,grenze,,,,,
213,belarus,7.0,LOC,0.9997774958610535,0.0,belarus
213,polen,,,,,
213,eu,,,,,
214,mehr,,,,,
214,menschen,,,,,
214,deutschland,11.0,LOC,0.9299231171607971,0.0,deutschland
214,wurde,,,,,
215,eu,,,,,
