id,author_person,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
134,[START] Jasper von Altenbockum [END],22.0,PER,0.9996549487113952,0.0,Jasper von Altenbockum,Jasper von Altenbockum,de,-0.1743006259202957,Q1684043
138,[START] Hans-Christian Rößler [END],21.0,PER,0.9999816417694092,0.0,Hans-Christian Rößler,هانس کریستیان اندرسن,fa,-2.0609548091888428,Q5673
139,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.508916974067688,Q73257
142,[START] Jürg Altwegg [END],12.0,PER,0.9999858736991882,0.0,Jürg Altwegg,Jürg Altwegg,de,-0.2366015166044235,Q1426747
143,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.5089094638824463,Q73257
144,[START] Thomas Gutschker [END],16.0,PER,0.9999743700027466,0.0,Thomas Gutschker,Томас Гукер,uk,-1.5954291820526123,Q612192
158,[START] Christoph Ehrhardt [END],18.0,PER,0.9999582171440125,0.0,Christoph Ehrhardt,"Эргардт, Роберт Яковлевич",ru,-1.82771098613739,Q16350796
159,[START] Klaus-Dieter Frankenberger [END],26.0,PER,0.999975323677063,0.0,Klaus-Dieter Frankenberger,Klaus-Dieter Frankenberger,de,-0.1204753294587135,Q15823703
160,[START] Matthias Rüb [END],12.0,PER,0.9999808669090272,0.0,Matthias Rüb,Matthias Rüb,de,-0.2371324151754379,Q1910267
161,[START] Simon Strauß [END],12.0,PER,0.9999839663505554,0.0,Simon Strauß,Simon Strauß,de,-0.2092507034540176,Q47457876
165,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.5089170932769775,Q73257
172,[START] Matthias Rüb [END],12.0,PER,0.9999808669090272,0.0,Matthias Rüb,Matthias Rüb,de,-0.2371324151754379,Q1910267
174,[START] Jutta Sundermann [END],16.0,PER,0.999916672706604,0.0,Jutta Sundermann,Jutta Sundermann,de,-0.1932757794857025,Q1400904
177,[START] Lidia Sharapenko [END],16.0,PER,0.9993922114372252,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
178,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
182,[START] Amina Abduragimova [END],18.0,PER,0.995705783367157,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388015747070312,Q4746345
183,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
184,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.999888241291046,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227648556232452,Q312653
185,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429980278015137,Q4482488
191,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
199,[START] Lisa Meyer [END],10.0,PER,0.998694658279419,0.0,Lisa Meyer,ليزا ماير,ar,-0.6241506934165955,Q90173
205,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196056365967,Q22666170
212,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227643340826034,Q312653
214,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227645874023437,Q312653
215,[START] Andreas  Peter [END],14.0,PER,0.9999885559082032,0.0,Andreas Peter,Andreas Peter,en,-0.5065283179283142,Q65248
217,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3431462049484253,Q4482488
223,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
229,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227648556232452,Q312653
234,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
241,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
242,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997908592224,Q4482488
244,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
249,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
250,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
253,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997908592224,Q4482488
257,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3431462049484253,Q4482488
267,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285743236541748,Q43425328
273,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
274,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
286,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388015747070312,Q4746345
289,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.928574800491333,Q43425328
295,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285743236541748,Q43425328
297,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991495132446289,Q4068646
298,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
302,[START] Willy Wimmer [END],12.0,PER,0.9998642206192015,0.0,Willy Wimmer,Willy Wimmer,de,-0.2600539326667785,Q2582265
303,[START] Karin Leukefeld [END],15.0,PER,0.9975464344024658,0.0,Karin Leukefeld,Karin Leukefeld,de,-0.2188352346420288,Q26260105
307,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1228068619966507,Q312653
313,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
316,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
319,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227642744779586,Q312653
322,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
329,[START] Natalia Shelgunova [END],18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova,"Шелгунов, Николай Васильевич",ru,-1.6352087259292605,Q3341631
331,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429980278015137,Q4482488
339,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997908592224,Q4482488
342,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
344,[START] Natalia Shelgunova [END],18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova,"Шелгунов, Николай Васильевич",ru,-1.6352089643478394,Q3341631
345,[START] Lisa Meyer [END],10.0,PER,0.998694658279419,0.0,Lisa Meyer,ليزا ماير,ar,-0.6241508722305298,Q90173
350,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285744428634644,Q43425328
354,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196294784546,Q22666170
356,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
369,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285744428634644,Q43425328
370,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
371,[START] Willy Wimmer [END],12.0,PER,0.9998642206192015,0.0,Willy Wimmer,Willy Wimmer,de,-0.2600539326667785,Q2582265
373,[START] Lisa Meyer [END],10.0,PER,0.998694658279419,0.0,Lisa Meyer,ليزا ماير,ar,-0.6241509318351746,Q90173
374,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
375,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
376,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285743236541748,Q43425328
378,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429980278015137,Q4482488
379,[START] Natalia Shelgunova [END],18.0,PER,0.9997407793998718,0.0,Natalia Shelgunova,"Шелгунов, Николай Васильевич",ru,-1.6352089643478394,Q3341631
382,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
391,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
398,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
404,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227643340826034,Q312653
405,[START] Sofia Martyanowa [END],16.0,PER,0.9999278783798218,0.0,Sofia Martyanowa,"Мартьянова, Екатерина Васильевна",ru,-1.9285744428634644,Q43425328
411,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196294784546,Q22666170
417,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
423,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227648556232452,Q312653
425,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5460495948791504,Q22666170
426,[START] Andreas Peter [END],13.0,PER,0.9999885559082032,0.0,Andreas Peter,Andreas Peter,en,-0.5064802765846252,Q65248
428,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3431463241577148,Q4482488
432,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196294784546,Q22666170
434,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1227645874023437,Q312653
435,[START] Dr. Karin Kneissl [END],17.0,PER,0.9999682307243348,4.0,Karin Kneissl,Karin Kneissl,de,-0.2919876277446747,Q1729478
438,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1228064596652984,Q312653
454,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196056365967,Q22666170
462,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
463,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
474,[START] Thomas Eldersch [END],15.0,PER,0.9999727010726928,0.0,Thomas Eldersch,トーマス・エルズワース・モーガン,ja,-2.426431894302368,Q3734991
516,[START] Georg Anastasiadis [END],18.0,PER,0.9999763369560242,0.0,Georg Anastasiadis,Georg Anastasiadis,de,-0.6881113052368164,Q25862506
528,[START] Maximilian Kettenbach [END],21.0,PER,0.9999787211418152,0.0,Maximilian Kettenbach,マクシミリアン・ヨーゼフ・フォン・エスターライヒ=エステ,ja,-1.513862133026123,Q78549
528,[START] Daniel Geradtz [END],14.0,PER,0.999987244606018,0.0,Daniel Geradtz,ダニエル・ゲラン,ja,-2.013338327407837,Q465156
538,[START] Thomas Eldersch [END],15.0,PER,0.9999727010726928,0.0,Thomas Eldersch,トーマス・エルズワース・モーガン,ja,-2.426431894302368,Q3734991
558,[START] Andreas Beschorner [END],18.0,PER,0.99997878074646,0.0,Andreas Beschorner,Andreas Beschorner,de,-0.3366783261299133,Q28864459
562,[START] Georg Anastasiadis [END],18.0,PER,0.9999763369560242,0.0,Georg Anastasiadis,Georg Anastasiadis,de,-0.6881116628646851,Q25862506
569,[START] Martina Lippl [END],13.0,PER,0.9998677372932434,0.0,Martina Lippl,مارتينا أندرسون,ar,-1.9995825290679927,Q4992676
576,[START] Daniel Geradtz [END],14.0,PER,0.999987244606018,0.0,Daniel Geradtz,ダニエル・ゲラン,ja,-2.013338565826416,Q465156
581,[START] Marc Dimitriu [END],13.0,PER,0.9999777674674988,0.0,Marc Dimitriu,Dimitri (auteur),fr,-1.7135084867477417,Q1364314
582,[START] Sebastian Schuch [END],16.0,PER,0.9999933242797852,0.0,Sebastian Schuch,塞巴斯蒂安,zh,-1.6165752410888672,Q272899
588,[START] Magdalena Höcherl [END],17.0,PER,0.999891757965088,0.0,Magdalena Höcherl,Хёхерль,ru,-2.136762857437134,Q69115
598,[START] Georg Anastasiadis [END],18.0,PER,0.9999763369560242,0.0,Georg Anastasiadis,Georg Anastasiadis,de,-0.6881116628646851,Q25862506
609,[START] Manuel Eser [END],11.0,PER,0.9999569058418274,0.0,Manuel Eser,マヌエル・セラヤ,ja,-2.5577402114868164,Q191060
610,[START] Silke Scheder [END],13.0,PER,0.999789834022522,0.0,Silke Scheder,Silke Schütze,de,-2.1738944053649902,Q2286233
639,[START] Andreas Beschorner [END],18.0,PER,0.99997878074646,0.0,Andreas Beschorner,Andreas Beschorner,de,-0.3366781771183014,Q28864459
641,[START] Georg Anastasiadis [END],18.0,PER,0.9999763369560242,0.0,Georg Anastasiadis,Georg Anastasiadis,de,-0.6881116628646851,Q25862506
648,[START] Maximilian Kettenbach [END],21.0,PER,0.9999787211418152,0.0,Maximilian Kettenbach,マクシミリアン・ヨーゼフ・フォン・エスターライヒ=エステ,ja,-1.513862133026123,Q78549
655,[START] Georg Anastasiadis [END],18.0,PER,0.9999763369560242,0.0,Georg Anastasiadis,Georg Anastasiadis,de,-0.688111424446106,Q25862506
1068,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1070,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1071,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1074,[START] Christoph Butterwegge [END],21.0,PER,0.9999710321426392,0.0,Christoph Butterwegge,Christoph Butterwegge,de,-0.196439117193222,Q1084664
1080,[START] Heiko Kauffmann [END],15.0,PER,0.9999785423278807,0.0,Heiko Kauffmann,"Кауфман, Хаим",ru,-1.5391310453414917,Q2904671
1083,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1085,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.003569841384888,Q501498
1099,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1117,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1122,[START] Cyrus Salimi-Asl [END],16.0,PER,0.9986978769302368,0.0,Cyrus Salimi-Asl,"Салими, Мохаммад",ru,-2.232111930847168,Q4405822
1132,[START] Kathrin Zeiske [END],14.0,PER,0.9999008178710938,0.0,Kathrin Zeiske,キャサリン・ジャクソン,ja,-1.718270182609558,Q238402
1135,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1140,[START] Johanna Treblin [END],15.0,PER,0.999870538711548,0.0,Johanna Treblin,ヨハンナ・フォン・ホーエンシュタウフェン,ja,-1.7800662517547607,Q1755437
1144,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1153,[START] Christian Klemm [END],15.0,PER,0.9999825358390808,0.0,Christian Klemm,クリスティアン・ケルン,ja,-1.3591872453689575,Q18135060
1156,[START] Gerhard Hanloser [END],16.0,PER,0.9999731779098512,0.0,Gerhard Hanloser,Gerhard Hanloser,de,-0.2571954727172851,Q1511701
1157,[START] Mascha Malburg [END],14.0,PER,0.9998851418495178,0.0,Mascha Malburg,マーシャ・マラー,ja,-2.307936429977417,Q444016
1172,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224313259124756,Q178100
1181,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.4291176199913025,Q61727686
1184,[START] Sabine Kebir [END],12.0,PER,0.996972918510437,0.0,Sabine Kebir,Sabine Kebir,de,-0.3331956267356872,Q2209780
1193,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.4291179180145263,Q61727686
1196,[START] Jakob Buhre [END],11.0,PER,0.9999618530273438,0.0,Jakob Buhre,ヤコブ・ベーメ,ja,-2.099477767944336,Q77017
1197,[START] Jan Freitag [END],3.0,PER,0.9997945427894592,0.0,Jan,ヤン・ヴェーリング,ja,-2.214345693588257,Q984444
1202,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224316835403442,Q178100
1205,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1221,[START] Johanna Treblin [END],15.0,PER,0.9998704791069032,0.0,Johanna Treblin,ヨハンナ・フォン・ホーエンシュタウフェン,ja,-1.7800660133361816,Q1755437
1228,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1241,[START] Andreas Fritsche [END],16.0,PER,0.999985694885254,0.0,Andreas Fritsche,アンドレアス・フォン・エスターライヒ,ja,-2.0035696029663086,Q501498
1243,[START] Michael Bartsch [END],15.0,PER,0.9999902844429016,0.0,Michael Bartsch,Michael Bartsch,de,-0.2511763870716095,Q1646291
1247,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1249,[START] René Hamann [END],11.0,PER,0.9999806880950928,0.0,René Hamann,René Hamann,de,-0.427554577589035,Q2144674
1257,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346660017967224,Q40804106
1266,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.4291175007820129,Q61727686
1277,[START] Sebastian Bähr [END],14.0,PER,0.9999844431877136,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1282,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346659421920776,Q40804106
1283,[START] Marie Frank [END],11.0,PER,0.9992247819900512,0.0,Marie Frank,Marie Frank,de,-0.4291179180145263,Q61727686
1286,[START] Irmtraud Gutschke [END],17.0,PER,0.999672830104828,0.0,Irmtraud Gutschke,Irmtraud Gutschke,de,-0.1354329138994217,Q61983335
1289,[START] Mascha Malburg [END],14.0,PER,0.9998851418495178,0.0,Mascha Malburg,マーシャ・マラー,ja,-2.307936429977417,Q444016
1296,[START] Lorenz Gösta Beutin [END],19.0,PER,0.9999797344207764,0.0,Lorenz Gösta Beutin,Lorenz Gösta Beutin,de,-0.5346660017967224,Q40804106
1298,[START] Rudolf Stumberger [END],17.0,PER,0.9999736547470092,0.0,Rudolf Stumberger,Rudolf Stumberger,de,-0.246127501130104,Q26424075
1318,[START] Cyrus Salimi-Asl [END],16.0,PER,0.9986902475357056,0.0,Cyrus Salimi-Asl,"Салими, Мохаммад",ru,-2.232111930847168,Q4405822
1320,[START] Sebastian Bähr [END],14.0,PER,0.9999845027923584,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224314451217651,Q178100
1323,[START] Christian Klemm [END],15.0,PER,0.9999825358390808,0.0,Christian Klemm,クリスティアン・ケルン,ja,-1.3591872453689575,Q18135060
1328,[START] Cyrus Salimi-Asl [END],16.0,PER,0.9986902475357056,0.0,Cyrus Salimi-Asl,"Салими, Мохаммад",ru,-2.232111692428589,Q4405822
1332,[START] Elisabeth Heinze [END],16.0,PER,0.9999534487724304,0.0,Elisabeth Heinze,إليزابيث هاينز,ar,-0.5260632038116455,Q16729723
1334,[START] Sebastian Bähr [END],14.0,PER,0.9999845027923584,0.0,Sebastian Bähr,塞巴斯蒂安·巴里,zh,-1.3224313259124756,Q178100
1343,[START] Anne Klesse [END],11.0,PER,0.9997789859771729,0.0,Anne Klesse,Anne Klesse,de,-0.4048092365264892,Q20638747
