id,author_person,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
137,[START] Ursula Scheer [END],13.0,PER,0.9999569654464722,0.0,Ursula Scheer,أورسولا شميت,ar,-1.953555703163147,Q87542
138,[START] Hans-Christian Rößler [END],21.0,PER,0.9999816417694092,0.0,Hans-Christian Rößler,هانس کریستیان اندرسن,fa,-2.0609548091888428,Q5673
139,[START] Tjerk Brühwiller [END],16.0,PER,0.9987601041793824,0.0,Tjerk Brühwiller,Tjerk,de,-1.874458909034729,Q1502575
139,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.508916974067688,Q73257
142,[START] Jürg Altwegg [END],12.0,PER,0.9999858736991882,0.0,Jürg Altwegg,Jürg Altwegg,de,-0.23660151660442352,Q1426747
143,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.5089094638824463,Q73257
144,[START] Thomas Gutschker [END],16.0,PER,0.9999743700027466,0.0,Thomas Gutschker,Томас Гукер,uk,-1.5954291820526123,Q612192
150,[START] Marie Lisa Kehler [END],17.0,PER,0.999903678894043,0.0,Marie Lisa Kehler,Lisa Kehler,en,-1.1483535766601562,Q6558176
150,[START] Tobias Rösmann [END],14.0,PER,0.9999719858169556,0.0,Tobias Rösmann,トビアス・シュミット,ja,-2.117506742477417,Q1294377
154,[START] Winand von Petersdorff-Campen [END],29.0,PER,0.9970125555992126,0.0,Winand von Petersdorff-Campen,Petersdorff (Adelsgeschlechter),de,-1.1343833208084106,Q20646209
155,[START] Timo Steppat [END],12.0,PER,0.994860589504242,0.0,Timo Steppat,Timo Steiner,fi,-2.7738513946533203,Q2434934
156,[START] Anna Prizkau [END],12.0,PER,0.9999021887779236,0.0,Anna Prizkau,アンナ・リトビネンコ,ja,-2.81691575050354,Q27917621
158,[START] Christoph Ehrhardt [END],18.0,PER,0.9999582171440125,0.0,Christoph Ehrhardt,"Эргардт, Роберт Яковлевич",ru,-1.8277109861373901,Q16350796
159,[START] Klaus-Dieter Frankenberger [END],26.0,PER,0.999975323677063,0.0,Klaus-Dieter Frankenberger,Klaus-Dieter Frankenberger,de,-0.12047532945871353,Q15823703
160,[START] Matthias Rüb [END],12.0,PER,0.9999808669090272,0.0,Matthias Rüb,Matthias Rüb,de,-0.23713241517543793,Q1910267
161,[START] Simon Strauß [END],12.0,PER,0.9999839663505554,0.0,Simon Strauß,Simon Strauß,de,-0.20925070345401764,Q47457876
162,[START] Ewald Hetrodt [END],13.0,PER,0.999980330467224,0.0,Ewald Hetrodt,إيفال هيرينغ,ar,-2.4152936935424805,Q64556
165,[START] Andreas Ross [END],12.0,PER,0.9999887943267822,0.0,Andreas Ross,アンドレアス・フォン・ザクセン=コーブルク・ウント・ゴータ,ja,-1.5089170932769775,Q73257
170,[START] Marie Lisa Kehler [END],17.0,PER,0.999903678894043,0.0,Marie Lisa Kehler,Lisa Kehler,en,-1.1482253074645996,Q6558176
172,[START] Matthias Rüb [END],12.0,PER,0.9999808669090272,0.0,Matthias Rüb,Matthias Rüb,de,-0.23713241517543793,Q1910267
174,[START] Jutta Sundermann [END],16.0,PER,0.999916672706604,0.0,Jutta Sundermann,Jutta Sundermann,de,-0.19327577948570251,Q1400904
175,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998912811279296,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.362746238708496,Q265225
176,[START] Alexander Marjin [END],16.0,PER,0.999930202960968,0.0,Alexander Marjin,アレクサンドル・マキシム,ja,-1.53921377658844,Q1893192
177,[START] Lidia Sharapenko [END],16.0,PER,0.9993922114372252,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
178,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
179,[START] Pati Sagal [END],,,,,,Sagal,en,-1.6711572408676147,Q21507677
180,[START] SNA [END],3.0,ORG,0.9999074339866638,0.0,SNA,IBM Systems Network Architecture,en,-0.6163648366928101,Q1503167
181,[START] Ekaterina Nikolaeva [END],19.0,PER,0.9998405575752258,0.0,Ekaterina Nikolaeva,Jekaterina Nikolajeva,et,-0.9910416007041931,Q65258957
182,[START] Amina Abduragimova [END],18.0,PER,0.995705783367157,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388015747070312,Q4746345
183,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
184,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.999888241291046,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.12276485562324524,Q312653
185,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429980278015137,Q4482488
186,[START] Jelena Neuhausen [END],16.0,PER,0.9996417760849,0.0,Jelena Neuhausen,Neuhausen-Nymphenburg,en,-1.3062951564788818,Q266932
188,[START] Paul Linke [END],10.0,PER,0.999955952167511,0.0,Paul Linke,Paul Linke,de,-0.22410468757152557,Q168770
189,[START] Pati Sagal [END],,,,,,Sagal,en,-1.6711572408676147,Q21507677
191,[START] Anna Schadrina [END],14.0,PER,0.9994478821754456,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.342997670173645,Q4482488
192,[START] Andrej Iwanowski [END],16.0,PER,0.9999654293060304,0.0,Andrej Iwanowski,Andrej Iwanow,de,-1.7666393518447876,Q24574649
193,[START] Paul Linke [END],10.0,PER,0.999955952167511,0.0,Paul Linke,Paul Linke,de,-0.2241043597459793,Q168770
195,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.362746238708496,Q265225
196,[START] Ekaterina Shanina [END],17.0,PER,0.9994089007377625,0.0,Ekaterina Shanina,Jekaterina Iwanowa,de,-1.2565175294876099,Q413100
197,[START] SNA [END],3.0,ORG,0.9999074935913086,0.0,SNA,IBM Systems Network Architecture,en,-0.6163649559020996,Q1503167
199,[START] Lisa Meyer [END],10.0,PER,0.998694658279419,0.0,Lisa Meyer,ليزا ماير,ar,-0.6241506934165955,Q90173
200,[START] SNA [END],3.0,ORG,0.9999074935913086,0.0,SNA,IBM Systems Network Architecture,en,-0.6163646578788757,Q1503167
202,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.362746238708496,Q265225
203,[START] Andrej Iwanowski [END],16.0,PER,0.9999654293060304,0.0,Andrej Iwanowski,Andrej Iwanow,de,-1.7666391134262085,Q24574649
205,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.545196056365967,Q22666170
206,[START] Marcel  Joppa [END],13.0,PER,0.9999887347221376,0.0,Marcel Joppa,マルセル・チョップ,ja,-2.0682191848754883,Q352822
208,[START] Alexander Boos [END],14.0,PER,0.999980926513672,0.0,Alexander Boos,アレクサンドル・ボロディン,ja,-2.1827638149261475,Q164004
209,[START] Ilona  Pfeffer [END],14.0,PER,0.999919295310974,0.0,Ilona Pfeffer,"Пфеффер, Вильгельм",ru,-1.8140515089035034,Q62767
210,[START] Sofia Orlova [END],12.0,PER,0.999859631061554,0.0,Sofia Orlova,Sof'ja Grigor'evna Volkonskaja,it,-1.676348328590393,Q4123516
211,[START] Aljona Fedina [END],13.0,PER,0.9556502103805542,0.0,Aljona Fedina,Fedina,en,-1.8021676540374756,Q56538351
212,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.12276433408260345,Q312653
213,[START] Aljona Fedina [END],13.0,PER,0.9556502103805542,0.0,Aljona Fedina,Fedina,en,-1.802167534828186,Q56538351
214,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.12276458740234375,Q312653
215,[START] Andreas  Peter [END],14.0,PER,0.9999885559082032,0.0,Andreas Peter,Andreas Peter,en,-0.5065283179283142,Q65248
217,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3431462049484253,Q4482488
218,[START] Leo Stroganoff [END],14.0,PER,0.999921977519989,0.0,Leo Stroganoff,"Строганов, Пётр Семёнович",ru,-1.1822949647903442,Q16702562
220,[START] Viktorija Nedaschkowskaja [END],25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja,"Недашковская, Дарья Юрьевна",ru,-1.5679175853729248,Q949758
221,[START] Jelena Neuhausen [END],16.0,PER,0.9996415376663208,0.0,Jelena Neuhausen,Neuhausen-Nymphenburg,en,-1.3063658475875854,Q266932
222,[START] Bolle  Selke [END],,,,,,博尔勒,zh,-2.854346752166748,Q563047
223,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
224,[START] Ekaterina Nikolaeva [END],19.0,PER,0.9998409152030944,0.0,Ekaterina Nikolaeva,Jekaterina Nikolajeva,et,-0.9910417199134827,Q65258957
225,[START] Olga Alexandrowa [END],16.0,PER,0.9995336532592772,0.0,Olga Alexandrowa,Olga Aleksandrowa,pl,-0.6581026315689087,Q555424
227,[START] Nikolaj Jolkin [END],14.0,PER,0.9999658465385436,0.0,Nikolaj Jolkin,Nikolai Iwanowitsch Jakowenko,de,-2.4251699447631836,Q938036
229,[START] Deutsche Presse-Agentur [END],23.0,ORG,0.9998881220817566,0.0,Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.12276485562324524,Q312653
230,[START] Ilona Pfeffer [END],13.0,PER,0.999919295310974,0.0,Ilona Pfeffer,"Пфеффер, Вильгельм",ru,-1.8140515089035034,Q62767
231,[START] Tilo Gräser [END],11.0,PER,0.99994295835495,0.0,Tilo Gräser,Tilo,de,-2.468705892562866,Q924715
232,[START] Ekaterina Nikolaeva [END],19.0,PER,0.9998409152030944,0.0,Ekaterina Nikolaeva,Jekaterina Nikolajeva,et,-0.9910416007041931,Q65258957
233,[START] Paul Linke [END],10.0,PER,0.9999561309814452,0.0,Paul Linke,Paul Linke,de,-0.22410468757152557,Q168770
234,[START] Marija Ossepian [END],15.0,PER,0.9967089891433716,0.0,Marija Ossepian,ماریا آرباتوا,fa,-2.991494655609131,Q4068646
235,[START] Leo Stroganoff [END],14.0,PER,0.999921977519989,0.0,Leo Stroganoff,"Строганов, Пётр Семёнович",ru,-1.1824719905853271,Q16702562
236,[START] Alexander Boos [END],14.0,PER,0.999980926513672,0.0,Alexander Boos,アレクサンドル・ボロディン,ja,-2.1827635765075684,Q164004
237,[START] Paul Linke [END],10.0,PER,0.9999561309814452,0.0,Paul Linke,Paul Linke,de,-0.2241043597459793,Q168770
238,[START] Ilona Pfeffer [END],13.0,PER,0.999919295310974,0.0,Ilona Pfeffer,"Пфеффер, Вильгельм",ru,-1.8140515089035034,Q62767
239,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.3627464771270752,Q265225
240,[START] Pati Sagal [END],,,,,,Sagal,en,-1.6711572408676147,Q21507677
241,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
242,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429979085922241,Q4482488
243,[START] Pati Sagal [END],,,,,,Sagal,en,-1.6711571216583252,Q21507677
244,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
246,[START] Ilona Pfeffer [END],13.0,PER,0.999919295310974,0.0,Ilona Pfeffer,"Пфеффер, Вильгельм",ru,-1.8140515089035034,Q62767
247,[START] Marcel  Joppa [END],13.0,PER,0.9999887347221376,0.0,Marcel Joppa,マルセル・チョップ,ja,-2.0682191848754883,Q352822
248,[START] Leo Stroganoff [END],14.0,PER,0.999921977519989,0.0,Leo Stroganoff,"Строганов, Пётр Семёнович",ru,-1.1824721097946167,Q16702562
249,[START] Lidia Sharapenko [END],16.0,PER,0.9993931651115416,0.0,Lidia Sharapenko,Lidia Shishmanova,en,-3.5451955795288086,Q22666170
250,[START] Amina Abduragimova [END],18.0,PER,0.9957008957862854,0.0,Amina Abduragimova,阿米娜·穆罕默德,zh,-1.6388014554977417,Q4746345
251,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.3627464771270752,Q265225
252,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.362746238708496,Q265225
253,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3429979085922241,Q4482488
254,[START] Olga Alexandrowa [END],16.0,PER,0.9995336532592772,0.0,Olga Alexandrowa,Olga Aleksandrowa,pl,-0.6581029891967773,Q555424
255,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.3627464771270752,Q265225
257,[START] Anna Schadrina [END],14.0,PER,0.9994508028030396,0.0,Anna Schadrina,"Шадрина, Татьяна Владимировна",ru,-1.3431462049484253,Q4482488
259,[START] Olga Alexandrowa [END],16.0,PER,0.9995336532592772,0.0,Olga Alexandrowa,Olga Aleksandrowa,pl,-0.6581314206123352,Q555424
260,[START] Viktorija Nedaschkowskaja [END],25.0,PER,0.9987738728523254,0.0,Viktorija Nedaschkowskaja,"Недашковская, Дарья Юрьевна",ru,-1.5679175853729248,Q949758
261,[START] Aljona Fedina [END],13.0,PER,0.9556502103805542,0.0,Aljona Fedina,Fedina,en,-1.801523208618164,Q56538351
262,[START] Madeleine Schmich [END],17.0,PER,0.9999440908432008,0.0,Madeleine Schmich,مادلين سميث,ar,-1.7064576148986816,Q3403670
263,[START] Paul Linke [END],10.0,PER,0.9999561309814452,0.0,Paul Linke,Paul Linke,de,-0.224104642868042,Q168770
264,[START] Pati Sagal [END],,,,,,Sagal,en,-1.6711572408676147,Q21507677
265,[START] Liudmila Kotlyarova [END],19.0,PER,0.9998916983604432,0.0,Liudmila Kotlyarova,"Котлярова, Ольга Ивановна",ru,-1.3627461194992065,Q265225
