id,author_organization,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
470,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
481,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
483,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
484,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.154289573431015,Q312653
487,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542898267507553,Q312653
490,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
503,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
519,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
530,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543160229921341,Q312653
533,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543159335851669,Q312653
536,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543160229921341,Q312653
544,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
553,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
553,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
554,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543160229921341,Q312653
556,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543159335851669,Q312653
568,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543161869049072,Q312653
572,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348288744688034,Q40464
572,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.154289573431015,Q312653
584,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
593,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
611,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348288744688034,Q40464
611,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.154289573431015,Q312653
614,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348289489746093,Q40464
617,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
620,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.154289573431015,Q312653
625,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348287850618362,Q40464
625,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542897820472717,Q312653
644,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542895585298538,Q312653
656,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1543161869049072,Q312653
659,[START] Afp Agence France-Presse [END],24.0,ORG,0.9994205832481384,0.0,Afp Agence France-Presse,Agence France-Presse,fr,-0.2348288744688034,Q40464
659,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.154289573431015,Q312653
664,[START] Dpa Deutsche Presse-Agentur [END],27.0,ORG,0.999880313873291,0.0,Dpa Deutsche Presse-Agentur,Deutsche Presse-Agentur,de,-0.1542898267507553,Q312653
667,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011500477790833,Q22868
668,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011502265930176,Q22868
669,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
670,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
671,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
672,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
673,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
674,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
675,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
676,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
677,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
678,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
679,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
680,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
681,[START] RT [END],2.0,ORG,0.9996752738952636,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
682,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
683,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
684,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
685,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
686,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
687,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
688,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
689,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
690,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
691,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
692,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
693,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
694,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
695,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
696,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
697,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
699,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
700,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
702,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
703,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
704,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
705,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
706,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
707,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
708,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
709,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
710,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
711,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
712,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
713,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
714,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
715,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
716,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
717,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
718,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
719,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
720,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
721,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
722,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
723,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
724,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
725,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
726,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
727,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
728,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
729,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
730,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
731,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
732,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
733,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
734,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
735,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
736,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
737,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
738,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
739,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
740,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
741,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
742,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
743,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
744,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
745,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
746,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
747,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
748,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
749,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
750,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
751,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
752,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
753,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
754,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
755,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
756,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
757,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
758,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
759,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
760,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
761,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
763,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
764,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
765,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
766,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
767,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
768,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
769,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
770,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
771,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
772,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
773,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
774,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
775,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
776,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
777,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
778,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
779,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
780,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
781,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
782,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
783,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
784,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
785,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
786,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
787,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
788,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
789,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
790,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
791,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
792,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
793,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
794,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
795,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
796,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
797,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
798,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
799,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
800,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
801,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
802,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
803,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
804,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
805,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
806,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
807,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
808,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
809,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
810,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
811,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
813,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
814,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
815,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
816,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
817,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
818,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
819,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011399149894714,Q22868
820,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011398553848268,Q22868
821,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011403322219848,Q22868
822,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
823,[START] RT [END],2.0,ORG,0.999674916267395,0.0,RT,RT (televisiezender),nl,-0.9011402130126952,Q22868
