id,topic_label,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
29,[START] title 42 [END],,,,,,Title 42,en,-0.1876631081104278,Q7810086
29,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
30,[START] children [END],,,,,,Child,en,-0.3466479778289795,Q7569
30,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
30,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251287937164306,Q370325
31,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
31,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
32,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
32,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
33,[START] agents [END],,,,,,Agent (economics),en,-0.2408892512321472,Q1415187
33,[START] border patrol [END],,,,,,Border guard,en,-0.2014978677034378,Q138775
33,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
34,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
35,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
35,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
36,[START] title [END],,,,,,Title (property),en,-0.2225923836231231,Q13629195
36,[START] title 42 [END],,,,,,Title 42,en,-0.1876628696918487,Q7810086
36,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
37,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
37,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
39,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
39,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
40,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
40,[START] agents [END],,,,,,Agent (economics),en,-0.2408892512321472,Q1415187
40,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
41,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
41,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
42,[START] title [END],,,,,,Title (property),en,-0.2225923836231231,Q13629195
42,[START] title 42 [END],,,,,,Title 42,en,-0.1876628696918487,Q7810086
42,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
43,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
43,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
44,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
44,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
44,[START] number [END],,,,,,Number,en,-0.1710617840290069,Q11563
45,[START] children [END],,,,,,Child,en,-0.3466480076313019,Q7569
45,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
45,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251290023326874,Q370325
46,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
46,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
47,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
47,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
48,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
48,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
49,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
49,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
50,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
50,[START] president [END],,,,,,President (corporate title),en,-0.240527868270874,Q1255921
51,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642388820648193,Q4689122
52,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
52,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
53,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
53,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
54,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
54,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
55,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
55,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
56,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
56,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
57,[START] migrants [END],,,,,,Immigration,en,-0.2622063755989074,Q131288
57,[START] truck [END],,,,,,Truck,en,-0.1200922206044197,Q43193
58,[START] australian [END],7.0,MISC,0.9970542192459106,0.0,austral,Australian literature,en,-0.4977218508720398,Q781919
58,[START] tennis [END],,,,,,Tennis,en,-0.3613457679748535,Q847
59,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
59,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
60,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
60,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
61,[START] ice [END],,,,,,Ice,en,-0.243926391005516,Q23392
61,[START] enforcement [END],,,,,,Enforcement,en,-0.2129994630813598,Q4202277
62,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
62,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
63,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
63,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
63,[START] number [END],,,,,,Number,en,-0.1711070984601974,Q11563
64,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
64,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
65,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
65,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
66,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
66,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
67,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
67,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
68,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
68,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
69,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
69,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
70,[START] ice [END],,,,,,Ice,en,-0.2439262270927429,Q23392
70,[START] enforcement [END],,,,,,Enforcement,en,-0.212999626994133,Q4202277
71,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
71,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
72,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
72,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
73,[START] migrants [END],,,,,,Immigration,en,-0.2622115612030029,Q131288
74,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
74,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
75,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
75,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
76,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
76,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
77,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
77,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
78,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
78,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
79,[START] agents [END],,,,,,Agent (economics),en,-0.2408892512321472,Q1415187
79,[START] border patrol [END],,,,,,Border guard,en,-0.2014978677034378,Q138775
79,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
80,[START] asylum [END],,,,,,Right of asylum,en,-0.3725232779979706,Q11283415
80,[START] court [END],,,,,,Court,en,-0.4198017716407776,Q41487
80,[START] policy [END],,,,,,Policy,en,-0.254163384437561,Q1156854
81,[START] belarusian [END],8.0,MISC,0.8901251554489136,0.0,belarusi,Belarusian language,en,-0.4655294716358185,Q9091
82,[START] title [END],,,,,,Title (property),en,-0.2228261679410934,Q13629195
82,[START] title 42 [END],,,,,,Title 42,en,-0.1877558827400207,Q7810086
82,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
83,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
84,[START] migrants [END],,,,,,Immigration,en,-0.2622113823890686,Q131288
85,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
85,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
86,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
86,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
87,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
87,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
88,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
88,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
89,[START] ukraine [END],6.0,MISC,0.8481897711753845,0.0,ukrain,Ukraina lingvo,eo,-0.2749488949775696,Q8798
89,[START] ukrainian [END],6.0,MISC,0.9741621613502502,0.0,ukrain,Ukrainian language,en,-0.1222249567508697,Q8798
90,[START] asylum [END],,,,,,Right of asylum,en,-0.3726243376731872,Q11283415
90,[START] court [END],,,,,,Court,en,-0.4194363951683044,Q41487
90,[START] policy [END],,,,,,Policy,en,-0.2542406916618347,Q1156854
91,[START] vaccine [END],,,,,,Vaccine,en,-0.1136993467807769,Q134808
91,[START] health [END],,,,,,Health,en,-0.1490348130464553,Q12147
92,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
92,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
93,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
93,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
94,[START] children [END],,,,,,Child,en,-0.3465884923934936,Q7569
94,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
94,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251290023326874,Q370325
95,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
95,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
96,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
96,[START] migrants [END],,,,,,Immigration,en,-0.2622115612030029,Q131288
96,[START] number [END],,,,,,Number,en,-0.1711077541112899,Q11563
97,[START] children [END],,,,,,Child,en,-0.3466481268405914,Q7569
97,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
97,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251290619373321,Q370325
98,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
98,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
99,[START] title [END],,,,,,Title (property),en,-0.2225920259952545,Q13629195
99,[START] title 42 [END],,,,,,Title 42,en,-0.1876624971628189,Q7810086
99,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
100,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
100,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
101,[START] title [END],,,,,,Title (property),en,-0.222592294216156,Q13629195
101,[START] title 42 [END],,,,,,Title 42,en,-0.1876632124185562,Q7810086
101,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
102,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
102,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
103,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
103,[START] crisis [END],,,,,,Crisis,en,-0.3368910253047943,Q381072
104,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
104,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
105,[START] title [END],,,,,,Title (property),en,-0.2225919961929321,Q13629195
105,[START] title 42 [END],,,,,,Title 42,en,-0.1876631081104278,Q7810086
105,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
106,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
106,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
107,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
107,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
108,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
108,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
109,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
109,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
110,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
110,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
111,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
111,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
112,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
112,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
113,[START] voters [END],,,,,,Voting,en,-0.2534821331501007,Q189760
113,[START] poll [END],,,,,,Opinion poll,en,-0.258763313293457,Q49958
113,[START] immigration [END],,,,,,Immigration,en,-0.1730318367481231,Q131288
114,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
114,[START] migrants [END],,,,,,Immigration,en,-0.2622116208076477,Q131288
114,[START] number [END],,,,,,Number,en,-0.171107530593872,Q11563
115,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
115,[START] border wall [END],,,,,,Border barrier,en,-0.3948021829128265,Q1314535
115,[START] construction [END],,,,,,Construction,en,-0.1287315338850021,Q385378
116,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
116,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
117,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
117,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
118,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
118,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
119,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
119,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
120,[START] citizenship [END],,,,,,Citizenship,en,-0.0978360995650291,Q42138
120,[START] immigration [END],,,,,,Immigration,en,-0.173031747341156,Q131288
120,[START] immigrants [END],,,,,,Immigration,en,-0.2064015418291092,Q131288
121,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
121,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
122,[START] children [END],,,,,,Child,en,-0.3466481268405914,Q7569
122,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
122,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251290619373321,Q370325
123,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
123,[START] agents [END],,,,,,Agent (economics),en,-0.2408892959356308,Q1415187
123,[START] migrants [END],,,,,,Immigration,en,-0.2622113823890686,Q131288
124,[START] refugee [END],,,,,,Refugee,en,-0.1292267590761184,Q131572
124,[START] refugees [END],,,,,,Refugee,en,-0.1331114768981933,Q131572
125,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
125,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
127,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
127,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
128,[START] asylum [END],,,,,,Right of asylum,en,-0.3726248145103454,Q11283415
128,[START] court [END],,,,,,Court,en,-0.4194361567497253,Q41487
128,[START] policy [END],,,,,,Policy,en,-0.2542411684989929,Q1156854
129,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
129,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
130,[START] democrats [END],,,,,,Democratic Party (United States),en,-0.2711302638053894,Q29552
130,[START] senate [END],,,,,,Senate of the Republic (Italy),en,-0.3428106606006622,Q633872
130,[START] republicans [END],,,,,,Republicanism in the United States,en,-0.2000030130147934,Q3277720
131,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
131,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
132,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
132,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
133,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
133,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
134,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
134,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
135,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
135,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
136,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
136,[START] president [END],,,,,,President (corporate title),en,-0.240527868270874,Q1255921
137,[START] migrants [END],,,,,,Immigration,en,-0.2622063457965851,Q131288
137,[START] truck [END],,,,,,Truck,en,-0.1200924441218376,Q43193
138,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
138,[START] security [END],,,,,,Security,en,-0.1848109662532806,Q2526135
139,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
139,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
140,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
140,[START] president [END],,,,,,President (corporate title),en,-0.2405276745557785,Q1255921
141,[START] agents [END],,,,,,Agent (economics),en,-0.2409409880638122,Q1415187
141,[START] border patrol [END],,,,,,Border guard,en,-0.2014978677034378,Q138775
141,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
142,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
142,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
143,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
143,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
144,[START] vaccine [END],,,,,,Vaccine,en,-0.1136992275714874,Q134808
144,[START] health [END],,,,,,Health,en,-0.1490347683429718,Q12147
145,[START] title [END],,,,,,Title (property),en,-0.2225920259952545,Q13629195
145,[START] title 42 [END],,,,,,Title 42,en,-0.1876624971628189,Q7810086
145,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
146,[START] caravan [END],,,,,,Caravan (towed trailer),en,-0.2865845561027527,Q216040
146,[START] migrants [END],,,,,,Immigration,en,-0.2622116506099701,Q131288
147,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
147,[START] president [END],,,,,,President (corporate title),en,-0.240527868270874,Q1255921
148,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
148,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
149,[START] children [END],,,,,,Child,en,-0.3465887010097503,Q7569
149,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
149,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251288831233978,Q370325
150,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
150,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
151,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
151,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
152,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
152,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
153,[START] children [END],,,,,,Child,en,-0.3466481268405914,Q7569
153,[START] border [END],,,,,,Border,en,-0.2581031322479248,Q133346
153,[START] unaccompanied [END],,,,,,Unaccompanied minor,en,-0.3251290619373321,Q370325
154,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
154,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
155,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
155,[START] president [END],,,,,,President (corporate title),en,-0.2404444515705108,Q1255921
156,[START] title [END],,,,,,Title (property),en,-0.2225919961929321,Q13629195
156,[START] title 42 [END],,,,,,Title 42,en,-0.1876631081104278,Q7810086
156,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
157,[START] asylum [END],,,,,,Right of asylum,en,-0.3726244568824768,Q11283415
157,[START] court [END],,,,,,Court,en,-0.4194365739822387,Q41487
157,[START] policy [END],,,,,,Policy,en,-0.2542406916618347,Q1156854
158,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
158,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
159,[START] migrants [END],,,,,,Immigration,en,-0.2622063755989074,Q131288
159,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
160,[START] migrants [END],,,,,,Immigration,en,-0.2622113823890686,Q131288
161,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
161,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
162,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
162,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
163,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
163,[START] president [END],,,,,,President (corporate title),en,-0.2405277788639068,Q1255921
164,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
165,[START] border [END],,,,,,Border,en,-0.2581029832363128,Q133346
165,[START] president [END],,,,,,President (corporate title),en,-0.2405276745557785,Q1255921
166,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
167,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
167,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
168,[START] border [END],,,,,,Border,en,-0.2581032812595367,Q133346
168,[START] crisis [END],,,,,,Crisis,en,-0.3368355333805084,Q381072
169,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
170,[START] afghans [END],,,,,,List of Afghan detainees at Guantanamo Bay,en,-0.4642387926578522,Q4689122
171,[START] border [END],,,,,,Border,en,-0.258081704378128,Q133346
171,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
172,[START] border [END],,,,,,Border,en,-0.2580815851688385,Q133346
172,[START] president [END],,,,,,President (corporate title),en,-0.2404446601867675,Q1255921
173,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
173,[START] president [END],,,,,,President (corporate title),en,-0.240444540977478,Q1255921
174,[START] border [END],,,,,,Border,en,-0.25808185338974,Q133346
174,[START] president [END],,,,,,President (corporate title),en,-0.2404444217681884,Q1255921
175,[START] border [END],,,,,,Border,en,-0.2580816447734833,Q133346
