id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
11,Mexico President  [START] Lopez Obrador [END] : US.-Mexico border ‘out of control’,30.0,PER,0.9999904036521912,17.0,Lopez Obrador,Andrés Manuel López Obrador,en,-0.14315788447856903,Q318508
11,Mexico President Lopez Obrador:  [START] US.- [END] Mexico border ‘out of control’,36.0,MISC,0.6636389493942261,32.0,US-,United States,en,-0.17794768512248993,Q30
11,Mexico President Lopez Obrador: US.- [START] Mexico [END]  border ‘out of control’,42.0,LOC,0.9571270942687988,36.0,Mexico,Mexico,en,-0.10366140305995941,Q96
12,Migrants stuck in  [START] Mexico [END]  hopeful U.S. will lift COVID-era expulsion policy at border,24.0,LOC,0.9999971389770508,18.0,Mexico,Mexico,en,-0.10167136788368225,Q96
12,Migrants stuck in Mexico hopeful  [START] U.S [END] . will lift COVID-era expulsion policy at border,36.0,LOC,0.999994158744812,33.0,US,United States,en,-0.1109003871679306,Q30
12,Migrants stuck in Mexico hopeful U.S. will lift  [START] COVID-era [END]  expulsion policy at border,57.0,MISC,0.9725155234336852,48.0,COVID-era,Coordinating Committee for Multilateral Export Controls,en,-0.7130540013313293,Q856371
13, [START] Afghan [END]  basketball star finds hope in Spain after fleeing Taliban,6.0,MISC,0.8726921081542969,0.0,Afghan,Afghanistan,en,-0.2023865133523941,Q889
13,Afghan basketball star finds hope in  [START] Spain [END]  after fleeing Taliban,42.0,LOC,0.9999985694885254,37.0,Spain,Spain,en,-0.10641513019800186,Q29
13,Afghan basketball star finds hope in Spain after fleeing  [START] Taliban [END] ,64.0,ORG,0.7760450839996338,57.0,Taliban,Taliban,en,-0.09758112579584122,Q42418
16, [START] Biden [END]  immigration policies under scrutiny after migrant deaths in Texas,5.0,PER,0.999973475933075,0.0,Biden,Joe Biden,en,-0.07458511739969254,Q6279
16,Biden immigration policies under scrutiny after migrant deaths in  [START] Texas [END] ,71.0,LOC,0.9999948740005492,66.0,Texas,Texas,en,-0.1025073304772377,Q1439
17,Illegal immigrant acquitted of  [START] Kate Steinle [END] ’s death,43.0,PER,0.9999866485595704,31.0,Kate Steinle,Kate Steinle,en,-0.09244003891944885,Q20668469
18, [START] DHS Secy [END] . Mayorkas warns migrants not to travel to southern border,8.0,ORG,0.9965273141860962,0.0,DHS Secy,Department of Homeland Security,en,-0.4752003252506256,Q11231
18,DHS Secy.  [START] Mayorkas [END]  warns migrants not to travel to southern border,18.0,PER,0.9998809099197388,10.0,Mayorkas,Mayorkas,en,-0.35040998458862305,Q4714600
19,2nd bus from  [START] Texas [END]  drops off illegal immigrants in D.C.,18.0,LOC,0.9999961853027344,13.0,Texas,Texas,en,-0.1018131822347641,Q1439
19,2nd bus from Texas drops off illegal immigrants in  [START] D.C [END] .,54.0,LOC,0.999990463256836,51.0,D.C,"Washington, D.C.",en,-0.1090984046459198,Q61
20,Baby Formula Shortage: What the  [START] FDA [END]  isn’t telling you,35.0,ORG,0.9999940395355223,32.0,FDA,Food and Drug Administration,en,-0.14705929160118103,Q204711
21, [START] White House [END] ’s end to Title 42 to be argued in court as end date looms,11.0,LOC,0.9999862909317015,0.0,White House,White House,en,-0.11229610443115234,Q35525
21,White House’s end to  [START] Title 42 [END]  to be argued in court as end date looms,29.0,MISC,0.9999650716781616,21.0,Title 42,Title 42 of the United States Code,en,-0.10202369838953018,Q7810086
24, [START] SCOTUS [END]  Sides With Biden Over Trump's 'Remain In Mexico' Policy,6.0,ORG,0.9999902844429016,0.0,SCOTUS,Secretariat of Communications and Transportation (Mexico),en,-0.27717840671539307,Q750174
24,SCOTUS Sides With  [START] Biden [END]  Over Trump's 'Remain In Mexico' Policy,23.0,PER,0.9999942183494568,18.0,Biden,Joe Biden,en,-0.08658626675605774,Q6279
24,SCOTUS Sides With Biden Over  [START] Trump [END] 's 'Remain In Mexico' Policy,34.0,PER,0.9999600648880004,29.0,Trump,Donald Trump,en,-0.11029050499200821,Q22686
24,SCOTUS Sides With Biden Over Trump's 'Remain In  [START] Mexico [END] ' Policy,54.0,LOC,0.9999700784683228,48.0,Mexico,Mexico,en,-0.12295522540807724,Q96
25,Humanitarian Crisis At  [START] The Border [END]  Is Worsening But Biden Doesn't Care,33.0,LOC,0.9989907145500184,23.0,The Border,The Border (TV series),en,-0.19015461206436157,Q613076
25,Humanitarian Crisis At The Border Is Worsening But  [START] Biden [END]  Doesn't Care,56.0,PER,0.9999899864196776,51.0,Biden,Joe Biden,en,-0.09874159842729568,Q6279
26,"In  [START] South Texas [END] , The Border Crisis Is Becoming A Constitutional Crisis",14.0,LOC,0.9999657869338988,3.0,South Texas,South Texas,en,-0.09041959047317505,Q2393494
27,"Left Unchecked,  [START] Biden [END] ’s Border Crisis Will Become The New Normal",21.0,PER,0.9999787211418152,16.0,Biden,Joe Biden,en,-0.1802062839269638,Q6279
28,"On  [START] Remote Texas [END]  Borderland, The World Is Crossing The Rio Grande",15.0,LOC,0.9954739809036256,3.0,Remote Texas,The Texas Chainsaw Massacre (franchise),en,-0.7425585389137268,Q80981
28,"On Remote Texas Borderland, The World Is Crossing The  [START] Rio Grande [END] ",64.0,LOC,0.9966731071472168,54.0,Rio Grande,Rio Grande,en,-0.10262005031108856,Q160636
29,"No Matter If  [START] Title 42 [END]  Stays Or Goes, A Massive Migrant Influx Is Coming",21.0,MISC,0.9853109121322632,13.0,Title 42,Title 42,en,-0.1912664771080017,Q7810086
30,The  [START] Biden [END]  Border Crisis Is Real And It’s About To Get Much Worse,9.0,MISC,0.9962770938873292,4.0,Biden,Joe Biden,en,-0.15217332541942596,Q6279
31," [START] Guatemala [END]  President Blames Biden For Border Crisis, Kamala Harris Deflects, Blaming Climate Change",9.0,LOC,0.9999922513961792,0.0,Guatemala,Guatemala,en,-0.12180811166763306,Q774
31,"Guatemala President Blames  [START] Biden [END]  For Border Crisis, Kamala Harris Deflects, Blaming Climate Change",32.0,PER,0.9999879002571106,27.0,Biden,Joe Biden,en,-0.09759888052940369,Q6279
31,"Guatemala President Blames Biden For Border Crisis,  [START] Kamala Harris [END]  Deflects, Blaming Climate Change",65.0,PER,0.9999788403511048,52.0,Kamala Harris,Kamala Harris,en,-0.13143934309482574,Q10853588
32,The ‘Root Causes’ Of The Migrant Crisis Are  [START] Biden [END] ’s Border Policies,49.0,PER,0.999976396560669,44.0,Biden,Joe Biden,en,-0.07916934043169022,Q6279
33, [START] Biden [END]  Ramps Up Border Patrol Whipping Lie: 'It's Outrageous',5.0,PER,0.9999854564666748,0.0,Biden,Joe Biden,en,-0.10023101419210434,Q6279
33,Biden Ramps Up  [START] Border Patrol [END]  Whipping Lie: 'It's Outrageous',28.0,ORG,0.9919381141662598,15.0,Border Patrol,United States Border Patrol,en,-0.12547317147254944,Q187954
34,How  [START] American [END] s Are Rescuing The People Biden Left Behind In Afghanistan,12.0,MISC,0.9986786246299744,4.0,American,United States,en,-0.17077457904815674,Q30
34,How Americans Are Rescuing The People  [START] Biden [END]  Left Behind In Afghanistan,43.0,PER,0.9999893307685852,38.0,Biden,Joe Biden,en,-0.11204659938812256,Q6279
34,How Americans Are Rescuing The People Biden Left Behind In  [START] Afghanistan [END] ,70.0,LOC,0.9999954700469972,59.0,Afghanistan,Afghanistan,en,-0.14732158184051514,Q889
35, [START] DeSantis [END]  Blocks Biden Admin's International Child-Trafficking Scheme In Florida,8.0,PER,0.999976396560669,0.0,DeSantis,DeSantis,en,-0.18334317207336426,Q56244080
35,DeSantis Blocks  [START] Biden [END]  Admin's International Child-Trafficking Scheme In Florida,21.0,PER,0.9998551607131958,16.0,Biden,Joe Biden,en,-0.08610611408948898,Q6279
35,DeSantis Blocks Biden Admin's International Child-Trafficking Scheme In  [START] Florida [END] ,79.0,LOC,0.9999945163726808,72.0,Florida,Florida,en,-0.1166677176952362,Q812
36," [START] Border Dis [END] patch, Part I: 'Everyone Who Arrives Here Has Paid'",10.0,MISC,0.7347595691680908,0.0,Border Dis,Border states (American Civil War),en,-0.6275827288627625,Q669269
36,"Border Dis [START] pat [END] ch, Part I: 'Everyone Who Arrives Here Has Paid'",13.0,ORG,0.7715180516242981,10.0,pat,Pattern coin,en,-0.6319804787635803,Q1241019
36,"Border Dispat [START] ch [END] , Part I: 'Everyone Who Arrives Here Has Paid'",15.0,MISC,0.7558290362358093,13.0,ch,"List of minor Old Testament figures, A–K",en,-0.36850225925445557,Q2712858
37, [START] Kamala [END]  Called Migrant Camps An 'Abuse' Until She Took Charge,6.0,PER,0.9998835325241088,0.0,Kamala,Kamala (wrestler),en,-0.2071218490600586,Q983418
39,The Bishops' Misapplication Of  [START] Catholic [END]  Charity On Our Southern Border,39.0,MISC,0.9999881982803344,31.0,Catholic,Catholic Church,en,-0.1042230948805809,Q9592
40, [START] Biden [END] 's Open Border Policies Are Deadly,5.0,PER,0.9999862909317015,0.0,Biden,Joe Biden,en,-0.10183588415384293,Q6279
41,Border States Need To Override  [START] Biden [END]  And Secure Their Own Borders,36.0,PER,0.999960958957672,31.0,Biden,Joe Biden,en,-0.16538192331790924,Q6279
42,Illegal Immigration Is About To Surge.  [START] Biden [END] 's Plan Is To Open The Border,44.0,PER,0.9999886751174928,39.0,Biden,Joe Biden,en,-0.10668721050024033,Q6279
43,Lawsuit: Universities Are Helping Foreign Students Illegally Enter The  [START] U.S [END] .,74.0,LOC,0.99992436170578,71.0,U.S,United States,en,-0.11688580363988876,Q30
44,More Than 221K Migrants Caught Illegally Crossing  [START] U.S [END] . Border In March,53.0,LOC,0.9999608993530272,50.0,U.S,United States,en,-0.12297813594341278,Q30
45, [START] Biden [END]  Admin Hiding Flights Scattering Illegal Migrants Around The Country,5.0,PER,0.9997957348823548,0.0,Biden,Joe Biden,en,-0.10287933796644211,Q6279
46,Gov.  [START] Abbott [END]  Is Staging Political Theater As The Border Explodes,11.0,PER,0.9999818205833436,5.0,Abbott,Tony Abbott,en,-0.42441031336784363,Q348577
47,Debunking  [START] Biden [END] 's SOTU Border Baloney Line By Line,15.0,PER,0.9999771118164062,10.0,Biden,Joe Biden,en,-0.0766119733452797,Q6279
47,Debunking Biden's  [START] SOTU [END]  Border Baloney Line By Line,22.0,MISC,0.7687997817993164,18.0,SOTU,Southern Oregon University,en,-0.9768028855323792,Q1888661
48," [START] Biden [END]  Weakens Border As Illegal Crossings, Cartel Unrest Grows",5.0,PER,0.9999788403511048,0.0,Biden,Joe Biden,en,-0.2281443029642105,Q6279
49," [START] Border Dispatch [END] , Part II: 'The Cartel Controls Everything Here Now'",15.0,ORG,0.9533795118331908,0.0,Border Dispatch,List of minor The Hitchhiker's Guide to the Galaxy characters,en,-0.7905551791191101,Q1039078
50, [START] Biden [END]  Is The Worst Left-Wing Culture Warrior Since Obama,5.0,PER,0.9999946355819702,0.0,Biden,Joe Biden,en,-0.07820936292409897,Q6279
50,Biden Is The Worst Left-Wing Culture Warrior Since  [START] Obama [END] ,56.0,PER,0.999976634979248,51.0,Obama,Barack Obama,en,-0.09302984178066254,Q76
51, [START] Afg [END] han Family Abandoned By Biden Finally Reunited With American Dad,3.0,MISC,0.9994949102401732,0.0,Afg,Afg,en,-0.5866751074790955,Q250298
51,Afghan Family Abandoned By  [START] Biden [END]  Finally Reunited With American Dad,32.0,PER,0.9999912977218628,27.0,Biden,Joe Biden,en,-0.07818067818880081,Q6279
51,Afghan Family Abandoned By Biden Finally Reunited With  [START] American [END]  Dad,63.0,MISC,0.9998782873153688,55.0,American,United States,en,-0.20078341662883759,Q30
52, [START] Biden [END] 's Border Circus Surpassed 2 Million Arrests In 2021 -- And He's Going For A Second Record-Breaking Year,5.0,PER,0.9999826550483704,0.0,Biden,Joe Biden,en,-0.12350503355264664,Q6279
52,Biden's  [START] Border Circus [END]  Surpassed 2 Million Arrests In 2021 -- And He's Going For A Second Record-Breaking Year,21.0,ORG,0.9136836528778076,8.0,Border Circus,Border Bulldogs,en,-1.4707908630371094,Q651731
53,"To Secure The Border,  [START] Texas [END]  Gov. Greg Abbott Should Shut It Down",27.0,LOC,0.9999914169311525,22.0,Texas,Texas,en,-0.1089349091053009,Q1439
53,"To Secure The Border, Texas Gov.  [START] Greg Abbott [END]  Should Shut It Down",44.0,PER,0.9999880790710448,33.0,Greg Abbott,Greg Abbott,en,-0.08850862830877304,Q5605224
55,Poll Finds All Those People Moving To  [START] Texas [END]  Aren't Voting For Democrats,43.0,LOC,0.9999929666519164,38.0,Texas,Texas,en,-0.11053982377052307,Q1439
55,Poll Finds All Those People Moving To Texas Aren't Voting For  [START] Democrat [END] s,70.0,MISC,0.9999881982803344,62.0,Democrat,Democratic Party (United States),en,-0.11433936655521393,Q29552
56," [START] Abbott [END] ’s DC Caravan Gimmick Won’t Secure The Border, But This Will",6.0,PER,0.9976129531860352,0.0,Abbott,Abbott and Costello,en,-0.5074506402015686,Q23679
56,"Abbott’s  [START] DC [END]  Caravan Gimmick Won’t Secure The Border, But This Will",11.0,LOC,0.999969720840454,9.0,DC,DC Comics,en,-0.5243982076644897,Q2924461
58, [START] Australia [END]  Admits Letting Djokovic Stay Would've Undermined Police State,9.0,LOC,0.9999974966049194,0.0,Australia,Australia,en,-0.30724644660949707,Q408
58,Australia Admits Letting  [START] Djokovic [END]  Stay Would've Undermined Police State,33.0,PER,0.9999892115592957,25.0,Djokovic,Novak Djokovic,en,-0.18690262734889984,Q5812
59,"Mass Immigration Turned  [START] California [END]  Blue, And Your State Might Be Next",34.0,LOC,0.9999903440475464,24.0,California,California,en,-0.2299203723669052,Q99
60, [START] United Nations [END]  Grantee Uses U.S. Tax Dollars To Fund Illegal Immigration,14.0,ORG,0.9999924898147584,0.0,United Nations,United Nations,en,-0.12070862203836441,Q1065
60,United Nations Grantee Uses  [START] U.S. [END]  Tax Dollars To Fund Illegal Immigration,32.0,LOC,0.9990546703338624,28.0,US.,United States,en,-0.1459392011165619,Q30
61,"If  [START] Biden [END]  Cared About Border Security, ICE Would Arrest More Illegals",8.0,PER,0.9999781847000122,3.0,Biden,Joe Biden,en,-0.07552891224622726,Q6279
61,"If Biden Cared About Border Security,  [START] ICE [END]  Would Arrest More Illegals",41.0,ORG,0.9998047351837158,38.0,ICE,Interstate Commerce Commission,en,-0.42041015625,Q1647715
62,7 Media Lies  [START] Katie Couric [END]  Would Decry If She Really Hated Disinformation,25.0,PER,0.9999920129776,13.0,Katie Couric,Katie Couric,en,-0.13833272457122803,Q230739
65, [START] Biden [END]  Admin Released A Border-Crossing Terrorist Suspect Into The U.S.,5.0,PER,0.9999558925628662,0.0,Biden,Joe Biden,en,-0.11304616183042526,Q6279
65,Biden Admin Released A Border-Crossing Terrorist Suspect Into The  [START] U.S [END] .,69.0,LOC,0.9999729990959167,66.0,U.S,United States,en,-0.1242002621293068,Q30
66, [START] Kamala Harris [END]  Laughs When Asked If She Plans To Tour Southern Border,13.0,PER,0.9999697804450988,0.0,Kamala Harris,Kamala Harris,en,-0.13972719013690948,Q10853588
66,Kamala Harris Laughs When Asked If She Plans To Tour  [START] Southern Border [END] ,68.0,LOC,0.9999675750732422,53.0,Southern Border,Southern Border,en,-0.7783528566360474,Q7569687
68, [START] Democratic Rep [END] . Blasts Federal Government For Leaving Border Patrol Agents In The Dust Amid Border Crisis,14.0,MISC,0.9559671878814696,0.0,Democratic Rep,Democratic Party (United States),en,-0.35713323950767517,Q29552
69,"Illegal Immigrants Break Into  [START] Texas [END]  Home, Steal Guns, Ammo And Food",35.0,LOC,0.999991536140442,30.0,Texas,Texas,en,-0.18167626857757568,Q1439
70, [START] ICE [END]  Officials Made The Lowest Number Of Arrests In At Least A Decade: REPORT,3.0,ORG,0.999753713607788,0.0,ICE,Interstate Commerce Commission,en,-0.4339122772216797,Q1647715
71,‘On The Move Again’ —  [START] Biden [END]  Focuses Joint Session Address On Jobs And Families,27.0,PER,0.9999908208847046,22.0,Biden,Joe Biden,en,-0.0964660570025444,Q6279
72,"EXCLUSIVE: ‘It’s Not Fair To Us, The Taxpayers’:  [START] Del Rio [END]  Residents Blast Biden On Handling Of The Border Crisis",56.0,LOC,0.9999196529388428,49.0,Del Rio,"Del Rio, Texas",en,-0.28672122955322266,Q970792
72,"EXCLUSIVE: ‘It’s Not Fair To Us, The Taxpayers’: Del Rio Residents Blast  [START] Biden [END]  On Handling Of The Border Crisis",78.0,PER,0.99996817111969,73.0,Biden,Joe Biden,en,-0.11051353812217712,Q6279
73,"Special Envoy For  [START] Haiti [END]  Resigns Over Biden’s ‘Inhumane, Counterproductive Decision To Deport’ Haitians",23.0,LOC,0.9999820590019226,18.0,Haiti,Haiti,en,-0.13266758620738983,Q790
73,"Special Envoy For Haiti Resigns Over  [START] Biden [END] ’s ‘Inhumane, Counterproductive Decision To Deport’ Haitians",42.0,PER,0.9999873042106628,37.0,Biden,Joe Biden,en,-0.07800490409135818,Q6279
73,"Special Envoy For Haiti Resigns Over Biden’s ‘Inhumane, Counterproductive Decision To Deport’  [START] Hai [END] tians",97.0,MISC,0.9953659772872924,94.0,Hai,Haiti,en,-0.4487435817718506,Q790
74,Gov.  [START] Abbott [END]  Approves Using State Vehicles As ‘Steel Barrier’ To Stop Surge In Border Crossings,11.0,PER,0.9999802112579346,5.0,Abbott,Tony Abbott,en,-0.3132818043231964,Q348577
75,56  [START] House [END]  Republicans Call On Biden To Fire Harris From Border Crisis Role,8.0,ORG,0.999610722064972,3.0,House,United States House of Representatives,en,-0.1389450579881668,Q11701
75,56 House  [START] Republican [END] s Call On Biden To Fire Harris From Border Crisis Role,19.0,MISC,0.9743503332138062,9.0,Republican,Republican Party (United States),en,-0.11562420427799225,Q29468
75,56 House Republicans Call On  [START] Biden [END]  To Fire Harris From Border Crisis Role,34.0,PER,0.9999854564666748,29.0,Biden,Joe Biden,en,-0.08724936097860336,Q6279
75,56 House Republicans Call On Biden To Fire  [START] Harris [END]  From Border Crisis Role,49.0,PER,0.999981164932251,43.0,Harris,Bob Harris (radio presenter),en,-0.5040363073348999,Q4932701
75,56 House Republicans Call On Biden To Fire Harris From  [START] Bord [END] er Crisis Role,59.0,MISC,0.7116367816925049,55.0,Bord,Borders Group,en,-0.26851552724838257,Q893430
76,EXCLUSIVE:  [START] Guatemala [END] n President Says Biden‘s Border ‘Confusion’ Is Encouraging Smugglers To Exploit Children,20.0,MISC,0.9998989105224608,11.0,Guatemala,Guatemala,en,-0.16331100463867188,Q774
76,EXCLUSIVE: Guatemalan President Says  [START] Biden [END] ‘s Border ‘Confusion’ Is Encouraging Smugglers To Exploit Children,42.0,PER,0.9999915957450868,37.0,Biden,Joe Biden,en,-0.08448765426874161,Q6279
77,‘Sanctuary State’ Governor Faces Backlash From Pro-Illegal Immigration Groups Over  [START] COVID-19 [END]  Relief Benefits,91.0,MISC,0.9999439716339112,83.0,COVID-19,"Committee on Civil Liberties, Justice and Home Affairs",en,-1.2517255544662476,Q780180
78,SMUGGLER’S PARADISE: How  [START] American [END]  Teenagers Are Being Lured Into Human Trafficking On Social Media,33.0,MISC,0.9999680519104004,25.0,American,United States,en,-0.18403372168540955,Q30
79,Video Appears To Show Border Agents On Horseback Herding  [START] Haitian [END]  Migrants,64.0,MISC,0.952959418296814,57.0,Haitian,Haitians,en,-0.17283543944358826,Q4131845
80,Immigration Attorneys Refuse To Be ‘Complicit’ In  [START] Biden [END] ’s Restarted Trump-Era Migrant Removal Program,55.0,PER,0.9999849796295166,50.0,Biden,Joe Biden,en,-0.07883506268262863,Q6279
80,Immigration Attorneys Refuse To Be ‘Complicit’ In Biden’s Restarted  [START] Trump-Era [END]  Migrant Removal Program,77.0,MISC,0.9994946718215942,68.0,Trump-Era,Presidency of Donald Trump,en,-0.21107108891010284,Q27809653
81,"‘They’re Sick Of The Country’: Number Of  [START] Russian [END] s Seeking Asylum In The US Jumps Amid Pandemic, Protests",48.0,MISC,0.9999849796295166,41.0,Russian,Russians,en,-0.13303349912166595,Q49542
81,"‘They’re Sick Of The Country’: Number Of Russians Seeking Asylum In The  [START] US [END]  Jumps Amid Pandemic, Protests",74.0,LOC,0.9999879598617554,72.0,US,United States,en,-0.1372527927160263,Q30
82,What Will It Mean For The Border If  [START] Biden [END]  Ends The Immediate Expulsion Of Migrants?,41.0,PER,0.999991774559021,36.0,Biden,Joe Biden,en,-0.09427240490913391,Q6279
83, [START] Biden [END] : Afghan Refugees ‘Are All Over The Country. I’m Sure I Will Be Seeing Some Of Them’,5.0,PER,0.9999895691871644,0.0,Biden,Joe Biden,en,-0.12851934134960175,Q6279
83,Biden:  [START] Afghan [END]  Refugees ‘Are All Over The Country. I’m Sure I Will Be Seeing Some Of Them’,13.0,MISC,0.9999616742134094,7.0,Afghan,Afghanistan,sv,-0.3434763550758362,Q889
84, [START] Daily Caller [END]  Field Reporter Tells Fox News Migrants Are Being Released ‘In Record Numbers’,12.0,ORG,0.999990940093994,0.0,Daily Caller,The Daily Caller,en,-0.10821308940649033,Q7728625
84,Daily Caller Field Reporter Tells  [START] Fox News [END]  Migrants Are Being Released ‘In Record Numbers’,42.0,ORG,0.9999957084655762,34.0,Fox News,Fox News,en,-0.09494993835687637,Q186068
85, [START] Kamala Harris [END] ’ Team Reportedly Panicked After Biden Gave Her Immigration Assignment,13.0,PER,0.9999819397926332,0.0,Kamala Harris,Kamala Harris,en,-0.15432588756084442,Q10853588
85,Kamala Harris’ Team Reportedly Panicked After  [START] Biden [END]  Gave Her Immigration Assignment,51.0,PER,0.999988853931427,46.0,Biden,Joe Biden,en,-0.1855434775352478,Q6279
86, [START] Biden [END] ’s Pick To Lead ICE Didn’t Like Reporting Illegal Immigrants To Feds,5.0,PER,0.9999879002571106,0.0,Biden,Joe Biden,de,-0.21412189304828644,Q6279
86,Biden’s Pick To Lead  [START] ICE [END]  Didn’t Like Reporting Illegal Immigrants To Feds,24.0,ORG,0.999826192855835,21.0,ICE,Immigration and Nationality Act of 1965,en,-0.525547444820404,Q505311
86,Biden’s Pick To Lead ICE Didn’t Like Reporting Illegal Immigrants To  [START] Feds [END] ,73.0,ORG,0.996629238128662,69.0,Feds,Federal Reserve Board of Governors,en,-0.5196207165718079,Q5440396
87, [START] PATEL [END] : Are Republicans A Bunch Of Racists?,5.0,LOC,0.9674294590950012,0.0,PATEL,United States Senate Committee on Homeland Security and Governmental Affairs,en,-0.6803911328315735,Q1489338
87,PATEL: Are  [START] Republican [END] s A Bunch Of Racists?,21.0,MISC,0.999987244606018,11.0,Republican,Republican Party (United States),en,-0.13522954285144806,Q29468
88,Hundreds of  [START] Mexican [END]  Children Were Deported While The Biden Admin Finds Sponsors For Others,19.0,MISC,0.9999843835830688,12.0,Mexican,Mexicans,en,-0.20170214772224426,Q1209676
88,Hundreds of Mexican Children Were Deported While The  [START] Biden [END]  Admin Finds Sponsors For Others,58.0,PER,0.9999420046806335,53.0,Biden,Joe Biden,en,-0.0793541818857193,Q6279
89, [START] Biden [END]  Admin Launches Ukrainian Refugee Sponsorship Program,5.0,PER,0.9949160218238832,0.0,Biden,Joe Biden,en,-0.10113835334777832,Q6279
89,Biden Admin Launches  [START] Ukrainian [END]  Refugee Sponsorship Program,30.0,MISC,0.897729754447937,21.0,Ukrainian,Ukraine,en,-0.24416828155517578,Q212
90,Migrants Long Stuck In  [START] Mexico [END]  Due To Trump Policies Hopeful About Biden’s Presidency,29.0,LOC,0.9999982118606568,23.0,Mexico,Mexico,en,-0.14323577284812927,Q96
