id,author_organization,end,entity_group,score,start,word
3479,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3482,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3553,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3585,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3649,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3653,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3669,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3703,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3706,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3749,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3755,Washington Examiner,19.0,ORG,0.9999918937683105,0.0,Washington Examiner
3785,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3786,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3787,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3788,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3789,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3790,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3791,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3792,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3793,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
3794,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3795,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3796,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3797,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3798,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3799,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3800,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3801,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3802,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3803,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3804,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3805,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3806,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3807,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3808,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3809,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3810,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3811,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3812,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3813,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3814,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3815,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3816,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3817,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3818,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3819,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3820,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3821,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3822,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3823,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3824,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3825,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3826,Common Dreams,,,,,
3827,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3828,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3829,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3830,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3831,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3832,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3833,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3834,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3835,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3836,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3837,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3838,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3839,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3840,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3841,Labor Notes,,,,,
3842,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3843,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3844,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3845,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3846,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3847,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3848,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3849,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3850,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3851,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3852,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3853,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3854,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3855,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3856,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3857,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3858,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3859,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3860,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3861,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3862,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3863,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3864,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3865,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3866,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3867,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3868,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3869,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3870,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3871,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3872,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3873,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3874,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3875,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3876,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3877,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3878,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3879,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3880,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3881,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3882,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3883,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3884,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3885,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3886,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3887,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3888,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3889,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3890,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3891,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3892,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3893,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3894,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3895,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3896,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3897,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3898,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3899,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3900,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3901,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3902,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3903,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3904,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3905,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3906,Common Dreams,,,,,
3907,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3908,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3909,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3910,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3911,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3912,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3913,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3914,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3915,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3916,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3917,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3918,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3919,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3920,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3921,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3922,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3923,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3924,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
3925,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3926,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3927,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3928,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3929,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3930,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3931,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3932,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3933,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3934,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3935,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3936,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3937,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3938,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3939,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3940,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3941,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3942,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3943,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3944,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3945,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3946,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3947,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3948,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3949,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3950,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3951,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3952,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3953,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3954,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3955,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3956,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3957,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3958,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3959,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3960,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3961,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
3962,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3963,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3964,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3965,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3966,Common Dreams,,,,,
3967,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3968,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3969,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3970,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
3971,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3972,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3973,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3974,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3975,Common Dreams,,,,,
3976,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3977,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3978,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3979,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3980,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3981,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3982,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3983,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3984,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3985,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3986,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3987,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3988,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3989,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3990,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3991,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3992,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3993,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3994,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3995,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3996,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3997,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
3998,Labor Notes,,,,,
3999,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4000,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4001,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4002,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4003,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4004,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4005,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4006,Truthout,8.0,ORG,0.9999793171882629,0.0,Truthout
4988,AP,2.0,ORG,0.9999760389328003,0.0,AP
5181,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5182,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5183,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5184,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5185,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5186,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5187,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5188,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5189,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5190,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5191,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5192,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5193,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5194,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5195,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5196,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5197,Prism,4.0,ORG,0.5024074912071228,0.0,Pris
5198,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5199,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5200,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5201,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5202,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5203,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
5204,Daily Kos Staff,9.0,ORG,0.9999952912330627,0.0,Daily Kos
