id,author_person,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
725,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
731,[START] Shelby Talcott [END],14.0,PER,0.999985933303833,0.0,Shelby Talcott,Shelby Tucker,en,-1.8440968990325928,Q7493422
745,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
759,[START] J. D. Gordon [END],12.0,PER,0.9649932980537416,0.0,J. D. Gordon,J. D. Gordon,en,-0.1605627238750457,Q6175930
762,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658572673797607,Q335672
764,[START] Andrew Trunsky [END],14.0,PER,0.9999715089797974,0.0,Andrew Trunsky,アンドリュー・スティーヴンソン,ja,-1.8487582206726076,Q344157
768,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658572673797607,Q335672
772,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658572673797607,Q335672
778,[START] Shelby Talcott [END],14.0,PER,0.999985933303833,0.0,Shelby Talcott,Shelby Tucker,en,-1.844097137451172,Q7493422
781,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658571481704712,Q335672
784,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
790,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
811,[START] Shelby Talcott [END],14.0,PER,0.999985933303833,0.0,Shelby Talcott,Shelby Tucker,en,-1.8440968990325928,Q7493422
829,[START] Andrew Trunsky [END],14.0,PER,0.9999715089797974,0.0,Andrew Trunsky,アンドリュー・スティーヴンソン,ja,-1.8486346006393437,Q344157
832,[START] Tyler Austin Harper [END],19.0,PER,0.9999879002571106,0.0,Tyler Austin Harper,Tyler Harper,en,-0.3207896947860718,Q62051129
833,[START] Dana Stevens [END],12.0,PER,0.9999706149101256,0.0,Dana Stevens,Dana Stevens (critic),en,-0.586871862411499,Q5214841
834,[START] Alec Nevala-Lee [END],15.0,PER,0.9999709725379944,0.0,Alec Nevala-Lee,Alec Nevala-Lee,en,-0.1267053186893463,Q28606872
835,[START] Eric Margolis [END],13.0,PER,0.9999829530715942,0.0,Eric Margolis,Eric Margolis (journalist),en,-0.2587141394615173,Q5387043
840,[START] Dahlia Lithwick [END],15.0,PER,0.999888241291046,0.0,Dahlia Lithwick,Dahlia Lithwick,en,-0.1521137356758117,Q5208902
844,[START] Ben Mathis-Lilley [END],17.0,PER,0.9999839663505554,0.0,Ben Mathis-Lilley,Ben Mathis-Lilley,en,-0.1844607144594192,Q27947574
846,[START] Ifeoma Ajunwa [END],13.0,PER,0.9986539483070374,0.0,Ifeoma Ajunwa,Ifeoma Ajunwa,en,-0.1777829974889755,Q63456825
847,[START] Dahlia Lithwick [END],15.0,PER,0.999888241291046,0.0,Dahlia Lithwick,Dahlia Lithwick,en,-0.1521137356758117,Q5208902
856,[START] Ben Mathis-Lilley [END],17.0,PER,0.9999839663505554,0.0,Ben Mathis-Lilley,Ben Mathis-Lilley,en,-0.1844607144594192,Q27947574
859,[START] Ben Mathis-Lilley [END],17.0,PER,0.9999839663505554,0.0,Ben Mathis-Lilley,Ben Mathis-Lilley,en,-0.1844605952501297,Q27947574
860,[START] Joshua Keating [END],14.0,PER,0.9999920725822448,0.0,Joshua Keating,Joshua Keating,en,-0.2882807552814483,Q17306113
862,[START] Ben Mathis-Lilley [END],17.0,PER,0.9999839663505554,0.0,Ben Mathis-Lilley,Ben Mathis-Lilley,en,-0.1844607293605804,Q27947574
865,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
868,[START] Uriel J. García [END],15.0,PER,0.9189079999923706,0.0,Uriel J. García,Uriel García,es,-0.822594940662384,Q6157417
868,[START] Texas Tribune [END],13.0,ORG,0.9999933242797852,0.0,Texas Tribune,The Texas Tribune,en,-0.0951016992330551,Q7768599
870,[START] Uriel J. García [END],15.0,PER,0.9189079999923706,0.0,Uriel J. García,Uriel García,es,-0.8225948214530945,Q6157417
870,[START] Texas Tribune [END],13.0,ORG,0.9999933242797852,0.0,Texas Tribune,The Texas Tribune,en,-0.0951019302010536,Q7768599
874,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
876,[START] Jon Skolnik [END],11.0,PER,0.9999729990959167,0.0,Jon Skolnik,ジョン・スコルジー,ja,-2.418700218200684,Q277308
878,[START] Common Dreams [END],,,,,,Common Dreams,en,-0.1773489117622375,Q5153336
880,[START] Amy Goodman [END],11.0,PER,0.9999823570251464,0.0,Amy Goodman,Amy Goodman,en,-0.2669983804225921,Q259317
881,[START] Brian Karem [END],11.0,PER,0.9999964237213136,0.0,Brian Karem,Brian Karem,en,-0.1778561472892761,Q31063209
882,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
883,[START] Amy Goodman [END],11.0,PER,0.9999823570251464,0.0,Amy Goodman,Amy Goodman,en,-0.266998678445816,Q259317
884,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
888,[START] AlterNet [END],8.0,ORG,0.9999939799308776,0.0,AlterNet,AlterNet,en,-0.231283813714981,Q2927330
890,[START] Noah  Berlatsky [END],15.0,PER,0.9999920129776,0.0,Noah Berlatsky,Noah Berlatsky,pt,-0.5822647213935852,Q28033771
892,[START] Eleanor Klibanoff [END],17.0,PER,0.9997346997261048,0.0,Eleanor Klibanoff,エレノア・ルーズベルト,ja,-1.787441372871399,Q83396
892,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941450595855712,Q7768599
893,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
895,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941450595855712,Q7768599
896,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
897,[START] Uriel J. García [END],15.0,PER,0.9187199473381042,0.0,Uriel J. García,Uriel García,es,-0.8225946426391602,Q6157417
897,[START] Texas Tribune [END],13.0,ORG,0.9999933242797852,0.0,Texas Tribune,The Texas Tribune,en,-0.0951020792126655,Q7768599
899,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.094145193696022,Q7768599
900,[START] Michaelangelo Signorile [END],23.0,PER,0.9991490244865416,0.0,Michaelangelo Signorile,Michelangelo Signorile,en,-0.3529588580131531,Q1931006
903,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
908,[START] Common Dreams [END],,,,,,Common Dreams,en,-0.1773487776517868,Q5153336
909,[START] Common Dreams [END],,,,,,Common Dreams,en,-0.1773492395877838,Q5153336
919,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941451415419578,Q7768599
921,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
922,[START] Uriel J. García [END],15.0,PER,0.9187199473381042,0.0,Uriel J. García,Uriel García,es,-0.8225946426391602,Q6157417
922,[START] Texas Tribune [END],13.0,ORG,0.9999933242797852,0.0,Texas Tribune,The Texas Tribune,en,-0.0951020792126655,Q7768599
928,[START] Abby Livingston [END],15.0,PER,0.9999605417251588,0.0,Abby Livingston,"Ливингстон, Эдвард",ru,-1.505970120429993,Q544396
928,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941451415419578,Q7768599
930,[START] Common Dreams [END],,,,,,Common Dreams,en,-0.1773492395877838,Q5153336
932,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941452011466026,Q7768599
933,[START] The Texas Tribune [END],17.0,ORG,0.9999906420707704,0.0,The Texas Tribune,The Texas Tribune,en,-0.0941451415419578,Q7768599
938,[START] Brian Karem [END],11.0,PER,0.9999964237213136,0.0,Brian Karem,Brian Karem,en,-0.1778561025857925,Q31063209
940,[START] Texas Tribune [END],13.0,ORG,0.9999933242797852,0.0,Texas Tribune,The Texas Tribune,en,-0.0951019302010536,Q7768599
943,[START] Arizona Mirror [END],14.0,ORG,0.9999969005584716,0.0,Arizona Mirror,The Phoenix (newspaper),en,-0.9904809594154358,Q2756161
947,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
948,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
951,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
953,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.8319332599639893,Q7422224
954,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
956,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
957,[START] Somayeh Malekian [END],16.0,PER,0.9997577667236328,0.0,Somayeh Malekian,Malekian,en,-0.6007755398750305,Q6916858
961,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
962,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
967,[START] Alisa Wiersema [END],14.0,PER,0.9999483227729796,0.0,Alisa Wiersema,アリサ・フランクリン,ja,-1.8314385414123533,Q125121
968,[START] Devin Dwyer [END],11.0,PER,0.9999937415122986,0.0,Devin Dwyer,Devin Dwyer,en,-0.1773742288351059,Q21005706
973,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
974,[START] Matt Gutman [END],11.0,PER,0.9999924302101136,0.0,Matt Gutman,Matt Gutman,en,-0.1772475838661193,Q17708797
977,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.8319332599639893,Q7422224
978,[START] Rachel Scott [END],12.0,PER,0.9999892115592957,0.0,Rachel Scott,Rachel Scott,en,-0.2314645946025848,Q470048
979,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
983,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.831933617591858,Q7422224
988,[START] Devin Dwyer [END],11.0,PER,0.9999937415122986,0.0,Devin Dwyer,Devin Dwyer,en,-0.1773740351200103,Q21005706
991,[START] Alisa Wiersema [END],14.0,PER,0.9999483227729796,0.0,Alisa Wiersema,アリサ・フランクリン,ja,-1.8314385414123533,Q125121
992,[START] Maggie Rulli [END],12.0,PER,0.9999787211418152,0.0,Maggie Rulli,ماغي رودريغيز,ar,-1.538062334060669,Q2267762
998,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.8316527605056765,Q7422224
1008,[START] Devin Dwyer [END],11.0,PER,0.9999937415122986,0.0,Devin Dwyer,Devin Dwyer,en,-0.1773740351200103,Q21005706
1008,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1017,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
1025,[START] Devin Dwyer [END],11.0,PER,0.9999937415122986,0.0,Devin Dwyer,Devin Dwyer,en,-0.1773740351200103,Q21005706
1026,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
1027,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1028,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
1029,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1030,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
1032,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1032,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.8319333791732788,Q7422224
1034,[START] Anne Laurent [END],12.0,PER,0.9999935030937196,0.0,Anne Laurent,アンヌ・ド・ラ・トゥール・ドーヴェルニュ,ja,-1.4125940799713137,Q1254019
1037,[START] Alisa Wiersema [END],14.0,PER,0.9999483227729796,0.0,Alisa Wiersema,アリサ・フランクリン,ja,-1.8314385414123533,Q125121
1038,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
1042,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1046,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
1047,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157609224319458,Q166910
1050,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157609224319458,Q166910
1055,[START] Rachel Scott [END],12.0,PER,0.9999892115592957,0.0,Rachel Scott,Rachel Scott,en,-0.2314644157886505,Q470048
1058,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1063,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157911539077759,Q166910
1065,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157911777496338,Q166910
1068,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
1069,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.1573374271392822,Q166910
1072,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157609224319458,Q166910
1084,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1085,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157337188720703,Q166910
1091,[START] Sarah Kolinovsky [END],16.0,PER,0.9999822378158568,0.0,Sarah Kolinovsky,سارة كولين,ar,-1.8319333791732788,Q7422224
1093,[START] Devin Dwyer [END],11.0,PER,0.9999937415122986,0.0,Devin Dwyer,Devin Dwyer,en,-0.1773740351200103,Q21005706
1098,[START] Quinn Owen [END],10.0,PER,0.9999930262565612,0.0,Quinn Owen,"Оуэн, Люси",ru,-2.157336950302124,Q166910
1193,[START] Nathalie Baptiste [END],17.0,PER,0.99997216463089,0.0,Nathalie Baptiste,ナタリー (歌手),ja,-1.385058045387268,Q6968113
1219,[START] Mother Jones [END],12.0,ORG,0.9999818205833436,0.0,Mother Jones,Mother Jones (magazine),en,-0.1473776698112487,Q851510
1222,[START] Monika Bauerlein [END],16.0,PER,0.9999547600746156,0.0,Monika Bauerlein,Monika Bauerlein,de,-0.2630170881748199,Q6900158
1225,[START] Molly Schwartz [END],14.0,PER,0.9999855756759644,0.0,Molly Schwartz,モリー・シュワルツ,ja,-0.6441994905471802,Q1195380
1231,[START] Nathalie Baptiste [END],17.0,PER,0.99997216463089,0.0,Nathalie Baptiste,ナタリー (歌手),ja,-1.385058045387268,Q6968113
1233,[START] Mother Jones [END],12.0,ORG,0.9999818205833436,0.0,Mother Jones,Mother Jones (magazine),en,-0.1473775506019592,Q851510
1243,[START] Nathalie Baptiste [END],17.0,PER,0.99997216463089,0.0,Nathalie Baptiste,ナタリー (歌手),ja,-1.3850581645965576,Q6968113
1246,[START] Erik Heinonen [END],13.0,PER,0.9999639391899108,0.0,Erik Heinonen,エリック・カール,ja,-1.9318782091140747,Q606557
1256,[START] Nathalie Baptiste [END],17.0,PER,0.99997216463089,0.0,Nathalie Baptiste,ナタリー (歌手),ja,-1.3850579261779783,Q6968113
1271,[START] Nathalie Baptiste [END],17.0,PER,0.99997216463089,0.0,Nathalie Baptiste,ナタリー (歌手),ja,-1.3850581645965576,Q6968113
1284,[START] Becca Andrews [END],13.0,PER,0.9999685287475586,0.0,Becca Andrews,بيكا (مغنية),ar,-0.9645969271659852,Q17385631
