id,author_person,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
91,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
92,[START] Nicholas Pope [END],13.0,PER,0.999984085559845,0.0,Nicholas Pope,Nicholas Pope,en,-0.36071211099624634,Q2554312
93,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
94,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218165636062622,Q2493543
95,[START] Brandon Gillespie [END],17.0,PER,0.9999925494194032,0.0,Brandon Gillespie,"Гиллеспи, Мэттью",ru,-1.384672999382019,Q6790558
96,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
97,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
98,[START] Virginia Kruta [END],14.0,PER,0.9999701976776124,0.0,Virginia Kruta,فيرجينيا (توضيح),ar,-1.657807469367981,Q28964256
99,[START] Henry Rodgers [END],13.0,PER,0.9999930262565612,0.0,Henry Rodgers,Henry H. Rogers,en,-1.817919135093689,Q3118797
100,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.6564207077026367,Q3106793
101,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
102,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
103,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
104,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568989038467407,Q913310
105,[START] Henry Rodgers [END],13.0,PER,0.9999930262565612,0.0,Henry Rodgers,Henry H. Rogers,en,-1.817919135093689,Q3118797
106,[START] Nicole Silverio [END],15.0,PER,0.999978005886078,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3589837551116943,Q232495
107,[START] Ronna McDaniel [END],14.0,PER,0.9999765753746032,0.0,Ronna McDaniel,Ronna McDaniel,en,-0.17717161774635315,Q27899325
108,[START] Anders Hagstrom [END],15.0,PER,0.999979555606842,0.0,Anders Hagstrom,Anders Hagström,fi,-0.4408060312271118,Q11851312
109,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218165636062622,Q2493543
110,[START] Brandon Gillespie [END],17.0,PER,0.9999925494194032,0.0,Brandon Gillespie,"Гиллеспи, Мэттью",ru,-1.384672999382019,Q6790558
111,[START] Henry Rodgers [END],13.0,PER,0.9999930262565612,0.0,Henry Rodgers,Henry H. Rogers,en,-1.8179188966751099,Q3118797
112,[START] Brandon Gillespie [END],17.0,PER,0.9999925494194032,0.0,Brandon Gillespie,"Гиллеспи, Мэттью",ru,-1.3846732378005981,Q6790558
113,[START] Nicole Silverio [END],15.0,PER,0.999978005886078,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3589835166931152,Q232495
114,[START] Olivia Ingrassia [END],16.0,PER,0.9998326301574708,0.0,Olivia Ingrassia,List of The Sopranos characters – Friends and family,en,-0.6219683885574341,Q16932142
115,[START] Bradley Stein [END],13.0,PER,0.9999960064888,0.0,Bradley Stein,برادلي برايس,ar,-1.3596670627593994,Q4955010
116,[START] Nicole Silverio [END],15.0,PER,0.999978005886078,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3589837551116943,Q232495
117,[START] Daniel O'Keefe [END],14.0,PER,0.9999582171440125,0.0,Daniel O'Keefe,Daniel O'Keefe (writer),en,-0.2998814284801483,Q5214127
118,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
119,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568989038467407,Q913310
120,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658572673797607,Q335672
121,[START] Alexander Pease [END],15.0,PER,0.9999961853027344,0.0,Alexander Pease,アレクサンダー・ピアース,ja,-0.8725541830062866,Q4718969
122,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
123,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
124,[START] Thomas Catenacci [END],16.0,PER,0.999991774559021,0.0,Thomas Catenacci,トーマス・ダニエルソン,ja,-2.0449178218841553,Q7788845
125,[START] Samantha Renck [END],14.0,PER,0.9999895095825196,0.0,Samantha Renck,List of New York City Ballet dancers,en,-0.31590744853019714,Q6591901
127,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
128,[START] Shelby Talcott [END],14.0,PER,0.9999858736991882,0.0,Shelby Talcott,Shelby Tucker,en,-1.8440968990325928,Q7493422
129,[START] Virginia Kruta [END],14.0,PER,0.9999701976776124,0.0,Virginia Kruta,فيرجينيا (توضيح),ar,-1.657807469367981,Q28964256
130,[START] Nicole Silverio [END],15.0,PER,0.999978005886078,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3589842319488525,Q232495
131,[START] Harry Wilmerding [END],16.0,PER,0.999990940093994,0.0,Harry Wilmerding,ハリー・ウィルソン (1997年生のサッカー選手),ja,-2.438591480255127,Q2476368
132,[START] Autumn Klein [END],12.0,PER,0.999781370162964,0.0,Autumn Klein,オータム,ja,-2.2823359966278076,Q254372
133,[START] Christian Datoc [END],15.0,PER,0.9999811053276062,0.0,Christian Datoc,クリスチャン・ダニエルス,ja,-2.359196424484253,Q11299224
134,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
135,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218165636062622,Q2493543
136,[START] Virginia Kruta [END],14.0,PER,0.9999701976776124,0.0,Virginia Kruta,فيرجينيا (توضيح),ar,-1.657807469367981,Q28964256
137,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.656420350074768,Q3106793
138,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
139,[START] Noah Pincus [END],11.0,PER,0.999987781047821,0.0,Noah Pincus,ノア・ホーリー,ja,-2.429097890853882,Q7045396
140,[START] Sebastian Hughes [END],16.0,PER,0.999993085861206,0.0,Sebastian Hughes,List of New York City Ballet dancers,en,-0.5146749019622803,Q6591901
141,[START] Jordan Lancaster [END],16.0,PER,0.997003436088562,0.0,Jordan Lancaster,ジョーダン・ロマノ,ja,-2.3689420223236084,Q28911799
142,[START] Henry Rodgers [END],13.0,PER,0.9999930262565612,0.0,Henry Rodgers,Henry H. Rogers,en,-1.8179188966751099,Q3118797
143,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
144,[START] Thomas Catenacci [END],16.0,PER,0.999991774559021,0.0,Thomas Catenacci,トーマス・ダニエルソン,ja,-2.0449178218841553,Q7788845
145,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218165636062622,Q2493543
146,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218162059783936,Q2493543
147,[START] Jordan Lancaster [END],16.0,PER,0.997003436088562,0.0,Jordan Lancaster,ジョーダン・ロマノ,ja,-2.3689422607421875,Q28911799
148,[START] Henry Rodgers [END],13.0,PER,0.9999930262565612,0.0,Henry Rodgers,Henry H. Rogers,en,-1.8179187774658203,Q3118797
149,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
150,[START] Laurel Duggan [END],13.0,PER,0.9999840259552002,0.0,Laurel Duggan,ローレル・フェイ,ja,-2.2937374114990234,Q11351127
151,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
152,[START] Sebastian Hughes [END],16.0,PER,0.999993085861206,0.0,Sebastian Hughes,List of New York City Ballet dancers,en,-0.5146745443344116,Q6591901
153,[START] Thomas Catenacci [END],16.0,PER,0.999991774559021,0.0,Thomas Catenacci,トーマス・ダニエルソン,ja,-2.0449178218841553,Q7788845
154,[START] Christian Datoc [END],15.0,PER,0.9999811053276062,0.0,Christian Datoc,クリスチャン・ダニエルス,ja,-2.359196424484253,Q11299224
155,[START] Phillip Nieto [END],13.0,PER,0.9999869465827942,0.0,Phillip Nieto,フィリップ・ネヴィル,ja,-2.8840553760528564,Q218063
156,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218162059783936,Q2493543
157,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
158,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
159,[START] Nicole Silverio [END],15.0,PER,0.9999778866767884,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3590826988220215,Q232495
160,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.321234107017517,Q2493543
161,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3212336301803589,Q2493543
162,[START] Shakhzod Yuldashbayev [END],21.0,PER,0.997592031955719,0.0,Shakhzod Yuldashbayev,Юлдашбаев,ru,-2.136427402496338,Q16722668
163,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658830165863037,Q335672
164,[START] Andrew Kerr [END],11.0,PER,0.9999920725822448,0.0,Andrew Kerr,Andrew Kerr,en,-0.22062049806118011,Q4757605
165,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.6564208269119263,Q3106793
166,[START] Christopher Tremoglie [END],21.0,PER,0.9999778270721436,0.0,Christopher Tremoglie,Christophorus,en,-1.6321640014648438,Q1087092
167,[START] Andrew Trunsky [END],14.0,PER,0.9999715089797974,0.0,Andrew Trunsky,アンドリュー・スティーヴンソン,ja,-1.8487582206726074,Q344157
168,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
169,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
170,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218165636062622,Q2493543
171,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.6564207077026367,Q3106793
172,[START] Henry Rodgers [END],13.0,PER,0.999992847442627,0.0,Henry Rodgers,Henry H. Rogers,en,-1.8179188966751099,Q3118797
173,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
174,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.6564209461212158,Q3106793
175,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568989038467407,Q913310
176,[START] Bradley Devlin [END],14.0,PER,0.9999954700469972,0.0,Bradley Devlin,ブラッドリー・ジェームズ,ja,-2.076430320739746,Q362224
177,[START] Christian Datoc [END],15.0,PER,0.9999811053276062,0.0,Christian Datoc,クリスチャン・ダニエルス,ja,-2.359196424484253,Q11299224
178,[START] Shelby Talcott [END],14.0,PER,0.999985933303833,0.0,Shelby Talcott,Shelby Tucker,en,-1.8440968990325928,Q7493422
179,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
180,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658571481704712,Q335672
181,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
182,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568991422653198,Q913310
183,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
184,[START] Brandon Gillespie [END],17.0,PER,0.9999924898147584,0.0,Brandon Gillespie,"Гиллеспи, Мэттью",ru,-1.3846732378005981,Q6790558
185,[START] Diana Glebova [END],13.0,PER,0.9999844431877136,0.0,Diana Glebova,Диана (певица),ru,-0.9870447516441345,Q4316800
186,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
187,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.656420350074768,Q3106793
188,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
189,[START] Mary Rose Corkery [END],17.0,PER,0.9999698400497437,0.0,Mary Rose Corkery,メアリー・ローズ,ja,-1.108467698097229,Q544894
190,[START] Sebastian Hughes [END],16.0,PER,0.999993085861206,0.0,Sebastian Hughes,List of New York City Ballet dancers,en,-0.5146749019622803,Q6591901
191,[START] Brianna Lyman [END],13.0,PER,0.999989688396454,0.0,Brianna Lyman,ブリアナ,ja,-1.8568992614746094,Q913310
192,[START] Andrew Trunsky [END],14.0,PER,0.9999715089797974,0.0,Andrew Trunsky,アンドリュー・スティーヴンソン,ja,-1.8487582206726074,Q344157
193,[START] Jennie Taer [END],11.0,PER,0.9999772310256958,0.0,Jennie Taer,جيني تايلر,ar,-1.6564209461212158,Q3106793
194,[START] Nicole Silverio [END],15.0,PER,0.9999778866767884,0.0,Nicole Silverio,ニコール・リッチー,ja,-2.3589835166931152,Q232495
195,[START] Jorge Ventura [END],13.0,PER,0.9999855160713196,0.0,Jorge Ventura,"Вентура, Сантьяго",ru,-1.9997026920318604,Q367978
196,[START] Christopher Tremoglie [END],21.0,PER,0.9999778270721436,0.0,Christopher Tremoglie,Christophorus,en,-1.6321640014648438,Q1087092
197,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658572673797607,Q335672
198,[START] Diana Glebova [END],13.0,PER,0.9999844431877136,0.0,Diana Glebova,Диана (певица),ru,-0.9870449900627136,Q4316800
199,[START] Christian Datoc [END],15.0,PER,0.9999811053276062,0.0,Christian Datoc,クリスチャン・ダニエルス,ja,-2.359196424484253,Q11299224
200,[START] Christopher Tremoglie [END],21.0,PER,0.9999778270721436,0.0,Christopher Tremoglie,Christophorus,en,-1.6321637630462646,Q1087092
201,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218162059783936,Q2493543
202,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
203,[START] Kaylee Greenlee [END],15.0,PER,0.9999791979789734,0.0,Kaylee Greenlee,Kaylee,en,-1.3218166828155518,Q2493543
204,[START] Elizabeth Louise [END],16.0,PER,0.9999743103981018,0.0,Elizabeth Louise,Elizabeth Louise of Braganza,en,-0.9015116095542908,Q2550280
205,[START] Chad Wolf [END],9.0,PER,0.9999960064888,0.0,Chad Wolf,Chad Wolf,en,-0.24416621029376984,Q948216
206,[START] Philip Lenczycki [END],16.0,PER,0.9999876022338868,0.0,Philip Lenczycki,Ленчицкий повят,ru,-2.534149408340454,Q517800
207,[START] Virginia Kruta [END],14.0,PER,0.9999702572822572,0.0,Virginia Kruta,فيرجينيا (توضيح),ar,-1.6578078269958496,Q28964256
208,[START] David Krayden [END],13.0,PER,0.9999852180480956,0.0,David Krayden,ديفيد كرين,ar,-1.4658575057983398,Q335672
209,[START] Shelby Talcott [END],14.0,PER,0.999985933303833,0.0,Shelby Talcott,Shelby Tucker,en,-1.8440968990325928,Q7493422
210,[START] Varun Hukeri [END],12.0,PER,0.9999504089355468,0.0,Varun Hukeri,Varun (actor),en,-1.6583397388458252,Q28531073
211,[START] Henry Rodgers [END],13.0,PER,0.999992847442627,0.0,Henry Rodgers,Henry H. Rogers,en,-1.817919135093689,Q3118797
212,[START] Michael Ginsberg [END],16.0,PER,0.9999954700469972,0.0,Michael Ginsberg,Michael Ginsberg,fr,-0.5267413258552551,Q3023557
