id,author_organization,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
2434,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2435,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2436,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2437,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2438,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2439,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2440,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2441,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2442,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2443,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2444,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2445,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2446,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2447,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2448,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2449,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2450,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2451,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2452,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2453,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2454,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2455,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2456,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2457,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2458,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2459,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2460,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2461,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2462,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2463,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2464,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2465,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2466,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2467,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2468,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2469,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2470,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2471,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2472,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2473,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2474,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2475,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2476,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2477,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2478,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2479,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2480,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2481,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2482,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2483,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2484,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2485,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2486,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2487,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2488,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2489,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2490,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2491,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2492,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2493,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2494,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2495,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2496,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2497,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2498,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2499,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2500,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2501,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2502,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2503,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2504,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2505,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2506,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2507,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2508,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2509,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2510,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2511,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2512,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2513,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2514,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2515,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2516,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2517,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2518,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2519,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2520,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2521,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2522,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2523,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2524,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2525,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2526,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2527,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2528,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2529,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2530,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2531,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2532,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2533,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2534,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2535,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2536,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2537,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2538,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2539,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2540,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2541,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2542,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2543,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2544,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2545,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2546,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2547,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2548,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2549,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2550,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2551,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2552,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2553,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2554,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2555,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2556,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2557,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2558,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2559,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2560,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2561,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2562,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2563,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2564,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2565,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2566,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2567,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2568,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2569,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2570,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2571,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2572,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2573,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2574,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2575,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2576,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2577,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2578,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2579,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2580,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2581,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2582,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2583,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2584,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2585,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2586,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2587,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2588,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2589,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2590,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2591,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2592,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2593,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2594,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2595,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2596,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2597,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2598,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2599,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2600,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2601,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2602,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2603,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2604,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2605,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2606,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2607,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2608,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2609,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2610,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2611,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2612,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2613,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2614,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2615,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2616,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2617,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2618,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2619,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2620,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2621,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2622,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2623,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2624,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2625,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2626,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2627,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2628,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2629,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2630,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2631,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2632,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2633,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2634,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2635,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2636,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2637,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2638,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2639,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2640,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2641,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2642,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2643,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2644,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2645,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2646,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2647,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2648,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2649,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2650,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2651,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2652,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2653,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2654,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2655,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2656,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2657,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329467296600342,Q211013
2658,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
2659,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2660,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.132946252822876,Q211013
2661,[START] Hannity Staff [END],,,,,,Hannibal Lecter,en,-1.1329463720321655,Q211013
