id,sentiment_label
475,Neutral
476,Neutral
477,Neutral
478,Negative
479,Neutral
480,Neutral
481,Negative
482,Neutral
483,Negative
484,Negative
485,Negative
486,Negative
487,Neutral
488,Neutral
489,Negative
490,Neutral
491,Negative
492,Negative
493,Neutral
494,Negative
495,Neutral
496,Neutral
497,Negative
498,Positive
499,Neutral
500,Negative
501,Positive
502,Neutral
503,Negative
504,Neutral
505,Neutral
506,Negative
507,Neutral
508,Neutral
509,Negative
510,Neutral
511,Negative
512,Neutral
513,Negative
514,Neutral
515,Negative
516,Negative
517,Neutral
518,Neutral
519,Negative
520,Negative
521,Negative
522,Neutral
523,Neutral
524,Negative
525,Negative
526,Negative
527,Negative
528,Neutral
529,Negative
530,Neutral
531,Negative
532,Neutral
533,Negative
534,Negative
535,Neutral
537,Neutral
538,Neutral
539,Neutral
540,Negative
541,Neutral
542,Neutral
543,Neutral
544,Neutral
545,Neutral
546,Neutral
547,Negative
548,Negative
549,Negative
550,Neutral
551,Negative
552,Neutral
553,Negative
554,Negative
555,Neutral
556,Negative
557,Neutral
558,Negative
559,Negative
560,Negative
561,Negative
562,Negative
563,Negative
564,Negative
565,Negative
566,Negative
567,Negative
568,Negative
569,Negative
570,Negative
571,Negative
572,Negative
573,Neutral
574,Negative
575,Neutral
576,Negative
577,Neutral
578,Negative
579,Negative
580,Negative
581,Neutral
582,Negative
583,Neutral
584,Negative
585,Negative
586,Negative
587,Negative
588,Negative
589,Negative
590,Negative
591,Negative
592,Negative
593,Neutral
594,Negative
595,Negative
596,Negative
597,Neutral
598,Negative
599,Neutral
600,Negative
601,Negative
602,Negative
603,Negative
604,Neutral
605,Negative
606,Negative
607,Negative
608,Negative
609,Negative
610,Neutral
611,Negative
612,Negative
613,Negative
614,Negative
616,Neutral
617,Negative
618,Negative
619,Negative
620,Neutral
621,Negative
622,Neutral
623,Neutral
624,Neutral
625,Negative
626,Neutral
627,Neutral
628,Negative
629,Neutral
630,Negative
631,Negative
632,Negative
633,Neutral
634,Negative
635,Neutral
636,Neutral
637,Neutral
638,Negative
639,Neutral
640,Negative
641,Negative
642,Negative
643,Negative
644,Neutral
645,Positive
646,Neutral
647,Negative
648,Neutral
649,Negative
650,Negative
651,Neutral
652,Negative
653,Negative
654,Negative
655,Neutral
656,Neutral
657,Neutral
658,Negative
659,Negative
660,Negative
661,Negative
662,Negative
663,Neutral
664,Negative
665,Negative
666,Neutral
667,Negative
668,Negative
669,Neutral
670,Negative
671,Negative
672,Negative
673,Negative
674,Negative
675,Negative
676,Negative
677,Neutral
678,Negative
679,Negative
680,Neutral
681,Negative
682,Negative
683,Neutral
684,Negative
685,Negative
686,Negative
687,Negative
688,Negative
689,Positive
690,Negative
691,Negative
692,Negative
693,Negative
694,Negative
695,Neutral
696,Negative
697,Neutral
698,Negative
699,Neutral
700,Negative
701,Negative
702,Negative
703,Neutral
704,Neutral
705,Negative
706,Negative
707,Negative
708,Neutral
709,Neutral
710,Neutral
711,Negative
712,Negative
713,Negative
714,Negative
715,Negative
716,Negative
717,Negative
718,Negative
719,Neutral
720,Negative
721,Negative
722,Negative
723,Negative
724,Negative
725,Negative
726,Negative
727,Neutral
728,Negative
729,Negative
730,Negative
731,Neutral
732,Negative
733,Negative
734,Neutral
735,Negative
736,Negative
737,Neutral
738,Neutral
739,Positive
740,Neutral
741,Neutral
742,Negative
743,Negative
744,Neutral
745,Negative
746,Neutral
747,Negative
748,Negative
749,Neutral
750,Negative
751,Negative
752,Negative
753,Neutral
754,Negative
755,Negative
756,Neutral
757,Neutral
758,Negative
759,Neutral
760,Neutral
761,Neutral
762,Negative
763,Neutral
764,Neutral
765,Neutral
766,Neutral
767,Neutral
768,Negative
769,Negative
770,Negative
771,Negative
772,Negative
773,Negative
774,Neutral
775,Negative
776,Negative
777,Negative
778,Negative
779,Neutral
780,Neutral
781,Negative
782,Neutral
783,Neutral
784,Negative
785,Neutral
786,Negative
787,Negative
788,Neutral
789,Negative
790,Negative
791,Neutral
792,Neutral
793,Negative
794,Neutral
795,Negative
796,Neutral
797,Negative
798,Negative
799,Negative
800,Negative
801,Negative
802,Negative
803,Negative
804,Neutral
805,Negative
806,Negative
807,Negative
808,Neutral
809,Negative
810,Negative
811,Neutral
812,Negative
813,Neutral
814,Neutral
815,Negative
816,Neutral
817,Negative
818,Negative
819,Negative
820,Neutral
821,Neutral
822,Negative
823,Neutral
824,Negative
825,Negative
826,Negative
827,Negative
828,Negative
829,Negative
830,Neutral
831,Neutral
832,Negative
833,Positive
834,Negative
835,Negative
836,Negative
837,Negative
838,Positive
839,Negative
840,Negative
841,Negative
842,Negative
843,Negative
844,Negative
845,Negative
846,Positive
847,Negative
848,Negative
849,Positive
850,Negative
851,Negative
852,Positive
853,Negative
854,Negative
855,Positive
856,Negative
857,Negative
858,Negative
859,Negative
860,Negative
861,Negative
862,Negative
863,Negative
864,Negative
865,Negative
866,Negative
867,Negative
868,Negative
869,Negative
870,Neutral
871,Neutral
872,Negative
873,Negative
874,Negative
876,Neutral
877,Negative
878,Negative
879,Negative
880,Negative
881,Negative
882,Negative
883,Negative
884,Negative
885,Negative
886,Neutral
887,Negative
888,Negative
889,Negative
890,Negative
891,Negative
892,Neutral
893,Negative
894,Negative
895,Negative
896,Negative
897,Negative
898,Neutral
899,Negative
900,Negative
901,Positive
902,Negative
903,Negative
904,Neutral
905,Negative
906,Neutral
907,Negative
908,Negative
909,Neutral
910,Neutral
911,Neutral
912,Negative
913,Neutral
914,Neutral
915,Negative
916,Negative
917,Negative
918,Negative
919,Negative
920,Negative
921,Negative
922,Neutral
923,Positive
924,Negative
925,Negative
926,Negative
927,Neutral
928,Neutral
929,Positive
930,Negative
931,Negative
932,Negative
933,Negative
934,Negative
935,Negative
936,Neutral
937,Neutral
938,Negative
939,Negative
940,Negative
941,Negative
942,Negative
943,Negative
944,Negative
945,Negative
946,Neutral
947,Negative
948,Neutral
949,Positive
950,Negative
951,Neutral
953,Negative
954,Negative
956,Negative
957,Negative
958,Negative
959,Negative
960,Negative
961,Negative
962,Negative
963,Negative
964,Neutral
965,Negative
966,Negative
967,Neutral
968,Positive
969,Negative
970,Negative
971,Negative
972,Neutral
973,Negative
974,Negative
975,Negative
976,Neutral
977,Neutral
978,Negative
979,Negative
980,Negative
981,Negative
982,Negative
983,Neutral
984,Negative
985,Neutral
986,Negative
987,Neutral
988,Neutral
989,Negative
990,Negative
991,Negative
992,Neutral
993,Negative
994,Negative
995,Neutral
996,Neutral
997,Positive
998,Neutral
999,Negative
1000,Positive
1001,Negative
1002,Negative
1003,Negative
1004,Negative
1005,Negative
1006,Negative
1007,Neutral
1008,Negative
1009,Negative
1010,Neutral
1011,Neutral
1012,Neutral
1013,Negative
1014,Negative
1016,Neutral
1017,Neutral
1018,Neutral
1019,Neutral
1021,Negative
1022,Neutral
1024,Positive
1025,Negative
1026,Negative
1027,Neutral
1028,Neutral
1029,Neutral
1030,Neutral
1031,Neutral
1032,Neutral
1033,Negative
1034,Negative
1035,Neutral
1036,Neutral
1037,Positive
1038,Neutral
1039,Negative
1040,Negative
1041,Positive
1042,Neutral
1043,Negative
1044,Neutral
1045,Negative
1046,Positive
1047,Neutral
1048,Negative
1049,Negative
1050,Negative
1051,Negative
1052,Neutral
1053,Negative
1054,Negative
1055,Neutral
1058,Negative
1059,Neutral
1060,Negative
1061,Negative
1062,Positive
1063,Negative
1064,Neutral
1065,Negative
1066,Negative
1067,Negative
1068,Neutral
1069,Neutral
1070,Negative
1071,Negative
1072,Negative
1074,Negative
1075,Neutral
1076,Positive
1077,Negative
1078,Negative
1079,Neutral
1080,Neutral
1081,Negative
1082,Negative
1083,Negative
1084,Negative
1085,Negative
1086,Negative
1087,Negative
1088,Negative
1089,Neutral
1090,Negative
1091,Neutral
1092,Negative
1093,Neutral
1094,Neutral
1095,Negative
1096,Negative
1097,Neutral
1098,Neutral
1099,Negative
1100,Negative
1101,Negative
1102,Neutral
1104,Negative
1105,Negative
1106,Negative
1107,Negative
1108,Negative
1109,Negative
1110,Negative
1111,Negative
1112,Negative
1113,Negative
1114,Negative
1115,Negative
1116,Negative
1117,Negative
1118,Negative
1119,Negative
1120,Neutral
1121,Negative
1122,Negative
1123,Negative
1124,Negative
1125,Negative
1126,Negative
1127,Negative
1128,Negative
1129,Negative
1130,Negative
1131,Negative
1132,Negative
1133,Negative
1134,Negative
1135,Negative
1136,Negative
1137,Negative
1138,Neutral
1139,Negative
1140,Negative
1141,Negative
1142,Negative
1143,Negative
1144,Negative
1145,Negative
1146,Negative
1147,Negative
1148,Negative
1149,Negative
1150,Negative
1151,Negative
1153,Negative
1154,Negative
1155,Negative
1156,Negative
1157,Negative
1158,Negative
1159,Negative
1160,Negative
1161,Negative
1162,Negative
1163,Positive
1164,Neutral
1165,Negative
1166,Negative
1167,Negative
1168,Negative
1169,Negative
1170,Negative
1171,Negative
1172,Negative
1173,Positive
1174,Negative
1175,Neutral
1176,Negative
1177,Negative
1178,Negative
1179,Neutral
1180,Negative
1181,Negative
1182,Negative
1183,Neutral
1184,Negative
1185,Negative
1186,Negative
1187,Neutral
1188,Negative
1189,Negative
1190,Negative
1191,Negative
1192,Negative
1193,Negative
1194,Negative
1195,Neutral
1196,Negative
1197,Negative
1198,Negative
1199,Negative
1200,Negative
1201,Positive
1202,Negative
1203,Negative
1205,Negative
1206,Negative
1209,Negative
1210,Negative
1211,Negative
1212,Negative
1213,Neutral
1214,Negative
1215,Negative
1216,Negative
1217,Negative
1218,Neutral
1219,Positive
1220,Negative
1221,Negative
1222,Negative
1223,Neutral
1224,Negative
1225,Negative
1226,Negative
1227,Negative
1228,Negative
1230,Negative
1231,Negative
1232,Negative
1233,Positive
1234,Positive
1235,Negative
1236,Neutral
1237,Neutral
1238,Negative
1239,Negative
1240,Negative
1241,Negative
1242,Negative
1243,Neutral
1244,Negative
1245,Negative
1246,Negative
1247,Negative
1248,Negative
1249,Negative
1250,Negative
1251,Neutral
1252,Negative
1253,Negative
1254,Negative
1255,Negative
1256,Negative
1257,Negative
1258,Negative
1259,Negative
1260,Negative
1262,Neutral
1263,Neutral
1264,Negative
1265,Negative
1266,Neutral
1267,Negative
1268,Negative
1269,Neutral
1270,Negative
1271,Negative
1272,Negative
1273,Negative
1274,Negative
1275,Neutral
1276,Negative
1277,Negative
1278,Negative
1279,Negative
1281,Negative
1282,Negative
1283,Positive
1284,Neutral
1285,Negative
1286,Negative
1287,Negative
1288,Negative
1289,Negative
1290,Negative
1291,Negative
1292,Negative
1293,Positive
1295,Negative
1296,Negative
1297,Negative
1298,Negative
1299,Negative
1300,Positive
1301,Positive
1302,Negative
1304,Negative
1305,Negative
1306,Negative
1307,Negative
1308,Negative
1309,Negative
1310,Negative
1311,Negative
1312,Neutral
1314,Negative
1316,Negative
1317,Negative
1318,Negative
1319,Neutral
1320,Negative
1321,Negative
1322,Positive
1323,Negative
1324,Negative
1325,Negative
1326,Negative
1327,Negative
1328,Negative
1329,Neutral
1330,Negative
1331,Negative
1332,Negative
1333,Negative
1334,Negative
1335,Negative
1336,Negative
1337,Negative
1338,Negative
1339,Neutral
1340,Positive
1341,Negative
1342,Neutral
1343,Neutral
1344,Positive
1345,Positive
1346,Negative
1347,Negative
1348,Negative
1349,Negative
1351,Negative
1352,Negative
1353,Neutral
1354,Negative
1355,Negative
1356,Negative
1357,Negative
1358,Negative
1359,Negative
1360,Neutral
1361,Negative
1362,Negative
1363,Negative
1364,Positive
1365,Neutral
1367,Negative
1368,Negative
1369,Negative
1370,Negative
1371,Negative
1373,Negative
1374,Negative
1375,Negative
1376,Negative
1377,Negative
1378,Negative
1379,Neutral
1380,Negative
1381,Negative
1382,Neutral
1383,Negative
1384,Negative
1385,Negative
1386,Neutral
1387,Negative
1388,Neutral
1389,Negative
1390,Negative
1391,Negative
1392,Neutral
1393,Neutral
1394,Negative
1395,Negative
1396,Negative
1397,Neutral
1399,Neutral
1400,Neutral
1401,Negative
1402,Negative
1403,Negative
1404,Negative
1405,Negative
1406,Negative
1407,Negative
1408,Negative
1409,Neutral
1411,Negative
1412,Positive
1413,Negative
1414,Positive
1415,Negative
1416,Negative
1417,Negative
1418,Negative
1419,Negative
1420,Negative
1423,Neutral
1424,Negative
1425,Negative
1426,Negative
1427,Negative
1428,Negative
1430,Negative
1431,Negative
1432,Positive
1433,Neutral
1434,Negative
1435,Negative
1436,Neutral
1437,Negative
1438,Negative
1439,Negative
1440,Negative
1441,Neutral
1442,Negative
1443,Negative
1444,Negative
1445,Negative
1446,Neutral
1447,Negative
1448,Negative
1449,Negative
1450,Negative
1452,Negative
1453,Negative
1454,Negative
1455,Positive
1456,Negative
1457,Positive
1458,Negative
1459,Negative
1460,Negative
1461,Negative
1462,Negative
1463,Negative
1464,Negative
1466,Negative
1467,Negative
1468,Negative
1469,Negative
1470,Negative
1471,Neutral
1472,Neutral
1473,Negative
1474,Negative
1475,Positive
1476,Negative
1477,Negative
1478,Neutral
1479,Neutral
1480,Neutral
1481,Neutral
1482,Neutral
1483,Negative
1484,Negative
1485,Positive
1486,Neutral
1487,Positive
1488,Neutral
1489,Negative
1490,Negative
1491,Negative
1492,Negative
1493,Negative
1494,Negative
1495,Positive
1496,Negative
1497,Negative
1498,Positive
1499,Negative
1500,Neutral
1501,Neutral
1502,Negative
1503,Neutral
1504,Negative
1505,Neutral
1506,Negative
1507,Negative
1508,Negative
1509,Negative
1510,Negative
1511,Negative
1512,Negative
1513,Negative
1514,Negative
1515,Negative
1516,Neutral
1517,Negative
1518,Negative
1519,Negative
1520,Positive
1521,Negative
1522,Negative
1523,Neutral
1524,Positive
1525,Negative
1526,Negative
1528,Neutral
1530,Negative
1531,Neutral
1532,Negative
1533,Negative
1534,Neutral
1535,Positive
1536,Negative
1537,Negative
1538,Neutral
1539,Negative
1541,Negative
1542,Negative
1543,Negative
1544,Negative
1545,Negative
1546,Neutral
1547,Neutral
1548,Negative
1549,Negative
1550,Neutral
1551,Negative
1552,Negative
1553,Negative
1554,Negative
1555,Negative
1556,Negative
1557,Negative
1559,Negative
1561,Neutral
1562,Negative
1563,Negative
1564,Negative
1565,Negative
1566,Negative
1567,Negative
1568,Neutral
1569,Negative
1570,Negative
1571,Negative
1572,Neutral
1573,Neutral
1574,Neutral
1575,Negative
1576,Positive
1577,Negative
1579,Positive
1580,Negative
1581,Negative
1582,Positive
1583,Negative
1585,Neutral
1587,Neutral
1588,Negative
1589,Negative
1590,Neutral
1591,Negative
1592,Negative
1593,Negative
1594,Negative
1595,Negative
1596,Neutral
1597,Positive
1598,Negative
1599,Neutral
1600,Negative
1601,Neutral
1602,Negative
1603,Negative
1604,Negative
1606,Negative
1607,Negative
1608,Neutral
1609,Positive
1610,Neutral
1611,Positive
1612,Negative
1613,Negative
1614,Negative
1615,Neutral
1616,Negative
1617,Negative
1618,Negative
1619,Negative
1620,Negative
1621,Negative
1622,Negative
1623,Neutral
1624,Negative
1625,Neutral
1626,Negative
1627,Neutral
1628,Negative
1629,Negative
1630,Positive
1631,Neutral
1632,Negative
1633,Negative
1634,Negative
1635,Neutral
1637,Neutral
1638,Negative
1639,Negative
1640,Negative
1641,Negative
1642,Negative
1643,Neutral
1644,Negative
1645,Negative
1646,Negative
1648,Neutral
1649,Neutral
1650,Negative
1651,Neutral
1652,Negative
1654,Negative
1656,Negative
1657,Negative
1658,Negative
1659,Negative
1660,Neutral
1661,Positive
1662,Negative
1663,Positive
1664,Negative
1665,Neutral
1666,Negative
1667,Negative
1669,Neutral
1670,Positive
1671,Negative
1672,Negative
1673,Negative
1674,Negative
1675,Negative
1676,Negative
1677,Neutral
1678,Negative
1679,Neutral
1680,Negative
1681,Negative
1682,Positive
1683,Positive
1684,Positive
1685,Neutral
1686,Negative
1687,Negative
1688,Negative
1689,Neutral
1690,Negative
1692,Negative
1693,Negative
1694,Negative
1695,Neutral
1696,Negative
1697,Negative
1698,Negative
1700,Neutral
1701,Negative
1702,Negative
1703,Negative
1704,Negative
1705,Negative
1706,Neutral
1707,Negative
1708,Negative
1709,Neutral
1711,Negative
1712,Negative
1713,Negative
1714,Neutral
1715,Neutral
1716,Positive
1717,Negative
1718,Negative
1719,Negative
1720,Negative
1722,Negative
1723,Negative
1724,Negative
1725,Neutral
1726,Neutral
1728,Negative
1729,Negative
1730,Negative
1731,Positive
1732,Negative
1733,Neutral
1734,Negative
1735,Negative
1736,Neutral
1737,Negative
1738,Negative
1739,Negative
1740,Negative
1741,Neutral
1742,Negative
1743,Negative
1744,Neutral
1745,Negative
1746,Negative
1748,Negative
1749,Negative
1750,Neutral
1751,Negative
1752,Neutral
1753,Neutral
1754,Negative
1757,Neutral
1758,Positive
1760,Neutral
1761,Negative
1762,Negative
1763,Negative
1764,Negative
1765,Positive
1766,Negative
1767,Negative
1768,Neutral
1769,Neutral
1770,Negative
1771,Negative
1772,Positive
1773,Neutral
1774,Negative
1775,Negative
1776,Negative
1777,Negative
1778,Negative
1779,Negative
1780,Positive
1781,Neutral
1782,Neutral
1783,Negative
1784,Negative
1785,Negative
1786,Negative
1787,Positive
1788,Negative
1789,Negative
1790,Negative
1792,Neutral
1793,Negative
1794,Negative
1795,Negative
1796,Negative
1797,Negative
1798,Positive
1799,Positive
1801,Negative
1802,Negative
1803,Neutral
1804,Negative
1805,Negative
1806,Neutral
1807,Positive
1808,Negative
1809,Negative
1810,Neutral
1811,Negative
1812,Negative
1814,Neutral
1815,Negative
1816,Negative
1818,Negative
1819,Positive
1820,Negative
1821,Neutral
1822,Positive
1823,Negative
1825,Negative
1826,Negative
1827,Negative
1828,Negative
1829,Negative
1830,Positive
1831,Positive
1832,Negative
1833,Negative
1834,Negative
1836,Negative
1837,Negative
1838,Negative
1839,Negative
1840,Neutral
1841,Neutral
1842,Negative
1843,Neutral
1844,Neutral
1845,Negative
1846,Negative
1848,Neutral
1849,Positive
1850,Negative
1851,Negative
1852,Negative
1853,Neutral
1854,Negative
1855,Neutral
1856,Neutral
1857,Negative
1858,Negative
1859,Negative
1861,Negative
1862,Neutral
1863,Negative
1864,Negative
1865,Negative
1866,Negative
1867,Negative
1868,Negative
1869,Negative
1870,Neutral
1871,Negative
1872,Negative
1873,Negative
1875,Negative
1876,Negative
1877,Negative
1878,Positive
1880,Negative
1881,Neutral
1882,Negative
1883,Neutral
1884,Positive
1885,Negative
1886,Positive
1887,Neutral
1888,Negative
1889,Negative
1890,Negative
1891,Negative
1892,Negative
1893,Negative
1894,Negative
1895,Negative
1898,Negative
1899,Negative
1901,Negative
1902,Negative
1903,Negative
1904,Negative
1905,Neutral
1906,Negative
1907,Negative
1908,Negative
1909,Negative
1910,Negative
1911,Neutral
1912,Neutral
1913,Negative
1914,Negative
1915,Neutral
1916,Negative
1917,Neutral
1918,Negative
1919,Negative
1920,Negative
1921,Negative
1922,Negative
1923,Negative
1924,Neutral
1925,Negative
1927,Negative
1928,Negative
1929,Neutral
1930,Neutral
1931,Negative
1932,Neutral
1933,Neutral
1934,Negative
1935,Negative
1936,Negative
1937,Negative
1938,Negative
1939,Neutral
1940,Neutral
1941,Negative
1942,Neutral
1943,Negative
1944,Negative
1945,Neutral
1947,Negative
1948,Negative
1949,Neutral
1950,Neutral
1951,Neutral
1952,Positive
1953,Negative
1954,Negative
1955,Negative
1956,Negative
1957,Neutral
1958,Negative
1959,Neutral
1960,Neutral
1961,Negative
1962,Negative
1963,Negative
1964,Negative
1965,Negative
1966,Negative
1967,Neutral
1968,Neutral
1969,Negative
1970,Negative
1972,Neutral
1973,Negative
1974,Negative
1975,Negative
1976,Negative
1977,Neutral
1978,Negative
1979,Positive
1980,Negative
1981,Negative
1982,Negative
1983,Neutral
1984,Neutral
1985,Negative
1986,Negative
1987,Negative
1988,Negative
1989,Neutral
1990,Neutral
1991,Neutral
1992,Neutral
1994,Positive
1995,Negative
1996,Negative
1997,Neutral
1998,Negative
1999,Negative
2000,Negative
2001,Neutral
2002,Negative
2003,Negative
2004,Negative
2005,Negative
2006,Negative
2007,Neutral
2008,Negative
2009,Negative
2010,Neutral
2011,Negative
2012,Negative
2013,Neutral
2014,Negative
2015,Negative
2016,Negative
2017,Neutral
2018,Negative
2019,Neutral
2020,Negative
2021,Neutral
2022,Positive
2023,Negative
2024,Negative
2025,Negative
2027,Neutral
2028,Neutral
2029,Negative
2030,Negative
2031,Negative
2032,Negative
2033,Negative
2034,Negative
2035,Negative
2036,Negative
2037,Negative
2039,Neutral
2040,Positive
2041,Negative
2042,Negative
2044,Negative
2045,Negative
2046,Negative
2047,Negative
2048,Negative
2049,Negative
2050,Negative
2051,Neutral
2052,Neutral
2053,Negative
2054,Negative
2055,Neutral
2056,Negative
2057,Negative
2058,Negative
2059,Positive
2061,Neutral
2062,Negative
2063,Negative
2064,Negative
2065,Negative
2066,Negative
2067,Negative
2068,Negative
2069,Negative
2070,Negative
2071,Negative
2072,Positive
2073,Negative
2074,Negative
2075,Neutral
2076,Negative
2077,Negative
2078,Negative
2079,Positive
2080,Negative
2081,Negative
2082,Neutral
2083,Negative
2084,Negative
2085,Negative
2086,Negative
2087,Negative
2088,Negative
2089,Positive
2090,Negative
2091,Neutral
2092,Negative
2093,Positive
2094,Negative
2095,Negative
2096,Negative
2097,Negative
2098,Negative
2099,Negative
2100,Negative
2101,Positive
2102,Negative
2103,Neutral
2104,Neutral
2105,Neutral
2106,Negative
2107,Negative
2108,Negative
2109,Negative
2110,Neutral
2111,Positive
2112,Positive
2113,Negative
2114,Negative
2115,Negative
2116,Negative
2117,Neutral
2119,Negative
2120,Neutral
2121,Positive
2122,Neutral
2123,Negative
2124,Positive
2125,Neutral
2126,Negative
2127,Neutral
2128,Negative
2129,Negative
2130,Neutral
2131,Negative
2132,Negative
2133,Negative
2134,Negative
2135,Negative
2136,Negative
2137,Negative
2138,Negative
2139,Neutral
2140,Negative
